TRANSACTIONID;ACCOUNTID;ACCOUNTTYPEID;CUSTOMERID;CUSTOMERTYPEID;PRODUCTID;PRODUCTCATEGORYID;PROFITCENTERID;VERSION;DATE;VALUE
89468;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200801;0
89469;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20201001;0
89470;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20201101;0
89471;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20210101;0
89472;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20180601;-11088,13
89473;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20180701;-4576,05
89474;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190401;0
89475;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190501;0
89476;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190601;-13748,97
89477;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190701;-5674,18
89478;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190801;0
89479;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20191001;0
89480;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20191101;0
89481;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200101;0
89482;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200401;0
89483;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200501;0
89484;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200701;0
89485;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200801;0
89486;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20201001;0
89487;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20201101;0
89488;FPA1/023;EXP;USCU_S01;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20210101;0
89489;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180601;-44044,53
89490;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180701;-30492,37
89491;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190401;0
89492;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190501;0
89493;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190601;-54613,95
89494;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190701;-37809,66
89495;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190801;0
89496;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191001;0
89497;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191101;0
89498;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200101;0
89499;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200401;0
89500;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200501;0
89501;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200701;0
89502;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200801;0
89503;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201001;0
89504;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201101;0
89505;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20210101;0
89506;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180601;-95041,14
89507;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180701;-94298,63
89508;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190401;0
89509;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190501;0
89510;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190601;-117848,28
89511;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190701;-116927,59
89512;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190801;0
89513;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191001;0
89514;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191101;0
89515;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200101;0
89516;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200401;0
89517;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200501;0
89518;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200701;0
89519;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200801;0
89520;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201001;0
89521;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201101;0
89522;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20210101;0
89523;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190501;0
89524;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190801;0
89525;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191101;0
89526;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200501;0
89527;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200801;0
89528;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201101;0
89529;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180601;-9779,12
89530;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180701;-1955,82
89531;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190401;0
89532;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190501;0
89533;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190601;-12125,82
89534;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190701;-2425,16
89535;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190801;0
89536;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191001;0
89537;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191101;0
89538;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200101;0
89539;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200401;0
89540;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200501;0
89541;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200701;0
89542;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200801;0
89543;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201001;0
89544;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201101;0
89545;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20210101;0
89546;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190401;0
89547;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190501;0
89548;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190701;0
89549;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190801;0
89550;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191001;0
89551;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191101;0
89552;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200101;0
89553;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200401;0
89554;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200501;0
89555;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200701;0
89556;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200801;0
89557;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201001;0
89558;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201101;0
89559;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20210101;0
89560;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180601;-385312,61
89561;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180701;-111312,53
89562;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190401;0
89563;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190501;0
89564;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190601;-477776,59
89565;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190701;-138024,35
89566;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190801;0
89567;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191001;0
89568;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191101;0
89569;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200101;0
89570;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200401;0
89571;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200501;0
89572;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200701;0
89573;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200801;0
89574;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201001;0
89575;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201101;0
89576;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20210101;0
89577;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180601;-3729,04
89578;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180701;-9944,12
89579;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190501;0
89580;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190601;-4623,91
89581;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190701;-12330,42
89582;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190801;0
89583;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191101;0
89584;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200501;0
89585;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200801;0
89586;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201101;0
89587;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180601;-96244,55
89588;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180701;-104994,06
89589;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190401;0
89590;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190501;0
89591;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190601;-119340,48
89592;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190701;-130189,62
89593;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190801;0
89594;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20191001;0
89595;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20191101;0
89596;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200101;0
89597;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200401;0
89598;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200501;0
89599;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200701;0
89600;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200801;0
89601;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20201001;0
89602;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20201101;0
89603;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20210101;0
89604;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180601;-119212,83
89605;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180701;-195849,64
89606;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190401;0
89607;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190501;0
89608;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190601;-147820,49
89609;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190701;-242847,94
89610;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190801;0
89611;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20191001;0
89612;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20191101;0
89613;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200101;0
89614;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200401;0
89615;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200501;0
89616;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200701;0
89617;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200801;0
89618;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20201001;0
89619;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20201101;0
89620;FPA1/023;EXP;USCU_S02;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20210101;0
89621;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20180601;-4389,05
89622;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20180701;-4543,05
89623;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190401;0
89624;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190501;0
89625;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190601;-5442,3
89626;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190701;-5633,26
89627;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190801;0
89628;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20191001;0
89629;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20191101;0
89630;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20200101;0
89631;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20200401;0
89632;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20200501;0
89633;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20200701;0
89634;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20200801;0
89635;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20201001;0
89636;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20201101;0
89637;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20210101;0
89638;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20180601;-13992,17
89639;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20180701;-27060,32
89640;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190401;0
89641;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190501;0
89642;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190601;-17349,89
89643;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190701;-33554,03
89644;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190801;0
89645;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20191001;0
89646;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20191101;0
89647;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200101;0
89648;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200401;0
89649;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200501;0
89650;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200701;0
89651;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200801;0
89652;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20201001;0
89653;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20201101;0
89654;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20210101;0
89655;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20180601;-16016,19
89656;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20180701;-1760,02
89657;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190401;0
89658;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190501;0
89659;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190601;-19859,62
89660;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190701;-2182,38
89661;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190801;0
89662;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20191001;0
89663;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20191101;0
89664;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200101;0
89665;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200401;0
89666;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200501;0
89667;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200701;0
89668;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200801;0
89669;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20201001;0
89670;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20201101;0
89671;FPA1/023;EXP;USCU_S02;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20210101;0
89672;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180601;-19844,24
89673;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180701;-14520,17
89674;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190401;0
89675;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190501;0
89676;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190601;-24606,29
89677;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190701;-18004,6
89678;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190801;0
89679;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191001;0
89680;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191101;0
89681;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200101;0
89682;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200401;0
89683;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200501;0
89684;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200701;0
89685;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200801;0
89686;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201001;0
89687;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201101;0
89688;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20210101;0
89689;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180601;-201962,42
89690;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180701;-125484
89691;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190401;0
89692;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190501;0
89693;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190601;-250427,6
89694;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190701;-155596,56
89695;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190801;0
89696;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191001;0
89697;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191101;0
89698;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200101;0
89699;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200401;0
89700;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200501;0
89701;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200701;0
89702;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200801;0
89703;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201001;0
89704;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201101;0
89705;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20210101;0
