production_order_id,product_id,machine_id,production_date,planned_quantity,actual_quantity,production_status,start_time,end_time
PRD0012959,TG11,MC018,2025-01-02,25,23,Completed,2025-01-02 11:15:00,2025-01-02 19:15:00
PRD0012960,MZ-FG-E101,MC031,2026-03-13,68,60,Completed,2026-03-13 17:00:00,2026-03-13 21:00:00
PRD0012961,MZ-FG-E17,MC012,2025-08-28,33,30,Completed,2025-08-28 01:45:00,2025-08-28 07:45:00
PRD0012962,MZ-FG-C990,MC036,2026-02-18,164,164,Completed,2026-02-18 02:30:00,2026-02-18 10:30:00
PRD0012963,MZ-FG-R300,MC001,2025-08-06,53,52,Completed,2025-08-06 11:45:00,2025-08-06 15:45:00
PRD0012964,MZ-TG-Y200,MC024,2026-04-28,61,55,Completed,2026-04-28 14:30:00,2026-04-28 20:30:00
PRD0012965,MZ-TG-A27,MC024,2025-06-10,50,45,Completed,2025-06-10 15:00:00,2025-06-10 18:00:00
PRD0012966,M1,MC017,2025-05-19,56,52,Completed,2025-05-19 14:00:00,2025-05-20 09:00:00
PRD0012967,MZ-FG-R200,MC045,2026-05-19,80,78,Completed,2026-05-19 01:15:00,2026-05-19 06:15:00
PRD0012968,M1,MC017,2025-01-03,26,18,In Progress,2025-01-03 09:15:00,2025-01-03 14:15:00
PRD0012969,MZ-TG-Y240,MC003,2026-02-09,36,35,Completed,2026-02-09 19:30:00,2026-02-09 23:30:00
PRD0012970,MZ-TG-Y120,MC048,2025-08-27,63,63,Completed,2025-08-27 05:45:00,2025-08-27 07:45:00
PRD0012971,MZ-FG-C990,MC012,2026-02-21,71,71,Completed,2026-02-21 14:45:00,2026-02-21 16:45:00
PRD0012972,MZ-FG-E108,MC015,2026-03-02,107,107,Completed,2026-03-02 01:45:00,2026-03-02 09:45:00
PRD0012973,CM-FL-V00,MC040,2025-06-29,36,32,Completed,2025-06-29 04:00:00,2025-06-29 08:00:00
PRD0012974,CM-FL-V00,MC013,2026-05-06,51,50,Completed,2026-05-06 15:30:00,2026-05-06 18:30:00
PRD0012975,MZ-FG-E103,MC007,2025-04-29,102,102,Completed,2025-04-29 14:30:00,2025-04-30 01:30:00
PRD0012976,MZ-TG-Y120,MC037,2026-05-30,71,17,In Progress,2026-05-30 21:15:00,2026-05-31 01:15:00
PRD0012977,MZ-FG-R200,MC034,2026-01-15,42,41,Completed,2026-01-15 15:45:00,2026-01-15 19:45:00
PRD0012978,MZ-FG-E16,MC005,2025-02-13,28,27,Completed,2025-02-13 10:30:00,2025-02-13 15:30:00
PRD0012979,MZ-FG-E102,MC050,2026-03-17,48,44,Completed,2026-03-17 21:45:00,2026-03-18 01:45:00
PRD0012980,MZ-TG-Y200,MC011,2026-03-29,48,45,Completed,2026-03-29 07:15:00,2026-03-29 10:15:00
PRD0012981,MZ-FG-E102,MC021,2025-08-21,45,45,Completed,2025-08-21 19:15:00,2025-08-21 22:15:00
PRD0012982,MZ-FG-E16,MC009,2025-07-19,37,35,Completed,2025-07-19 01:45:00,2025-07-19 06:45:00
PRD0012983,MZ-FG-C21,MC019,2026-06-13,47,47,Completed,2026-06-13 06:45:00,2026-06-13 14:45:00
PRD0012984,M1,MC019,2026-02-23,13,12,Completed,2026-02-23 20:30:00,2026-02-24 02:30:00
PRD0012985,MZ-TG-A27,MC041,2025-07-04,28,9,In Progress,2025-07-04 09:15:00,2025-07-04 17:15:00
PRD0012986,MZ-FG-R200,MC002,2026-04-07,24,21,Completed,2026-04-07 08:15:00,2026-04-07 10:15:00
PRD0012987,MZ-TG-E202,MC041,2025-06-15,49,18,In Progress,2025-06-15 13:00:00,2025-06-15 17:00:00
PRD0012988,MZ-TG-A20,MC007,2026-05-25,71,67,Completed,2026-05-25 01:15:00,2026-05-25 04:15:00
PRD0012989,MZ-FG-C21,MC015,2025-03-04,51,51,Completed,2025-03-04 09:30:00,2025-03-04 11:30:00
PRD0012990,TG11,MC019,2025-06-04,86,86,Delayed,2025-06-04 21:00:00,2025-06-05 03:00:00
PRD0012991,MZ-FG-E102,MC018,2025-05-24,33,31,Completed,2025-05-24 07:15:00,2025-05-24 15:15:00
PRD0012992,MZ-FG-R300,MC043,2025-11-09,44,40,Completed,2025-11-09 18:45:00,2025-11-09 23:45:00
PRD0012993,MZ-FG-C21,MC032,2025-06-10,61,54,Completed,2025-06-10 06:30:00,2025-06-10 09:30:00
PRD0012994,MZ-FG-C950,MC012,2025-02-20,36,34,Completed,2025-02-20 19:30:00,2025-02-21 01:30:00
PRD0012995,MZ-FG-R200,MC035,2026-05-18,62,57,Completed,2026-05-18 23:30:00,2026-05-19 05:30:00
PRD0012996,MZ-FG-M550,MC018,2025-02-10,73,67,Completed,2025-02-10 19:15:00,2025-02-11 03:15:00
PRD0012997,MZ-FG-M550,MC032,2025-06-03,98,96,Completed,2025-06-03 07:30:00,2025-06-03 13:30:00
PRD0012998,MZ-FG-E108,MC021,2025-10-12,91,24,Cancelled,2025-10-12 10:30:00,2025-10-12 15:30:00
PRD0012999,MZ-FG-C21,MC004,2025-03-06,91,90,Completed,2025-03-06 05:45:00,2025-03-06 07:45:00
PRD0013000,MZ-FG-R200,MC045,2025-10-01,88,88,Completed,2025-10-01 11:45:00,2025-10-01 20:45:00
PRD0013001,MZ-TG-A20,MC028,2026-01-15,23,23,Delayed,2026-01-15 10:30:00,2026-01-15 17:30:00
PRD0013002,FG226,MC023,2025-03-28,53,48,Completed,2025-03-28 20:00:00,2025-03-28 22:00:00
PRD0013003,FG226,MC026,2026-03-07,36,35,Completed,2026-03-07 18:45:00,2026-03-08 01:45:00
PRD0013004,CM-FL-V00,MC017,2025-10-07,64,62,Completed,2025-10-07 08:30:00,2025-10-07 15:30:00
PRD0013005,MZ-FG-R300,MC038,2026-03-04,51,49,Completed,2026-03-04 06:15:00,2026-03-04 20:15:00
PRD0013006,MZ-TG-SR01,MC040,2025-07-16,50,47,Completed,2025-07-16 13:45:00,2025-07-17 07:45:00
PRD0013007,MZ-TG-A20,MC016,2026-02-16,74,73,Completed,2026-02-16 17:30:00,2026-02-16 23:30:00
PRD0013008,MZ-FG-R300,MC028,2025-05-29,56,56,Completed,2025-05-29 10:45:00,2025-05-29 16:45:00
PRD0013009,MZ-FG-E17,MC022,2025-05-01,42,27,In Progress,2025-05-01 20:15:00,2025-05-02 01:15:00
PRD0013010,MZ-FG-R300,MC009,2025-11-11,56,15,Cancelled,2025-11-11 06:15:00,2025-11-11 09:15:00
PRD0013011,MZ-FG-C990,MC007,2025-10-15,170,154,Completed,2025-10-15 16:45:00,2025-10-16 00:45:00
PRD0013012,FG226,MC001,2026-06-27,52,49,Completed,2026-06-27 13:15:00,2026-06-27 21:15:00
PRD0013013,MZ-FG-C21,MC050,2026-02-10,95,81,Completed,2026-02-10 09:45:00,2026-02-10 14:45:00
PRD0013014,MZ-FG-R100,MC012,2025-03-14,92,27,Cancelled,2025-03-14 19:15:00,2025-03-14 21:15:00
PRD0013015,MZ-FG-E108,MC024,2026-01-24,125,125,Completed,2026-01-24 19:00:00,2026-01-24 22:00:00
PRD0013016,MZ-TG-A20,MC018,2025-12-16,17,17,Completed,2025-12-16 10:30:00,2025-12-16 23:30:00
PRD0013017,MZ-TG-SR01,MC016,2026-01-03,41,37,Completed,2026-01-03 13:45:00,2026-01-03 22:45:00
PRD0013018,MZ-FG-C990,MC022,2025-10-29,134,125,Completed,2025-10-29 23:00:00,2025-10-30 01:00:00
PRD0013019,MZ-FG-M500,MC040,2026-01-13,131,0,Scheduled,2026-01-13 21:30:00,2026-01-14 03:30:00
PRD0013020,MZ-FG-C990,MC050,2026-02-05,133,38,In Progress,2026-02-05 22:45:00,2026-02-06 04:45:00
PRD0013021,MZ-FG-E16,MC038,2025-12-19,57,56,Completed,2025-12-19 07:45:00,2025-12-19 13:45:00
PRD0013022,MZ-TG-Y200,MC002,2025-10-25,62,59,Completed,2025-10-25 16:45:00,2025-10-26 01:45:00
PRD0013023,MZ-FG-E102,MC050,2025-12-09,14,0,Scheduled,2025-12-09 05:30:00,2025-12-09 11:30:00
PRD0013024,MZ-FG-E102,MC042,2025-02-11,314,0,Scheduled,2025-02-11 19:00:00,2025-02-11 22:00:00
PRD0013025,MZ-FG-R300,MC039,2025-07-22,59,32,In Progress,2025-07-22 13:15:00,2025-07-23 03:15:00
PRD0013026,MZ-FG-C21,MC027,2026-03-26,64,63,Completed,2026-03-26 15:45:00,2026-03-26 19:45:00
PRD0013027,MZ-FG-E16,MC023,2025-01-24,83,81,Completed,2025-01-24 23:00:00,2025-01-25 02:00:00
PRD0013028,MZ-FG-E15,MC002,2025-07-04,77,75,Completed,2025-07-04 23:15:00,2025-07-05 03:15:00
PRD0013029,MZ-FG-E101,MC037,2025-04-30,70,2,Cancelled,2025-04-30 17:15:00,2025-05-01 02:15:00
PRD0013030,MZ-FG-M525,MC009,2025-07-01,51,51,Completed,2025-07-01 00:00:00,2025-07-01 18:00:00
PRD0013031,MZ-FG-E17,MC012,2026-01-08,28,27,Completed,2026-01-08 00:30:00,2026-01-08 14:30:00
PRD0013032,MZ-TG-SR01,MC029,2025-09-08,20,18,Completed,2025-09-08 11:30:00,2025-09-08 12:30:00
PRD0013033,MZ-FG-C950,MC013,2026-01-04,47,46,Completed,2026-01-04 15:00:00,2026-01-04 21:00:00
PRD0013034,MZ-FG-M550,MC016,2026-03-11,15,14,Completed,2026-03-11 04:15:00,2026-03-11 09:15:00
PRD0013035,MZ-TG-Y120,MC003,2025-11-17,19,19,Completed,2025-11-17 16:00:00,2025-11-17 20:00:00
PRD0013036,MZ-TG-SR01,MC002,2026-02-17,61,58,Completed,2026-02-17 12:00:00,2026-02-18 02:00:00
PRD0013037,CM-FL-V00,MC003,2026-02-12,63,59,Delayed,2026-02-12 23:00:00,2026-02-13 02:00:00
PRD0013038,FG226,MC048,2025-09-09,99,98,Delayed,2025-09-09 09:15:00,2025-09-09 13:15:00
PRD0013039,MZ-FG-E16,MC030,2026-01-07,68,68,Completed,2026-01-07 13:30:00,2026-01-08 05:30:00
PRD0013040,MZ-FG-M550,MC038,2025-11-05,79,6,Cancelled,2025-11-05 21:45:00,2025-11-06 03:45:00
PRD0013041,MZ-FG-E103,MC025,2025-03-06,65,58,Completed,2025-03-06 05:45:00,2025-03-06 15:45:00
PRD0013042,MZ-FG-E17,MC039,2025-02-11,188,188,Completed,2025-02-11 09:30:00,2025-02-11 13:30:00
PRD0013043,MZ-TG-Y200,MC026,2025-03-18,57,55,Completed,2025-03-18 21:45:00,2025-03-19 01:45:00
PRD0013044,MZ-FG-C950,MC019,2025-02-02,52,49,Completed,2025-02-02 04:30:00,2025-02-02 08:30:00
PRD0013045,MZ-TG-Y240,MC041,2026-05-07,71,64,Completed,2026-05-07 04:15:00,2026-05-07 07:15:00
PRD0013046,MZ-TG-Y200,MC037,2026-04-12,53,30,In Progress,2026-04-12 14:30:00,2026-04-12 19:30:00
PRD0013047,MZ-FG-C990,MC023,2026-05-26,54,50,Completed,2026-05-26 22:30:00,2026-05-27 06:30:00
PRD0013048,MZ-TG-A25,MC004,2025-09-21,126,1,Cancelled,2025-09-21 18:15:00,2025-09-22 02:15:00
PRD0013049,MZ-TG-A27,MC006,2025-04-22,45,40,Completed,2025-04-22 09:15:00,2025-04-22 13:15:00
PRD0013050,MZ-FG-C950,MC036,2025-02-24,107,98,Completed,2025-02-24 09:45:00,2025-02-24 12:45:00
PRD0013051,CM-FL-V00,MC030,2026-03-13,160,147,Completed,2026-03-13 17:30:00,2026-03-13 19:30:00
PRD0013052,MZ-TG-Y120,MC043,2025-02-25,53,50,Completed,2025-02-25 11:00:00,2025-02-25 18:00:00
PRD0013053,MZ-FG-E108,MC020,2025-04-02,53,50,Completed,2025-04-02 19:15:00,2025-04-03 05:15:00
PRD0013054,M1,MC006,2025-01-30,51,48,Completed,2025-01-30 18:45:00,2025-01-30 23:45:00
PRD0013055,MZ-FG-C21,MC041,2025-09-30,37,19,In Progress,2025-09-30 14:00:00,2025-09-30 23:00:00
PRD0013056,FG226,MC031,2025-06-05,39,39,Completed,2025-06-05 16:15:00,2025-06-05 19:15:00
PRD0013057,MZ-FG-E101,MC039,2025-05-08,44,41,Completed,2025-05-08 14:00:00,2025-05-08 21:00:00
PRD0013058,MZ-FG-C20,MC021,2026-05-28,74,70,Completed,2026-05-28 21:45:00,2026-05-29 04:45:00
PRD0013059,FG226,MC018,2025-01-03,62,58,Completed,2025-01-03 20:45:00,2025-01-04 01:45:00
PRD0013060,M1,MC031,2025-10-31,122,115,Completed,2025-10-31 05:00:00,2025-10-31 08:00:00
PRD0013061,MZ-FG-C950,MC037,2025-07-05,71,71,Completed,2025-07-05 20:15:00,2025-07-05 23:15:00
PRD0013062,MZ-FG-C21,MC016,2025-07-16,61,52,Completed,2025-07-16 21:00:00,2025-07-17 03:00:00
PRD0013063,M-01,MC029,2025-11-02,71,69,Delayed,2025-11-02 02:45:00,2025-11-02 11:45:00
PRD0013064,MZ-FG-C950,MC047,2026-03-19,41,39,Completed,2026-03-19 04:30:00,2026-03-19 12:30:00
PRD0013065,MZ-FG-E101,MC050,2025-08-04,80,48,In Progress,2025-08-04 13:00:00,2025-08-04 21:00:00
PRD0013066,MZ-FG-E15,MC016,2025-10-13,136,77,In Progress,2025-10-13 06:15:00,2025-10-13 12:15:00
PRD0013067,MZ-TG-A26,MC016,2026-02-21,35,34,Completed,2026-02-21 15:15:00,2026-02-21 20:15:00
PRD0013068,CM-FL-V00,MC032,2025-12-10,28,27,Completed,2025-12-10 07:15:00,2025-12-10 17:15:00
PRD0013069,MZ-FG-R100,MC030,2025-05-19,71,70,Completed,2025-05-19 07:15:00,2025-05-19 10:15:00
PRD0013070,MZ-FG-C950,MC043,2026-01-07,80,70,Completed,2026-01-07 08:15:00,2026-01-07 17:15:00
PRD0013071,MZ-FG-C10,MC012,2025-01-17,30,27,Completed,2025-01-17 15:00:00,2025-01-17 19:00:00
PRD0013072,MZ-TG-Y200,MC027,2025-06-11,47,44,Completed,2025-06-11 00:45:00,2025-06-11 05:45:00
PRD0013073,MZ-FG-P010,MC012,2025-04-15,32,32,Completed,2025-04-15 12:30:00,2025-04-15 18:30:00
PRD0013074,MZ-FG-C990,MC034,2025-12-17,42,41,Completed,2025-12-17 23:15:00,2025-12-18 02:15:00
PRD0013075,MZ-FG-R300,MC050,2025-11-20,64,64,Completed,2025-11-20 06:30:00,2025-11-20 18:30:00
PRD0013076,M-01,MC014,2025-09-08,109,106,Completed,2025-09-08 03:30:00,2025-09-08 07:30:00
PRD0013077,MZ-TG-A26,MC049,2025-01-25,75,72,Completed,2025-01-25 00:15:00,2025-01-25 05:15:00
PRD0013078,MZ-TG-A27,MC030,2025-02-09,24,12,In Progress,2025-02-09 06:30:00,2025-02-09 10:30:00
PRD0013079,FG226,MC045,2025-05-15,58,12,Cancelled,2025-05-15 12:45:00,2025-05-15 18:45:00
PRD0013080,MZ-FG-E108,MC007,2025-02-09,47,46,Completed,2025-02-09 23:15:00,2025-02-10 08:15:00
PRD0013081,MZ-FG-C20,MC026,2025-03-12,88,20,Cancelled,2025-03-12 17:15:00,2025-03-13 02:15:00
PRD0013082,MZ-TG-A26,MC047,2025-07-30,24,6,In Progress,2025-07-30 22:15:00,2025-07-31 04:15:00
PRD0013083,MZ-TG-A20,MC015,2025-05-12,53,26,In Progress,2025-05-12 01:15:00,2025-05-12 09:15:00
PRD0013084,MZ-FG-C990,MC038,2025-11-03,71,71,Completed,2025-11-03 15:15:00,2025-11-03 22:15:00
PRD0013085,MZ-TG-Y240,MC014,2026-01-16,69,0,Scheduled,2026-01-16 08:45:00,2026-01-16 14:45:00
PRD0013086,MZ-TG-Y240,MC044,2025-04-21,43,3,Cancelled,2025-04-21 15:00:00,2025-04-22 00:00:00
PRD0013087,MZ-FG-E102,MC029,2025-06-24,80,80,Completed,2025-06-24 01:30:00,2025-06-24 07:30:00
PRD0013088,MZ-TG-Y120,MC003,2026-03-28,37,36,Completed,2026-03-28 20:00:00,2026-03-29 07:00:00
PRD0013089,MZ-FG-C950,MC036,2025-10-27,78,78,Completed,2025-10-27 07:00:00,2025-10-27 12:00:00
PRD0013090,MZ-FG-P010,MC040,2025-12-19,50,45,Completed,2025-12-19 05:00:00,2025-12-19 18:00:00
PRD0013091,MZ-FG-E108,MC049,2026-04-25,30,29,Completed,2026-04-25 08:45:00,2026-04-25 15:45:00
PRD0013092,M1,MC044,2026-03-17,44,44,Delayed,2026-03-17 00:30:00,2026-03-17 02:30:00
PRD0013093,MZ-TG-Y200,MC014,2026-01-25,104,96,Completed,2026-01-25 20:15:00,2026-01-26 06:15:00
PRD0013094,MZ-FG-E17,MC035,2026-06-01,116,105,Completed,2026-06-01 14:45:00,2026-06-01 21:45:00
PRD0013095,MZ-FG-M500,MC003,2026-04-21,102,21,In Progress,2026-04-21 00:30:00,2026-04-21 06:30:00
PRD0013096,MZ-FG-C900,MC046,2025-01-31,32,30,Completed,2025-01-31 01:00:00,2025-01-31 09:00:00
PRD0013097,MZ-FG-C10,MC039,2026-06-22,29,27,Completed,2026-06-22 04:30:00,2026-06-22 09:30:00
PRD0013098,MZ-FG-R300,MC033,2026-05-15,75,23,In Progress,2026-05-15 11:30:00,2026-05-15 18:30:00
PRD0013099,MZ-FG-E16,MC032,2025-11-21,170,0,Scheduled,2025-11-21 10:15:00,2025-11-21 13:15:00
PRD0013100,MZ-TG-SR01,MC021,2025-11-17,79,77,Completed,2025-11-17 07:15:00,2025-11-18 00:15:00
PRD0013101,MZ-TG-SR01,MC044,2026-04-04,49,0,Scheduled,2026-04-04 19:00:00,2026-04-05 03:00:00
PRD0013102,MZ-FG-E101,MC017,2025-03-04,23,22,Completed,2025-03-04 07:45:00,2025-03-04 12:45:00
PRD0013103,M-01,MC031,2026-05-10,78,24,In Progress,2026-05-10 12:45:00,2026-05-10 16:45:00
PRD0013104,MZ-TG-Y120,MC010,2025-11-22,41,39,Completed,2025-11-22 08:00:00,2025-11-22 13:00:00
PRD0013105,TG11,MC023,2025-01-17,32,31,Completed,2025-01-17 08:45:00,2025-01-17 14:45:00
PRD0013106,MZ-TG-Y200,MC036,2025-11-10,29,13,In Progress,2025-11-10 09:00:00,2025-11-10 13:00:00
PRD0013107,MZ-FG-R200,MC022,2025-08-09,79,74,Completed,2025-08-09 21:45:00,2025-08-10 02:45:00
PRD0013108,MZ-FG-C20,MC043,2025-03-03,38,29,In Progress,2025-03-03 13:00:00,2025-03-03 19:00:00
PRD0013109,MZ-FG-E16,MC020,2026-04-16,47,31,In Progress,2026-04-16 12:45:00,2026-04-16 20:45:00
PRD0013110,MZ-FG-M525,MC034,2026-02-26,127,127,Completed,2026-02-26 21:45:00,2026-02-27 05:45:00
PRD0013111,MZ-FG-E108,MC027,2026-06-13,73,73,Completed,2026-06-13 23:30:00,2026-06-14 03:30:00
PRD0013112,MZ-FG-R200,MC015,2026-06-07,28,27,Completed,2026-06-07 21:45:00,2026-06-08 06:45:00
PRD0013113,MZ-TG-A20,MC005,2025-02-14,75,72,Completed,2025-02-14 16:45:00,2025-02-14 20:45:00
PRD0013114,MZ-TG-Y240,MC009,2026-06-01,10,9,Completed,2026-06-01 16:45:00,2026-06-02 09:45:00
PRD0013115,MZ-TG-Y120,MC043,2025-02-16,54,1,Cancelled,2025-02-16 02:45:00,2025-02-16 06:45:00
PRD0013116,MZ-TG-Y120,MC031,2025-09-26,104,104,Completed,2025-09-26 21:30:00,2025-09-27 01:30:00
PRD0013117,TG11,MC030,2025-03-28,84,25,Cancelled,2025-03-28 22:45:00,2025-03-29 02:45:00
PRD0013118,MZ-FG-R100,MC008,2025-11-21,48,43,Completed,2025-11-21 23:15:00,2025-11-22 03:15:00
PRD0013119,MZ-FG-C990,MC025,2026-01-19,64,63,Delayed,2026-01-19 16:15:00,2026-01-19 18:15:00
PRD0013120,MZ-FG-C990,MC007,2025-09-05,144,138,Completed,2025-09-05 05:30:00,2025-09-05 17:30:00
PRD0013121,MZ-FG-M500,MC040,2026-01-02,101,21,Cancelled,2026-01-02 21:45:00,2026-01-03 06:45:00
PRD0013122,MZ-FG-R200,MC004,2025-02-25,44,42,Completed,2025-02-25 04:45:00,2025-02-25 07:45:00
PRD0013123,MZ-FG-C20,MC005,2025-08-24,164,144,Completed,2025-08-24 14:15:00,2025-08-24 21:15:00
PRD0013124,MZ-TG-Y120,MC036,2025-11-02,83,54,In Progress,2025-11-02 01:30:00,2025-11-02 10:30:00
PRD0013125,MZ-TG-Y240,MC045,2025-01-29,133,130,Completed,2025-01-29 03:30:00,2025-01-29 07:30:00
PRD0013126,MZ-FG-R200,MC048,2025-06-24,26,20,In Progress,2025-06-24 05:45:00,2025-06-24 08:45:00
PRD0013127,CM-FL-V00,MC024,2026-02-15,29,29,Completed,2026-02-15 09:45:00,2026-02-15 12:45:00
PRD0013128,MZ-FG-R100,MC049,2026-03-28,93,91,Completed,2026-03-28 10:45:00,2026-03-28 14:45:00
PRD0013129,MZ-FG-R200,MC032,2025-08-29,41,38,Completed,2025-08-29 04:45:00,2025-08-29 10:45:00
PRD0013130,CM-FL-V00,MC012,2025-09-25,20,18,Completed,2025-09-25 01:00:00,2025-09-25 06:00:00
PRD0013131,MZ-FG-E102,MC019,2025-01-30,77,75,Completed,2025-01-30 11:15:00,2025-01-30 14:15:00
PRD0013132,MZ-FG-M550,MC008,2025-01-14,30,27,Completed,2025-01-14 16:45:00,2025-01-15 05:45:00
PRD0013133,MZ-FG-E17,MC038,2025-11-27,32,29,Completed,2025-11-27 23:00:00,2025-11-28 07:00:00
PRD0013134,MZ-FG-C990,MC037,2025-03-12,53,49,Completed,2025-03-12 10:00:00,2025-03-12 12:00:00
PRD0013135,MZ-FG-M525,MC027,2025-02-09,27,27,Completed,2025-02-09 09:30:00,2025-02-10 00:30:00
PRD0013136,MZ-FG-E103,MC007,2026-01-24,106,103,Delayed,2026-01-24 15:15:00,2026-01-24 17:15:00
PRD0013137,MZ-FG-C950,MC003,2025-08-20,46,42,Delayed,2025-08-20 19:45:00,2025-08-20 23:45:00
PRD0013138,MZ-FG-E102,MC027,2025-04-01,57,55,Completed,2025-04-01 01:00:00,2025-04-01 06:00:00
PRD0013139,M-01,MC016,2025-04-30,68,67,Completed,2025-04-30 00:15:00,2025-04-30 01:15:00
PRD0013140,MZ-TG-SR01,MC020,2026-06-22,54,53,Completed,2026-06-22 09:45:00,2026-06-22 14:45:00
PRD0013141,MZ-TG-Y240,MC007,2026-04-22,52,49,Completed,2026-04-22 06:00:00,2026-04-22 11:00:00
PRD0013142,CM-FL-V00,MC030,2025-03-15,63,61,Completed,2025-03-15 20:45:00,2025-03-16 20:45:00
PRD0013143,MZ-FG-M500,MC023,2025-10-31,90,79,Completed,2025-10-31 23:15:00,2025-11-01 09:15:00
PRD0013144,MZ-FG-C990,MC036,2025-10-22,18,18,Completed,2025-10-22 13:15:00,2025-10-22 16:15:00
PRD0013145,MZ-FG-E17,MC049,2025-01-26,46,43,Completed,2025-01-26 20:15:00,2025-01-27 08:15:00
PRD0013146,MZ-TG-Y240,MC028,2026-03-20,168,167,Completed,2026-03-20 10:45:00,2026-03-20 14:45:00
PRD0013147,MZ-FG-E15,MC044,2026-06-02,60,57,Delayed,2026-06-02 12:30:00,2026-06-02 20:30:00
PRD0013148,MZ-FG-R100,MC013,2025-07-19,101,0,Scheduled,2025-07-19 09:00:00,2025-07-19 15:00:00
PRD0013149,MZ-FG-E16,MC038,2026-02-18,93,88,Completed,2026-02-18 00:00:00,2026-02-18 03:00:00
PRD0013150,MZ-FG-C950,MC015,2025-04-06,58,56,Completed,2025-04-06 14:00:00,2025-04-06 17:00:00
PRD0013151,MZ-FG-M500,MC029,2025-12-02,52,52,Completed,2025-12-02 12:45:00,2025-12-02 21:45:00
PRD0013152,MZ-FG-E15,MC005,2025-08-18,80,73,Completed,2025-08-18 14:45:00,2025-08-18 17:45:00
PRD0013153,MZ-TG-A27,MC047,2026-05-27,28,7,In Progress,2026-05-27 23:00:00,2026-05-28 03:00:00
PRD0013154,MZ-TG-A20,MC044,2025-04-09,244,223,Completed,2025-04-09 01:00:00,2025-04-09 17:00:00
PRD0013155,MZ-FG-E101,MC036,2025-07-01,87,86,Completed,2025-07-01 05:45:00,2025-07-01 09:45:00
PRD0013156,MZ-FG-R100,MC048,2025-01-29,57,22,In Progress,2025-01-29 02:15:00,2025-01-29 08:15:00
PRD0013157,M-01,MC035,2025-05-13,93,90,Completed,2025-05-13 11:15:00,2025-05-13 14:15:00
PRD0013158,MZ-FG-C21,MC012,2026-01-09,24,23,Completed,2026-01-09 11:15:00,2026-01-09 16:15:00
PRD0013159,MZ-FG-E101,MC040,2026-05-18,69,65,Completed,2026-05-18 19:00:00,2026-05-19 11:00:00
PRD0013160,M-01,MC020,2025-04-27,32,29,Delayed,2025-04-27 22:30:00,2025-04-28 06:30:00
PRD0013161,MZ-FG-P010,MC032,2026-02-08,28,28,Completed,2026-02-08 07:45:00,2026-02-08 15:45:00
PRD0013162,MZ-FG-R200,MC001,2025-10-07,25,25,Completed,2025-10-07 02:45:00,2025-10-07 17:45:00
PRD0013163,MZ-FG-R300,MC028,2025-11-13,61,59,Completed,2025-11-13 10:00:00,2025-11-13 18:00:00
PRD0013164,FG226,MC036,2025-05-08,28,26,Completed,2025-05-08 06:45:00,2025-05-08 11:45:00
PRD0013165,MZ-FG-C990,MC003,2026-01-24,33,22,In Progress,2026-01-24 04:15:00,2026-01-24 08:15:00
PRD0013166,MZ-TG-A20,MC001,2025-11-04,62,59,Completed,2025-11-04 16:45:00,2025-11-04 21:45:00
PRD0013167,MZ-FG-E108,MC021,2025-04-15,31,29,Completed,2025-04-15 03:15:00,2025-04-15 05:15:00
PRD0013168,MZ-FG-M500,MC025,2026-06-16,68,0,Scheduled,2026-06-16 13:45:00,2026-06-17 01:45:00
PRD0013169,MZ-FG-E103,MC030,2025-08-10,55,32,In Progress,2025-08-10 10:45:00,2025-08-10 17:45:00
PRD0013170,CM-FL-V00,MC049,2026-02-24,40,31,In Progress,2026-02-24 04:30:00,2026-02-24 14:30:00
PRD0013171,MZ-FG-E15,MC047,2026-03-07,50,48,Completed,2026-03-07 09:30:00,2026-03-07 18:30:00
PRD0013172,MZ-FG-R200,MC041,2025-07-11,176,176,Completed,2025-07-11 06:15:00,2025-07-11 09:15:00
PRD0013173,MZ-FG-M525,MC013,2025-07-03,121,94,In Progress,2025-07-03 22:15:00,2025-07-04 02:15:00
PRD0013174,MZ-FG-E17,MC020,2025-04-25,36,28,In Progress,2025-04-25 16:45:00,2025-04-25 19:45:00
PRD0013175,MZ-FG-E16,MC035,2025-05-18,62,58,Completed,2025-05-18 05:15:00,2025-05-18 07:15:00
PRD0013176,MZ-FG-C900,MC040,2026-05-03,28,26,Completed,2026-05-03 06:30:00,2026-05-03 16:30:00
PRD0013177,MZ-FG-C900,MC013,2026-05-03,92,87,Completed,2026-05-03 17:45:00,2026-05-04 00:45:00
PRD0013178,MZ-TG-SR01,MC038,2026-02-26,41,38,Completed,2026-02-26 04:15:00,2026-02-26 08:15:00
PRD0013179,MZ-TG-Y200,MC001,2025-08-29,59,21,In Progress,2025-08-29 03:15:00,2025-08-29 08:15:00
PRD0013180,MZ-TG-E202,MC040,2025-06-03,22,15,In Progress,2025-06-03 17:45:00,2025-06-03 22:45:00
PRD0013181,MZ-FG-E16,MC046,2026-05-26,37,36,Completed,2026-05-26 04:00:00,2026-05-27 04:00:00
PRD0013182,MZ-FG-E103,MC023,2025-06-22,36,35,Completed,2025-06-22 14:45:00,2025-06-23 00:45:00
PRD0013183,MZ-FG-R300,MC041,2025-08-30,146,141,Completed,2025-08-30 09:15:00,2025-08-30 12:15:00
