po_item_id,po_id,material_id,quantity,unit_price,total_value,delivery_status
POI00004820,PO0002339,MAT00111,63,83.37,5252.31,Delivered
POI00004821,PO0002339,MAT00111,225,70.56,15876.0,Partially Delivered
POI00004822,PO0002340,MAT00113,19,1253.0,23807.0,Delivered
POI00004823,PO0002341,MAT00277,42,1227.41,51551.22,Delivered
POI00004824,PO0002341,MAT00300,22,465.97,10251.34,Delivered
POI00004825,PO0002341,MAT00282,6,234.2,1405.2,Delivered
POI00004826,PO0002341,MAT00296,9,72.75,654.75,Delivered
POI00004827,PO0002342,MAT00065,41,137.97,5656.77,Delivered
POI00004828,PO0002342,MAT00065,31,152.84,4738.04,Delivered
POI00004829,PO0002342,MAT00065,5,150.13,750.65,Delivered
POI00004830,PO0002342,MAT00065,10,139.76,1397.6,Delivered
POI00004831,PO0002343,MAT00296,23,81.89,1883.47,Delivered
POI00004832,PO0002344,MAT00036,18,104.62,1883.16,Pending
POI00004833,PO0002344,MAT00049,30,78.67,2360.1,Cancelled
POI00004834,PO0002344,MAT00047,8,135.13,1081.04,Cancelled
POI00004835,PO0002344,MAT00040,24,176.7,4240.8,Delivered
POI00004836,PO0002345,MAT00004,9,249.38,2244.42,Partially Delivered
POI00004837,PO0002345,MAT00156,10,176.79,1767.9,Partially Delivered
POI00004838,PO0002345,MAT00095,23,27.79,639.17,Delivered
POI00004839,PO0002345,MAT00216,5,128.97,644.85,Pending
POI00004840,PO0002346,MAT00188,7,141.67,991.69,Pending
POI00004841,PO0002346,MAT00194,17,935.17,15897.89,Delivered
POI00004842,PO0002347,MAT00117,10,145.14,1451.4,Pending
POI00004843,PO0002347,MAT00086,77,99.94,7695.38,Delivered
POI00004844,PO0002347,MAT00225,26,473.89,12321.14,Pending
POI00004845,PO0002348,MAT00140,32,85.26,2728.32,Pending
POI00004846,PO0002348,MAT00210,2,389.79,779.58,Delivered
POI00004847,PO0002349,MAT00275,21,260.34,5467.14,Delivered
POI00004848,PO0002350,MAT00006,54,337.67,18234.18,Delivered
POI00004849,PO0002350,MAT00018,43,335.67,14433.81,Delivered
POI00004850,PO0002350,MAT00008,23,107.9,2481.7,Delivered
POI00004851,PO0002351,MAT00051,29,76.61,2221.69,Delivered
POI00004852,PO0002351,MAT00060,5,122.67,613.35,Delivered
POI00004853,PO0002351,MAT00058,44,61.32,2698.08,Delivered
POI00004854,PO0002352,MAT00265,5,696.33,3481.65,Cancelled
POI00004855,PO0002352,MAT00261,112,2872.0,321664.0,Delivered
POI00004856,PO0002353,MAT00288,54,851.25,45967.5,Delivered
POI00004857,PO0002353,MAT00299,3,98.39,295.17,Delivered
POI00004858,PO0002353,MAT00284,14,320.27,4483.78,Delivered
POI00004859,PO0002354,MAT00175,7,1659.04,11613.28,Pending
POI00004860,PO0002355,MAT00084,10,184.96,1849.6,Delivered
POI00004861,PO0002355,MAT00077,24,448.97,10775.28,Delivered
POI00004862,PO0002356,MAT00082,3,151.08,453.24,Partially Delivered
POI00004863,PO0002356,MAT00084,10,196.68,1966.8,Partially Delivered
POI00004864,PO0002357,MAT00168,28,92.02,2576.56,Delivered
POI00004865,PO0002357,MAT00159,50,543.68,27184.0,Pending
POI00004866,PO0002357,MAT00164,19,116.02,2204.38,Pending
POI00004867,PO0002358,MAT00111,34,79.37,2698.58,Delivered
POI00004868,PO0002358,MAT00111,62,80.77,5007.74,Delivered
POI00004869,PO0002358,MAT00111,21,83.35,1750.35,Delivered
POI00004870,PO0002358,MAT00111,50,78.01,3900.5,Delivered
POI00004871,PO0002359,MAT00248,230,515.41,118544.3,Pending
POI00004872,PO0002359,MAT00234,19,271.48,5158.12,Pending
POI00004873,PO0002360,MAT00005,3,258.59,775.77,Delivered
POI00004874,PO0002361,MAT00075,33,105.52,3482.16,Delivered
POI00004875,PO0002361,MAT00063,34,220.43,7494.62,Delivered
POI00004876,PO0002361,MAT00007,25,869.88,21747.0,Delivered
POI00004877,PO0002362,MAT00059,14,93.18,1304.52,Delivered
POI00004878,PO0002362,MAT00059,23,85.74,1972.02,Delivered
POI00004879,PO0002363,MAT00019,10,353.96,3539.6,Delivered
POI00004880,PO0002363,MAT00002,13,114.89,1493.57,Delivered
POI00004881,PO0002363,MAT00002,45,100.62,4527.9,Delivered
POI00004882,PO0002363,MAT00002,1,99.48,99.48,Delivered
POI00004883,PO0002364,MAT00065,23,129.31,2974.13,Pending
POI00004884,PO0002365,MAT00051,18,75.76,1363.68,Partially Delivered
POI00004885,PO0002365,MAT00052,15,677.74,10166.1,Pending
POI00004886,PO0002366,MAT00292,24,116.83,2803.92,Delivered
POI00004887,PO0002366,MAT00295,208,102.02,21220.16,Delivered
POI00004888,PO0002366,MAT00287,35,392.87,13750.45,Delivered
POI00004889,PO0002366,MAT00278,37,1578.3,58397.1,Delivered
POI00004890,PO0002367,MAT00240,36,631.93,22749.48,Delivered
POI00004891,PO0002367,MAT00245,5,95.42,477.1,Delivered
POI00004892,PO0002368,MAT00071,5,185.23,926.15,Delivered
POI00004893,PO0002368,MAT00053,60,846.41,50784.6,Partially Delivered
POI00004894,PO0002369,MAT00235,9,302.24,2720.16,Delivered
POI00004895,PO0002369,MAT00242,156,186.68,29122.08,Delivered
POI00004896,PO0002369,MAT00242,100,193.81,19381.0,Delivered
POI00004897,PO0002370,MAT00188,6,152.89,917.34,Partially Delivered
POI00004898,PO0002370,MAT00188,74,147.87,10942.38,Pending
POI00004899,PO0002370,MAT00194,48,964.95,46317.6,Partially Delivered
POI00004900,PO0002371,MAT00182,10,49.43,494.3,Delivered
POI00004901,PO0002372,MAT00201,34,134.61,4576.74,Delivered
POI00004902,PO0002372,MAT00201,17,155.36,2641.12,Pending
POI00004903,PO0002373,MAT00043,26,246.27,6403.02,Delivered
POI00004904,PO0002374,MAT00181,51,173.05,8825.55,Delivered
POI00004905,PO0002374,MAT00180,15,281.39,4220.85,Delivered
POI00004906,PO0002375,MAT00217,31,120.81,3745.11,Delivered
POI00004907,PO0002375,MAT00217,7,142.03,994.21,Cancelled
POI00004908,PO0002376,MAT00201,12,145.46,1745.52,Delivered
POI00004909,PO0002377,MAT00160,1,515.99,515.99,Cancelled
POI00004910,PO0002378,MAT00171,21,510.1,10712.1,Delivered
POI00004911,PO0002378,MAT00087,17,379.79,6456.43,Delivered
POI00004912,PO0002378,MAT00065,41,151.22,6200.02,Delivered
POI00004913,PO0002379,MAT00132,14,111.79,1565.06,Delivered
POI00004914,PO0002380,MAT00177,57,240.1,13685.7,Delivered
POI00004915,PO0002381,MAT00288,26,1020.89,26543.14,Delivered
POI00004916,PO0002381,MAT00270,3,490.45,1471.35,Delivered
POI00004917,PO0002381,MAT00120,24,79.01,1896.24,Delivered
POI00004918,PO0002381,MAT00244,107,198.16,21203.12,Delivered
POI00004919,PO0002382,MAT00186,45,236.42,10638.9,Delivered
POI00004920,PO0002382,MAT00186,10,241.0,2410.0,Delivered
POI00004921,PO0002383,MAT00075,8,122.34,978.72,Delivered
POI00004922,PO0002383,MAT00065,13,125.59,1632.67,Delivered
POI00004923,PO0002384,MAT00165,21,452.65,9505.65,Delivered
POI00004924,PO0002385,MAT00067,106,595.88,63163.28,Delivered
POI00004925,PO0002385,MAT00056,69,72.92,5031.48,Cancelled
POI00004926,PO0002386,MAT00062,22,68.32,1503.04,Delivered
POI00004927,PO0002387,MAT00060,26,128.56,3342.56,Pending
POI00004928,PO0002388,MAT00217,62,149.8,9287.6,Pending
POI00004929,PO0002388,MAT00217,8,141.22,1129.76,Delivered
POI00004930,PO0002388,MAT00217,6,146.35,878.1,Pending
POI00004931,PO0002388,MAT00217,4,125.8,503.2,Delivered
POI00004932,PO0002389,MAT00275,17,259.32,4408.44,Delivered
POI00004933,PO0002390,MAT00082,45,133.96,6028.2,Delivered
POI00004934,PO0002390,MAT00077,4,445.84,1783.36,Delivered
POI00004935,PO0002391,MAT00100,34,1085.82,36917.88,Delivered
POI00004936,PO0002391,MAT00082,31,135.68,4206.08,Pending
POI00004937,PO0002391,MAT00084,13,195.83,2545.79,Delivered
POI00004938,PO0002392,MAT00093,28,607.02,16996.56,Delivered
POI00004939,PO0002393,MAT00189,32,125.47,4015.04,Partially Delivered
POI00004940,PO0002393,MAT00189,25,118.51,2962.75,Pending
POI00004941,PO0002394,MAT00248,179,477.61,85492.19,Delivered
POI00004942,PO0002395,MAT00016,18,483.14,8696.52,Delivered
POI00004943,PO0002395,MAT00016,3,506.14,1518.42,Delivered
POI00004944,PO0002395,MAT00016,24,611.9,14685.6,Delivered
POI00004945,PO0002395,MAT00013,20,110.25,2205.0,Delivered
POI00004946,PO0002396,MAT00252,19,846.05,16074.95,Delivered
POI00004947,PO0002396,MAT00275,10,315.54,3155.4,Delivered
POI00004948,PO0002397,MAT00007,5,708.45,3542.25,Delivered
POI00004949,PO0002397,MAT00021,8,104.41,835.28,Delivered
POI00004950,PO0002398,MAT00032,9,67.07,603.63,Delivered
POI00004951,PO0002398,MAT00050,15,138.3,2074.5,Delivered
POI00004952,PO0002399,MAT00221,8,151.21,1209.68,Delivered
POI00004953,PO0002400,MAT00082,14,160.91,2252.74,Delivered
POI00004954,PO0002400,MAT00077,46,439.42,20213.32,Delivered
POI00004955,PO0002401,MAT00132,4,111.45,445.8,Delivered
POI00004956,PO0002401,MAT00023,6,588.31,3529.86,Delivered
POI00004957,PO0002401,MAT00262,4,783.92,3135.68,Partially Delivered
POI00004958,PO0002402,MAT00073,18,506.33,9113.94,Partially Delivered
POI00004959,PO0002402,MAT00053,7,929.29,6505.03,Partially Delivered
POI00004960,PO0002402,MAT00071,10,224.85,2248.5,Cancelled
POI00004961,PO0002403,MAT00265,10,652.34,6523.4,Delivered
POI00004962,PO0002404,MAT00121,128,1735.86,222190.08,Pending
POI00004963,PO0002404,MAT00102,13,284.16,3694.08,Partially Delivered
POI00004964,PO0002405,MAT00114,46,239.94,11037.24,Pending
POI00004965,PO0002405,MAT00108,31,1600.91,49628.21,Delivered
POI00004966,PO0002405,MAT00105,15,59.75,896.25,Cancelled
POI00004967,PO0002406,MAT00287,15,429.56,6443.4,Delivered
POI00004968,PO0002406,MAT00295,5,90.38,451.9,Delivered
POI00004969,PO0002406,MAT00286,46,727.42,33461.32,Delivered
POI00004970,PO0002407,MAT00178,11,1287.32,14160.52,Delivered
POI00004971,PO0002408,MAT00188,2,131.91,263.82,Delivered
POI00004972,PO0002408,MAT00194,29,994.81,28849.49,Partially Delivered
POI00004973,PO0002408,MAT00194,15,1003.22,15048.3,Pending
POI00004974,PO0002408,MAT00188,24,158.2,3796.8,Pending
POI00004975,PO0002409,MAT00092,10,635.43,6354.3,Delivered
POI00004976,PO0002410,MAT00125,75,57.68,4326.0,Delivered
POI00004977,PO0002410,MAT00103,37,83.16,3076.92,Partially Delivered
POI00004978,PO0002410,MAT00109,126,527.94,66520.44,Cancelled
POI00004979,PO0002411,MAT00046,28,456.26,12775.28,Delivered
POI00004980,PO0002411,MAT00041,4,2242.09,8968.36,Delivered
POI00004981,PO0002412,MAT00234,35,284.29,9950.15,Delivered
POI00004982,PO0002413,MAT00252,91,812.86,73970.26,Delivered
POI00004983,PO0002414,MAT00218,55,58.04,3192.2,Cancelled
POI00004984,PO0002414,MAT00208,65,47.6,3094.0,Delivered
POI00004985,PO0002414,MAT00216,66,114.92,7584.72,Pending
POI00004986,PO0002415,MAT00119,1,134.02,134.02,Delivered
POI00004987,PO0002415,MAT00119,26,154.72,4022.72,Delivered
POI00004988,PO0002416,MAT00225,21,441.1,9263.1,Delivered
POI00004989,PO0002417,MAT00023,20,513.66,10273.2,Pending
POI00004990,PO0002417,MAT00023,11,610.36,6713.96,Delivered
POI00004991,PO0002417,MAT00023,38,631.14,23983.32,Delivered
POI00004992,PO0002417,MAT00005,12,255.43,3065.16,Delivered
POI00004993,PO0002418,MAT00029,66,193.95,12800.7,Delivered
POI00004994,PO0002419,MAT00187,8,299.57,2396.56,Delivered
POI00004995,PO0002419,MAT00198,25,802.65,20066.25,Delivered
POI00004996,PO0002420,MAT00210,21,392.02,8232.42,Delivered
POI00004997,PO0002420,MAT00210,62,352.93,21881.66,Delivered
POI00004998,PO0002420,MAT00210,23,347.02,7981.46,Delivered
POI00004999,PO0002421,MAT00024,10,131.33,1313.3,Delivered
POI00005000,PO0002422,MAT00005,7,253.23,1772.61,Delivered
POI00005001,PO0002422,MAT00083,34,62.03,2109.02,Delivered
POI00005002,PO0002422,MAT00157,193,38.32,7395.76,Delivered
POI00005003,PO0002422,MAT00209,24,302.15,7251.6,Delivered
POI00005004,PO0002423,MAT00247,8,723.01,5784.08,Delivered
POI00005005,PO0002423,MAT00233,12,238.53,2862.36,Delivered
POI00005006,PO0002424,MAT00041,119,2453.15,291924.85,Delivered
POI00005007,PO0002425,MAT00222,9,222.02,1998.18,Delivered
POI00005008,PO0002426,MAT00208,8,49.25,394.0,Pending
POI00005009,PO0002426,MAT00216,28,124.38,3482.64,Pending
POI00005010,PO0002426,MAT00212,4,50.52,202.08,Pending
POI00005011,PO0002427,MAT00277,33,1227.45,40505.85,Pending
POI00005012,PO0002428,MAT00113,14,1426.06,19964.84,Delivered
POI00005013,PO0002428,MAT00110,1,487.71,487.71,Delivered
POI00005014,PO0002428,MAT00110,21,545.58,11457.18,Delivered
POI00005015,PO0002429,MAT00160,39,495.5,19324.5,Delivered
POI00005016,PO0002430,MAT00128,30,90.49,2714.7,Delivered
POI00005017,PO0002430,MAT00141,6,41.95,251.7,Delivered
POI00005018,PO0002430,MAT00146,27,238.81,6447.87,Delivered
POI00005019,PO0002430,MAT00127,24,5707.8,136987.2,Delivered
POI00005020,PO0002431,MAT00208,36,49.89,1796.04,Delivered
POI00005021,PO0002431,MAT00216,125,124.64,15580.0,Delivered
POI00005022,PO0002432,MAT00297,33,211.42,6976.86,Delivered
POI00005023,PO0002432,MAT00280,18,570.11,10261.98,Delivered
POI00005024,PO0002432,MAT00293,1,163.16,163.16,Cancelled
POI00005025,PO0002433,MAT00118,5,621.49,3107.45,Delivered
POI00005026,PO0002433,MAT00017,12,462.87,5554.44,Delivered
POI00005027,PO0002434,MAT00245,26,95.09,2472.34,Partially Delivered
POI00005028,PO0002434,MAT00240,39,658.24,25671.36,Pending
POI00005029,PO0002435,MAT00277,15,1157.25,17358.75,Delivered
POI00005030,PO0002435,MAT00296,14,74.88,1048.32,Delivered
POI00005031,PO0002436,MAT00210,76,393.87,29934.12,Delivered
POI00005032,PO0002436,MAT00210,15,356.97,5354.55,Pending
POI00005033,PO0002437,MAT00059,68,90.25,6137.0,Delivered
POI00005034,PO0002437,MAT00059,3,99.6,298.8,Delivered
POI00005035,PO0002438,MAT00224,29,1626.23,47160.67,Cancelled
POI00005036,PO0002438,MAT00219,8,87.43,699.44,Partially Delivered
POI00005037,PO0002439,MAT00013,56,123.1,6893.6,Pending
POI00005038,PO0002439,MAT00016,19,567.86,10789.34,Cancelled
POI00005039,PO0002440,MAT00236,73,197.1,14388.3,Delivered
POI00005040,PO0002440,MAT00233,107,225.19,24095.33,Delivered
POI00005041,PO0002440,MAT00243,11,1230.6,13536.6,Delivered
POI00005042,PO0002441,MAT00151,28,299.27,8379.56,Pending
POI00005043,PO0002441,MAT00161,11,333.93,3673.23,Pending
POI00005044,PO0002442,MAT00230,48,389.67,18704.16,Delivered
POI00005045,PO0002442,MAT00229,82,477.75,39175.5,Delivered
POI00005046,PO0002442,MAT00230,10,402.39,4023.9,Delivered
POI00005047,PO0002442,MAT00229,23,461.1,10605.3,Delivered
POI00005048,PO0002443,MAT00205,11,150.62,1656.82,Cancelled
POI00005049,PO0002444,MAT00119,32,146.24,4679.68,Pending
POI00005050,PO0002444,MAT00119,49,162.52,7963.48,Delivered
POI00005051,PO0002445,MAT00169,71,383.0,27193.0,Delivered
POI00005052,PO0002445,MAT00172,6,84.2,505.2,Delivered
POI00005053,PO0002446,MAT00024,8,128.24,1025.92,Delivered
POI00005054,PO0002446,MAT00020,34,419.86,14275.24,Delivered
POI00005055,PO0002447,MAT00237,12,865.37,10384.44,Delivered
POI00005056,PO0002447,MAT00231,5,379.0,1895.0,Delivered
POI00005057,PO0002447,MAT00237,30,845.41,25362.3,Delivered
POI00005058,PO0002447,MAT00237,24,980.78,23538.72,Delivered
POI00005059,PO0002448,MAT00141,50,46.51,2325.5,Delivered
POI00005060,PO0002449,MAT00210,3,353.61,1060.83,Cancelled
POI00005061,PO0002449,MAT00210,16,381.53,6104.48,Delivered
POI00005062,PO0002450,MAT00289,14,255.62,3578.68,Delivered
POI00005063,PO0002450,MAT00284,35,319.63,11187.05,Delivered
POI00005064,PO0002451,MAT00170,15,76.56,1148.4,Delivered
POI00005065,PO0002451,MAT00171,14,512.57,7175.98,Delivered
POI00005066,PO0002451,MAT00166,15,146.09,2191.35,Delivered
POI00005067,PO0002452,MAT00100,10,917.28,9172.8,Pending
POI00005068,PO0002453,MAT00004,28,233.93,6550.04,Delivered
POI00005069,PO0002453,MAT00004,34,257.22,8745.48,Delivered
POI00005070,PO0002454,MAT00029,107,209.79,22447.53,Delivered
POI00005071,PO0002454,MAT00042,10,47.04,470.4,Delivered
POI00005072,PO0002455,MAT00272,13,1105.53,14371.89,Delivered
POI00005073,PO0002455,MAT00090,13,251.75,3272.75,Delivered
POI00005074,PO0002455,MAT00067,16,593.31,9492.96,Delivered
POI00005075,PO0002455,MAT00066,27,133.44,3602.88,Delivered
POI00005076,PO0002456,MAT00095,27,31.27,844.29,Delivered
POI00005077,PO0002457,MAT00010,53,132.41,7017.73,Delivered
POI00005078,PO0002457,MAT00008,11,99.35,1092.85,Delivered
POI00005079,PO0002457,MAT00018,38,340.88,12953.44,Delivered
POI00005080,PO0002458,MAT00123,43,433.52,18641.36,Pending
POI00005081,PO0002458,MAT00108,11,1490.05,16390.55,Partially Delivered
POI00005082,PO0002459,MAT00002,40,114.24,4569.6,Pending
POI00005083,PO0002459,MAT00019,13,353.21,4591.73,Pending
POI00005084,PO0002460,MAT00069,35,226.92,7942.2,Cancelled
POI00005085,PO0002460,MAT00055,17,9.59,163.03,Pending
POI00005086,PO0002461,MAT00185,9,188.55,1696.95,Delivered
POI00005087,PO0002462,MAT00059,8,85.96,687.68,Delivered
POI00005088,PO0002463,MAT00271,21,178.07,3739.47,Delivered
POI00005089,PO0002463,MAT00266,9,498.21,4483.89,Delivered
POI00005090,PO0002464,MAT00123,4,412.86,1651.44,Delivered
POI00005091,PO0002464,MAT00108,4,1402.5,5610.0,Delivered
POI00005092,PO0002464,MAT00105,35,54.05,1891.75,Delivered
POI00005093,PO0002465,MAT00273,25,514.09,12852.25,Cancelled
POI00005094,PO0002466,MAT00043,55,265.17,14584.35,Delivered
POI00005095,PO0002466,MAT00043,30,267.68,8030.4,Delivered
POI00005096,PO0002467,MAT00075,14,122.78,1718.92,Partially Delivered
POI00005097,PO0002468,MAT00003,104,1729.82,179901.28,Delivered
POI00005098,PO0002468,MAT00010,18,153.82,2768.76,Delivered
POI00005099,PO0002468,MAT00018,17,383.88,6525.96,Delivered
POI00005100,PO0002469,MAT00169,37,361.02,13357.74,Delivered
POI00005101,PO0002469,MAT00162,61,2238.67,136558.87,Delivered
POI00005102,PO0002470,MAT00224,14,1420.85,19891.9,Partially Delivered
POI00005103,PO0002471,MAT00177,72,264.72,19059.84,Delivered
POI00005104,PO0002471,MAT00029,10,189.78,1897.8,Delivered
POI00005105,PO0002471,MAT00052,22,688.26,15141.72,Delivered
POI00005106,PO0002472,MAT00268,11,186.76,2054.36,Delivered
POI00005107,PO0002472,MAT00260,7,281.66,1971.62,Delivered
POI00005108,PO0002472,MAT00254,39,437.83,17075.37,Delivered
POI00005109,PO0002472,MAT00251,16,149.24,2387.84,Delivered
POI00005110,PO0002473,MAT00199,9,477.82,4300.38,Delivered
POI00005111,PO0002474,MAT00225,6,488.02,2928.12,Pending
POI00005112,PO0002474,MAT00071,5,221.41,1107.05,Pending
POI00005113,PO0002474,MAT00146,23,285.81,6573.63,Delivered
POI00005114,PO0002474,MAT00055,9,9.61,86.49,Pending
POI00005115,PO0002475,MAT00282,7,202.3,1416.1,Delivered
POI00005116,PO0002475,MAT00283,44,54.82,2412.08,Delivered
POI00005117,PO0002476,MAT00215,28,142.33,3985.24,Delivered
POI00005118,PO0002476,MAT00206,10,840.3,8403.0,Delivered
POI00005119,PO0002477,MAT00221,2,157.64,315.28,Delivered
POI00005120,PO0002478,MAT00110,36,451.41,16250.76,Delivered
POI00005121,PO0002479,MAT00091,5,247.81,1239.05,Delivered
POI00005122,PO0002479,MAT00076,50,80.86,4043.0,Delivered
POI00005123,PO0002480,MAT00217,46,129.49,5956.54,Pending
POI00005124,PO0002480,MAT00217,20,124.8,2496.0,Delivered
POI00005125,PO0002480,MAT00217,16,130.82,2093.12,Delivered
POI00005126,PO0002480,MAT00217,19,125.83,2390.77,Cancelled
POI00005127,PO0002481,MAT00236,25,169.45,4236.25,Delivered
POI00005128,PO0002481,MAT00233,19,234.51,4455.69,Pending
POI00005129,PO0002482,MAT00203,8,69.95,559.6,Pending
POI00005130,PO0002483,MAT00061,12,302.66,3631.92,Delivered
POI00005131,PO0002484,MAT00023,21,637.28,13382.88,Delivered
POI00005132,PO0002484,MAT00009,22,428.85,9434.7,Delivered
POI00005133,PO0002485,MAT00093,112,651.47,72964.64,Delivered
POI00005134,PO0002486,MAT00065,17,135.19,2298.23,Partially Delivered
POI00005135,PO0002486,MAT00075,20,120.42,2408.4,Partially Delivered
POI00005136,PO0002487,MAT00024,4,123.85,495.4,Delivered
POI00005137,PO0002487,MAT00012,6,413.0,2478.0,Partially Delivered
POI00005138,PO0002487,MAT00020,8,359.4,2875.2,Delivered
POI00005139,PO0002488,MAT00201,11,166.73,1834.03,Delivered
POI00005140,PO0002489,MAT00285,9,76.3,686.7,Delivered
POI00005141,PO0002490,MAT00117,1,166.18,166.18,Delivered
POI00005142,PO0002491,MAT00256,9,154.01,1386.09,Delivered
POI00005143,PO0002492,MAT00229,28,432.04,12097.12,Pending
POI00005144,PO0002492,MAT00230,4,424.72,1698.88,Delivered
POI00005145,PO0002492,MAT00230,21,375.17,7878.57,Delivered
POI00005146,PO0002492,MAT00229,5,441.85,2209.25,Cancelled
POI00005147,PO0002493,MAT00270,46,552.12,25397.52,Delivered
POI00005148,PO0002493,MAT00273,6,430.69,2584.14,Delivered
POI00005149,PO0002494,MAT00254,5,528.46,2642.3,Delivered
POI00005150,PO0002494,MAT00103,10,79.05,790.5,Delivered
POI00005151,PO0002494,MAT00030,7,224.23,1569.61,Delivered
POI00005152,PO0002494,MAT00296,407,74.62,30370.34,Delivered
POI00005153,PO0002495,MAT00236,18,162.23,2920.14,Delivered
POI00005154,PO0002495,MAT00047,16,126.81,2028.96,Delivered
POI00005155,PO0002495,MAT00109,25,436.38,10909.5,Delivered
POI00005156,PO0002495,MAT00244,16,166.73,2667.68,Delivered
POI00005157,PO0002496,MAT00299,4,96.36,385.44,Delivered
POI00005158,PO0002496,MAT00092,6,690.4,4142.4,Delivered
POI00005159,PO0002496,MAT00141,8,43.73,349.84,Delivered
POI00005160,PO0002497,MAT00235,28,249.72,6992.16,Delivered
POI00005161,PO0002498,MAT00032,121,72.93,8824.53,Partially Delivered
POI00005162,PO0002499,MAT00283,11,56.98,626.78,Delivered
POI00005163,PO0002499,MAT00282,61,202.26,12337.86,Delivered
POI00005164,PO0002500,MAT00242,20,167.57,3351.4,Pending
POI00005165,PO0002500,MAT00235,22,265.39,5838.58,Partially Delivered
POI00005166,PO0002501,MAT00035,19,777.39,14770.41,Pending
POI00005167,PO0002501,MAT00027,17,214.21,3641.57,Pending
POI00005168,PO0002502,MAT00050,33,134.41,4435.53,Delivered
POI00005169,PO0002502,MAT00045,56,233.66,13084.96,Delivered
POI00005170,PO0002503,MAT00111,31,82.74,2564.94,Delivered
POI00005171,PO0002503,MAT00070,6,149.47,896.82,Delivered
POI00005172,PO0002503,MAT00252,71,855.56,60744.76,Delivered
POI00005173,PO0002503,MAT00029,119,179.94,21412.86,Delivered
POI00005174,PO0002504,MAT00220,134,281.38,37704.92,Delivered
POI00005175,PO0002504,MAT00209,22,296.76,6528.72,Delivered
POI00005176,PO0002505,MAT00038,3,863.59,2590.77,Partially Delivered
POI00005177,PO0002505,MAT00046,46,510.45,23480.7,Pending
POI00005178,PO0002505,MAT00038,223,771.76,172102.48,Pending
POI00005179,PO0002505,MAT00038,5,813.94,4069.7,Partially Delivered
POI00005180,PO0002506,MAT00191,120,928.04,111364.8,Cancelled
POI00005181,PO0002507,MAT00265,18,655.74,11803.32,Delivered
POI00005182,PO0002508,MAT00259,58,271.74,15760.92,Delivered
POI00005183,PO0002508,MAT00015,34,55.63,1891.42,Delivered
POI00005184,PO0002509,MAT00205,10,156.26,1562.6,Partially Delivered
POI00005185,PO0002510,MAT00238,19,151.54,2879.26,Partially Delivered
POI00005186,PO0002511,MAT00236,14,180.39,2525.46,Delivered
POI00005187,PO0002511,MAT00173,3,304.37,913.11,Delivered
POI00005188,PO0002511,MAT00131,2,255.99,511.98,Delivered
POI00005189,PO0002512,MAT00009,11,465.5,5120.5,Pending
POI00005190,PO0002512,MAT00023,2,535.52,1071.04,Pending
POI00005191,PO0002512,MAT00005,14,275.35,3854.9,Delivered
POI00005192,PO0002513,MAT00019,14,375.61,5258.54,Delivered
POI00005193,PO0002514,MAT00142,17,497.56,8458.52,Partially Delivered
POI00005194,PO0002514,MAT00133,28,80.7,2259.6,Delivered
POI00005195,PO0002515,MAT00189,9,117.85,1060.65,Partially Delivered
POI00005196,PO0002515,MAT00189,10,128.96,1289.6,Delivered
POI00005197,PO0002515,MAT00189,3,120.78,362.34,Delivered
POI00005198,PO0002515,MAT00189,38,116.09,4411.42,Partially Delivered
POI00005199,PO0002516,MAT00162,6,2436.68,14620.08,Cancelled
POI00005200,PO0002516,MAT00167,27,172.36,4653.72,Delivered
POI00005201,PO0002517,MAT00186,14,284.24,3979.36,Delivered
POI00005202,PO0002518,MAT00111,26,85.38,2219.88,Delivered
POI00005203,PO0002518,MAT00111,62,83.72,5190.64,Delivered
POI00005204,PO0002519,MAT00271,13,165.47,2151.11,Delivered
POI00005205,PO0002519,MAT00267,4,791.39,3165.56,Delivered
POI00005206,PO0002519,MAT00266,19,507.37,9640.03,Delivered
POI00005207,PO0002520,MAT00056,11,64.91,714.01,Cancelled
POI00005208,PO0002520,MAT00056,237,77.1,18272.7,Pending
POI00005209,PO0002520,MAT00067,4,563.3,2253.2,Delivered
POI00005210,PO0002521,MAT00155,59,621.14,36647.26,Partially Delivered
POI00005211,PO0002522,MAT00286,16,721.76,11548.16,Delivered
POI00005212,PO0002523,MAT00056,36,68.73,2474.28,Delivered
POI00005213,PO0002523,MAT00067,131,609.21,79806.51,Delivered
POI00005214,PO0002524,MAT00075,87,105.41,9170.67,Delivered
POI00005215,PO0002524,MAT00065,26,152.16,3956.16,Delivered
POI00005216,PO0002525,MAT00210,11,346.72,3813.92,Delivered
POI00005217,PO0002525,MAT00210,11,342.16,3763.76,Delivered
POI00005218,PO0002526,MAT00129,26,121.81,3167.06,Delivered
POI00005219,PO0002526,MAT00142,38,492.51,18715.38,Delivered
POI00005220,PO0002527,MAT00236,20,183.12,3662.4,Delivered
POI00005221,PO0002528,MAT00221,14,155.99,2183.86,Pending
POI00005222,PO0002528,MAT00205,59,145.42,8579.78,Delivered
POI00005223,PO0002528,MAT00223,70,263.97,18477.9,Cancelled
POI00005224,PO0002529,MAT00272,8,1216.64,9733.12,Cancelled
POI00005225,PO0002529,MAT00261,16,3485.08,55761.28,Delivered
POI00005226,PO0002529,MAT00258,39,101.49,3958.11,Pending
POI00005227,PO0002530,MAT00191,12,953.13,11437.56,Delivered
POI00005228,PO0002530,MAT00191,25,888.54,22213.5,Delivered
