po_id,supplier_id,po_date,expected_delivery_date,actual_delivery_date,po_status,total_amount
PO0002188,SUP0082,2025-05-21,2025-07-04,2025-07-04,Completed,22549.75
PO0002189,SUP0086,2025-01-29,2025-02-20,2025-02-20,Completed,11112.03
PO0002190,SUP0001,2025-08-31,2025-09-22,2025-09-25,Completed,3180.0
PO0002191,SUP0050,2025-08-26,2025-09-01,2025-09-02,Completed,36145.22
PO0002192,SUP0076,2026-02-07,2026-02-26,2026-03-02,Completed,4918.59
PO0002193,SUP0018,2025-01-19,2025-01-30,2025-01-26,Completed,3040.64
PO0002194,SUP0042,2026-01-19,2026-02-19,2026-02-20,Completed,51584.72
PO0002195,SUP0066,2025-10-09,2025-11-01,,In Progress,12988.14
PO0002196,SUP0053,2025-02-05,2025-03-18,2025-03-22,Completed,5478.55
PO0002197,SUP0041,2025-09-28,2025-10-31,2025-11-17,Delayed,4980.24
PO0002198,SUP0079,2025-09-04,2025-09-09,,In Progress,14283.76
PO0002199,SUP0046,2025-09-14,2025-09-23,,In Progress,6575.6
PO0002200,SUP0064,2026-05-11,2026-06-26,2026-06-30,Delayed,5237.18
PO0002201,SUP0085,2025-10-23,2025-11-16,2025-11-16,Completed,9005.01
PO0002202,SUP0027,2025-08-22,2025-09-07,2025-09-08,Completed,7374.6
PO0002203,SUP0016,2026-01-12,2026-02-10,,In Progress,31570.0
PO0002204,SUP0081,2026-05-15,2026-06-19,2026-06-14,Completed,3391.55
PO0002205,SUP0028,2025-06-01,2025-06-27,2025-07-01,Delayed,64927.9
PO0002206,SUP0068,2026-05-24,2026-06-24,2026-06-24,Completed,28831.14
PO0002207,SUP0030,2025-12-24,2026-01-13,2026-01-09,Completed,1845.6
PO0002208,SUP0048,2025-11-12,2025-12-07,,In Progress,69015.18
PO0002209,SUP0055,2025-09-20,2025-10-15,,In Progress,39159.47
PO0002210,SUP0086,2026-04-25,2026-06-01,,Cancelled,2991.65
PO0002211,SUP0019,2025-12-28,2026-01-20,2026-01-24,Completed,26145.4
PO0002212,SUP0024,2025-07-07,2025-08-08,2025-08-08,Completed,131837.39
PO0002213,SUP0053,2026-03-06,2026-04-15,,Pending Approval,41570.27
PO0002214,SUP0014,2025-05-13,2025-06-13,,Cancelled,6699.25
PO0002215,SUP0057,2025-04-06,2025-04-29,2025-04-29,Completed,23887.98
PO0002216,SUP0050,2025-04-26,2025-05-01,,In Progress,1620.6
PO0002217,SUP0018,2026-03-27,2026-04-27,2026-04-26,Completed,42478.46
PO0002218,SUP0080,2026-02-09,2026-02-18,2026-02-13,Completed,19985.7
PO0002219,SUP0039,2025-03-11,2025-04-02,2025-03-30,Completed,8759.52
PO0002220,SUP0085,2025-04-16,2025-05-21,2025-05-23,Completed,6043.5
PO0002221,SUP0051,2025-01-22,2025-02-09,2025-02-10,Completed,490.17
PO0002222,SUP0068,2026-04-19,2026-05-27,2026-06-05,Delayed,31082.99
PO0002223,SUP0079,2025-04-06,2025-04-29,2025-05-17,Delayed,3417.58
PO0002224,SUP0087,2025-12-19,2026-01-12,,In Progress,3572.1
PO0002225,SUP0007,2025-11-17,2025-11-27,2025-11-28,Completed,12817.45
PO0002226,SUP0062,2025-05-21,2025-06-13,,Pending Approval,5356.53
PO0002227,SUP0012,2025-03-27,2025-04-04,2025-04-03,Completed,5776.15
PO0002228,SUP0089,2025-03-31,2025-04-22,2025-04-24,Completed,9777.82
PO0002229,SUP0038,2025-03-23,2025-04-14,2025-04-20,Delayed,1305.32
PO0002230,SUP0080,2025-03-23,2025-04-12,2025-04-08,Completed,6966.18
PO0002231,SUP0035,2025-03-15,2025-04-05,,Pending Approval,2118.64
PO0002232,SUP0042,2025-04-21,2025-05-17,2025-05-17,Completed,8043.3
PO0002233,SUP0026,2026-02-01,2026-02-15,2026-02-25,Delayed,104819.96
PO0002234,SUP0076,2026-03-20,2026-04-08,,In Progress,3439.22
PO0002235,SUP0096,2025-07-13,2025-08-10,2025-08-12,Completed,19638.34
PO0002236,SUP0056,2025-07-21,2025-08-13,2025-08-18,Completed,26496.16
PO0002237,SUP0033,2025-03-06,2025-03-30,2025-04-17,Delayed,1692.86
PO0002238,SUP0053,2025-09-01,2025-09-24,2025-09-23,Completed,3793.92
PO0002239,SUP0001,2026-01-10,2026-01-20,2026-01-20,Completed,614.41
PO0002240,SUP0056,2026-03-08,2026-04-24,2026-04-19,Completed,21249.72
PO0002241,SUP0076,2025-02-14,2025-03-24,,Cancelled,18761.93
PO0002242,SUP0040,2025-03-07,2025-03-12,2025-03-28,Delayed,47586.81
PO0002243,SUP0059,2025-08-15,2025-09-05,2025-09-18,Delayed,14006.45
PO0002244,SUP0042,2026-05-13,2026-06-08,2026-06-09,Completed,26550.11
PO0002245,SUP0031,2025-05-06,2025-05-16,2025-05-28,Delayed,20349.27
PO0002246,SUP0003,2026-05-09,2026-06-10,,In Progress,936.7
PO0002247,SUP0047,2025-07-03,2025-07-29,2025-07-28,Completed,23119.16
PO0002248,SUP0059,2025-11-05,2025-12-08,,Pending Approval,6760.25
PO0002249,SUP0008,2025-07-01,2025-07-27,2025-08-16,Delayed,21638.62
PO0002250,SUP0054,2025-10-30,2025-11-22,2025-11-23,Completed,30103.56
PO0002251,SUP0013,2025-09-01,2025-09-16,2025-09-22,Completed,98579.19
PO0002252,SUP0046,2026-03-16,2026-04-21,2026-04-20,Completed,26170.19
PO0002253,SUP0074,2025-02-16,2025-03-18,2025-03-17,Completed,27188.77
PO0002254,SUP0034,2025-12-06,2026-01-01,2025-12-30,Completed,35734.52
PO0002255,SUP0089,2025-12-24,2026-01-16,2026-01-14,Completed,14479.6
PO0002256,SUP0058,2026-01-11,2026-02-07,2026-02-14,Completed,8719.15
PO0002257,SUP0068,2026-04-20,2026-05-28,2026-06-05,Delayed,10298.82
PO0002258,SUP0036,2025-09-21,2025-10-05,,In Progress,24448.18
PO0002259,SUP0064,2025-07-03,2025-07-26,,In Progress,10507.67
PO0002260,SUP0080,2025-05-07,2025-05-26,2025-05-22,Completed,6570.5
PO0002261,SUP0055,2025-10-07,2025-11-03,2025-11-02,Completed,6317.88
PO0002262,SUP0087,2025-02-04,2025-03-08,2025-03-03,Completed,19451.4
PO0002263,SUP0087,2025-09-03,2025-10-12,2025-10-14,Completed,1464.8
PO0002264,SUP0025,2026-03-15,2026-04-07,2026-04-10,Completed,1056.14
PO0002265,SUP0073,2026-01-15,2026-02-05,2026-02-10,Delayed,45131.83
PO0002266,SUP0027,2025-11-12,2025-12-16,2025-12-30,Delayed,57501.78
PO0002267,SUP0091,2025-03-04,2025-04-03,2025-04-13,Delayed,5206.4
PO0002268,SUP0085,2025-01-11,2025-02-21,2025-02-23,Completed,27806.91
PO0002269,SUP0055,2025-09-15,2025-10-16,2025-10-21,Delayed,15038.28
PO0002270,SUP0001,2025-09-22,2025-10-11,2025-10-13,Completed,2801.88
PO0002271,SUP0034,2025-04-21,2025-05-14,,In Progress,3315.52
PO0002272,SUP0053,2025-02-09,2025-03-03,2025-03-03,Completed,49108.92
PO0002273,SUP0086,2025-09-17,2025-10-09,2025-10-09,Completed,41184.73
PO0002274,SUP0083,2025-05-03,2025-05-12,,Cancelled,6392.58
PO0002275,SUP0092,2025-10-21,2025-11-24,2025-11-20,Completed,20822.0
PO0002276,SUP0045,2025-01-05,2025-01-25,2025-01-28,Completed,8520.04
PO0002277,SUP0095,2025-07-16,2025-08-06,2025-08-20,Delayed,14919.5
PO0002278,SUP0004,2025-10-24,2025-11-03,,In Progress,1557.72
PO0002279,SUP0007,2025-12-07,2026-01-09,,In Progress,12013.86
PO0002280,SUP0032,2025-10-25,2025-11-25,2025-12-02,Completed,1193.28
PO0002281,SUP0029,2025-11-11,2025-11-24,2025-11-26,Completed,24952.38
PO0002282,SUP0052,2025-02-01,2025-02-14,2025-02-12,Completed,1064.04
PO0002283,SUP0022,2025-03-23,2025-03-29,2025-04-04,Completed,52662.7
PO0002284,SUP0045,2025-08-30,2025-09-13,2025-09-18,Completed,9553.39
PO0002285,SUP0063,2026-02-23,2026-03-20,2026-03-18,Completed,15751.52
PO0002286,SUP0041,2026-01-01,2026-02-03,2026-02-04,Completed,105156.14
PO0002287,SUP0099,2026-05-16,2026-06-17,2026-06-14,Completed,15926.46
PO0002288,SUP0026,2025-10-04,2025-10-21,,In Progress,4816.08
PO0002289,SUP0086,2026-04-04,2026-04-30,,Pending Approval,28370.77
PO0002290,SUP0084,2025-06-06,2025-06-30,2025-06-30,Completed,227.22
PO0002291,SUP0011,2025-12-06,2025-12-20,2025-12-23,Completed,14275.32
PO0002292,SUP0041,2025-05-25,2025-07-03,,In Progress,21362.73
PO0002293,SUP0042,2025-06-15,2025-07-08,2025-07-03,Completed,14509.26
PO0002294,SUP0049,2025-07-08,2025-08-07,2025-08-08,Completed,41492.29
PO0002295,SUP0003,2026-05-13,2026-05-29,2026-05-28,Completed,9023.9
PO0002296,SUP0035,2025-12-29,2026-01-16,2026-01-20,Completed,9468.67
PO0002297,SUP0075,2025-06-04,2025-07-20,2025-08-06,Delayed,40364.54
PO0002298,SUP0100,2025-03-25,2025-05-01,2025-05-04,Delayed,67702.56
PO0002299,SUP0004,2025-07-21,2025-08-22,2025-08-18,Completed,663.35
PO0002300,SUP0070,2025-01-13,2025-02-07,2025-02-07,Completed,17774.43
PO0002301,SUP0085,2025-07-01,2025-07-31,2025-07-31,Completed,44111.77
PO0002302,SUP0012,2025-04-07,2025-05-02,,Cancelled,27690.96
PO0002303,SUP0011,2025-12-17,2026-01-15,,In Progress,12689.25
PO0002304,SUP0095,2025-10-06,2025-10-30,2025-10-29,Completed,25820.69
PO0002305,SUP0037,2026-01-01,2026-02-02,2026-02-01,Completed,10601.7
PO0002306,SUP0047,2025-08-11,2025-08-26,2025-08-22,Completed,22143.64
PO0002307,SUP0086,2025-03-26,2025-04-22,2025-04-29,Completed,18562.54
PO0002308,SUP0010,2025-09-03,2025-10-10,,Cancelled,4009.59
PO0002309,SUP0097,2025-01-18,2025-02-06,2025-02-07,Completed,35214.31
PO0002310,SUP0079,2025-02-23,2025-03-09,2025-03-27,Delayed,11664.02
PO0002311,SUP0040,2025-10-06,2025-11-14,2025-11-11,Completed,3942.72
PO0002312,SUP0032,2025-03-11,2025-03-26,2025-03-24,Completed,109102.31
PO0002313,SUP0033,2025-06-28,2025-07-13,2025-07-16,Completed,20938.88
PO0002314,SUP0100,2025-07-29,2025-09-08,2025-09-10,Completed,31092.08
PO0002315,SUP0055,2025-02-01,2025-02-17,2025-02-15,Completed,36924.8
PO0002316,SUP0096,2025-03-01,2025-03-31,2025-03-31,Completed,12520.4
PO0002317,SUP0099,2026-05-15,2026-05-30,2026-05-30,Completed,6825.64
PO0002318,SUP0080,2025-09-09,2025-10-04,2025-10-07,Completed,11774.54
PO0002319,SUP0083,2025-08-06,2025-08-29,,Cancelled,635.57
PO0002320,SUP0031,2025-02-02,2025-02-26,,Cancelled,32053.94
PO0002321,SUP0019,2025-01-16,2025-02-09,2025-02-10,Completed,57484.89
PO0002322,SUP0031,2025-04-05,2025-05-09,,In Progress,17961.69
PO0002323,SUP0038,2025-02-22,2025-03-12,,Pending Approval,14097.64
PO0002324,SUP0089,2025-01-06,2025-01-24,2025-01-23,Completed,9365.84
PO0002325,SUP0094,2025-05-03,2025-05-31,2025-06-07,Delayed,26120.82
PO0002326,SUP0093,2025-03-11,2025-04-11,2025-05-01,Delayed,1344.48
PO0002327,SUP0072,2026-04-15,2026-05-26,2026-05-31,Completed,8308.05
PO0002328,SUP0016,2025-06-03,2025-06-25,2025-06-23,Completed,1582.2
PO0002329,SUP0093,2025-10-09,2025-10-23,2025-10-25,Completed,5603.69
PO0002330,SUP0002,2026-02-26,2026-04-04,,In Progress,538.83
PO0002331,SUP0013,2025-08-18,2025-09-07,2025-09-12,Completed,20909.61
PO0002332,SUP0017,2025-09-05,2025-09-27,2025-09-27,Completed,5952.3
PO0002333,SUP0020,2025-10-02,2025-11-04,,In Progress,17570.87
PO0002334,SUP0062,2026-03-04,2026-03-12,2026-03-20,Delayed,33977.6
PO0002335,SUP0072,2025-12-25,2026-01-16,2026-01-16,Completed,17092.0
PO0002336,SUP0010,2025-02-05,2025-02-21,2025-02-24,Completed,18699.45
PO0002337,SUP0035,2025-10-17,2025-11-13,,In Progress,16836.66
PO0002338,SUP0009,2026-05-09,2026-06-05,2026-06-06,Completed,8959.29
PO0002339,SUP0017,2026-02-07,2026-03-16,,Cancelled,22215.37
PO0002340,SUP0023,2025-09-25,2025-10-03,,Pending Approval,23807.0
PO0002341,SUP0050,2025-08-24,2025-09-26,2025-09-23,Completed,63862.51
PO0002342,SUP0025,2025-09-19,2025-10-07,2025-10-09,Completed,12543.06
PO0002343,SUP0050,2025-12-25,2026-02-09,2026-02-08,Completed,1883.47
PO0002344,SUP0052,2025-12-01,2025-12-12,,In Progress,9565.1
PO0002345,SUP0054,2025-04-26,2025-05-21,2025-06-05,Delayed,5296.34
PO0002346,SUP0031,2025-10-30,2025-12-12,2026-01-01,Delayed,16889.58
PO0002347,SUP0054,2025-05-12,2025-05-30,2025-06-09,Delayed,21467.92
PO0002348,SUP0012,2026-03-04,2026-03-29,2026-04-05,Delayed,3507.9
PO0002349,SUP0100,2025-12-18,2026-01-20,2026-01-23,Completed,5467.14
PO0002350,SUP0056,2025-03-02,2025-03-30,2025-03-25,Completed,35149.69
PO0002351,SUP0008,2025-09-12,2025-10-07,2025-10-10,Completed,5533.12
PO0002352,SUP0016,2026-05-01,2026-05-22,2026-06-09,Delayed,325145.65
PO0002353,SUP0026,2025-09-27,2025-10-29,2025-10-30,Completed,50746.45
PO0002354,SUP0032,2025-02-10,2025-03-02,,In Progress,11613.28
PO0002355,SUP0075,2026-01-18,2026-02-03,2026-02-03,Completed,12624.88
PO0002356,SUP0075,2026-03-27,2026-04-26,,In Progress,2420.04
PO0002357,SUP0063,2025-06-23,2025-06-28,2025-07-13,Delayed,31964.94
PO0002358,SUP0017,2025-12-16,2026-01-17,2026-01-16,Completed,13357.17
PO0002359,SUP0072,2025-06-08,2025-06-29,2025-07-18,Delayed,123702.42
PO0002360,SUP0091,2025-09-08,2025-10-17,2025-10-24,Completed,775.77
PO0002361,SUP0054,2025-08-13,2025-09-11,2025-09-10,Completed,32723.78
PO0002362,SUP0064,2025-07-06,2025-07-11,2025-07-06,Completed,3276.54
PO0002363,SUP0089,2025-09-22,2025-10-14,2025-10-12,Completed,9660.55
PO0002364,SUP0025,2025-10-27,2025-11-27,2025-12-13,Delayed,2974.13
PO0002365,SUP0008,2025-05-03,2025-05-31,,In Progress,11529.78
PO0002366,SUP0065,2025-09-24,2025-10-16,2025-10-11,Completed,96171.63
PO0002367,SUP0086,2025-12-27,2026-01-02,2026-01-03,Completed,23226.58
PO0002368,SUP0090,2025-04-12,2025-04-27,2025-05-05,Delayed,51710.75
PO0002369,SUP0021,2025-05-10,2025-05-19,2025-05-17,Completed,51223.24
PO0002370,SUP0031,2025-10-30,2025-12-04,,In Progress,58177.32
PO0002371,SUP0019,2026-05-03,2026-05-31,2026-06-06,Completed,494.3
PO0002372,SUP0015,2025-03-04,2025-03-09,,In Progress,7217.86
PO0002373,SUP0009,2026-05-01,2026-05-28,2026-06-16,Delayed,6403.02
PO0002374,SUP0076,2025-12-03,2026-01-01,2026-01-01,Completed,13046.4
PO0002375,SUP0069,2025-01-07,2025-02-12,,In Progress,4739.32
PO0002376,SUP0015,2025-08-12,2025-09-05,2025-09-09,Completed,1745.52
PO0002377,SUP0092,2025-12-02,2025-12-13,,In Progress,515.99
PO0002378,SUP0058,2026-04-27,2026-05-27,2026-05-23,Completed,23368.55
PO0002379,SUP0087,2025-01-24,2025-02-26,,In Progress,1565.06
PO0002380,SUP0037,2025-04-28,2025-05-13,2025-05-11,Completed,13685.7
PO0002381,SUP0042,2026-04-18,2026-05-14,2026-05-21,Completed,51113.85
PO0002382,SUP0035,2025-10-11,2025-10-28,2025-10-28,Completed,13048.9
PO0002383,SUP0025,2025-01-23,2025-02-24,2025-02-26,Completed,2611.39
PO0002384,SUP0063,2025-01-21,2025-03-08,2025-03-12,Completed,9505.65
PO0002385,SUP0020,2025-06-03,2025-06-15,2025-06-23,Delayed,68194.76
PO0002386,SUP0088,2025-03-31,2025-04-23,2025-04-23,Completed,1503.04
PO0002387,SUP0008,2026-05-14,2026-06-12,2026-06-22,Delayed,3342.56
PO0002388,SUP0069,2025-12-18,2026-01-21,2026-02-02,Delayed,11798.66
PO0002389,SUP0100,2025-02-02,2025-03-10,2025-03-10,Completed,4408.44
PO0002390,SUP0075,2025-10-26,2025-11-13,2025-11-19,Completed,7811.56
PO0002391,SUP0075,2025-01-30,2025-02-24,2025-03-03,Delayed,43669.75
PO0002392,SUP0070,2025-07-22,2025-08-26,2025-08-25,Completed,16996.56
PO0002393,SUP0079,2026-05-05,2026-05-11,2026-05-15,Delayed,6977.79
PO0002394,SUP0072,2025-05-14,2025-06-09,2025-06-06,Completed,85492.19
PO0002395,SUP0011,2026-05-02,2026-05-07,2026-05-07,Completed,27105.54
PO0002396,SUP0100,2026-04-21,2026-05-08,2026-05-07,Completed,19230.35
PO0002397,SUP0046,2025-10-13,2025-11-19,2025-11-18,Completed,4377.53
PO0002398,SUP0004,2026-01-27,2026-02-28,2026-02-23,Completed,2678.13
PO0002399,SUP0034,2025-09-04,2025-10-09,2025-10-08,Completed,1209.68
PO0002400,SUP0075,2025-05-04,2025-05-28,2025-05-28,Completed,22466.06
PO0002401,SUP0018,2026-03-03,2026-04-16,2026-04-27,Delayed,7111.34
PO0002402,SUP0090,2025-07-12,2025-08-21,2025-08-31,Delayed,17867.47
PO0002403,SUP0022,2025-05-10,2025-06-05,2025-05-31,Completed,6523.4
PO0002404,SUP0047,2025-07-19,2025-07-25,,In Progress,225884.16
PO0002405,SUP0093,2026-03-21,2026-04-11,,In Progress,61561.7
PO0002406,SUP0065,2025-03-28,2025-04-30,2025-05-03,Completed,40356.62
PO0002407,SUP0019,2026-02-22,2026-03-23,2026-03-21,Completed,14160.52
PO0002408,SUP0031,2025-04-04,2025-05-08,,In Progress,47958.41
PO0002409,SUP0066,2025-10-06,2025-10-31,2025-10-30,Completed,6354.3
PO0002410,SUP0010,2026-02-13,2026-03-10,2026-03-22,Delayed,73923.36
PO0002411,SUP0024,2026-03-21,2026-04-08,2026-04-03,Completed,21743.64
PO0002412,SUP0072,2025-03-01,2025-04-01,2025-04-01,Completed,9950.15
PO0002413,SUP0100,2026-05-10,2026-06-11,2026-06-11,Completed,73970.26
PO0002414,SUP0044,2025-11-24,2025-12-26,2026-01-04,Delayed,13870.92
PO0002415,SUP0038,2025-09-24,2025-10-21,2025-10-21,Completed,4156.74
PO0002416,SUP0049,2026-02-10,2026-03-14,2026-03-16,Completed,9263.1
PO0002417,SUP0091,2026-03-02,2026-03-30,2026-04-11,Delayed,44035.64
PO0002418,SUP0083,2026-03-21,2026-03-29,2026-03-31,Completed,12800.7
PO0002419,SUP0048,2025-04-05,2025-04-13,2025-04-15,Completed,22462.81
PO0002420,SUP0057,2025-04-27,2025-05-25,2025-05-24,Completed,38095.54
PO0002421,SUP0036,2026-05-28,2026-06-27,2026-06-30,Delayed,1313.3
PO0002422,SUP0039,2026-01-06,2026-02-16,2026-02-20,Completed,18528.99
PO0002423,SUP0071,2026-05-08,2026-06-19,2026-06-20,Completed,8646.44
PO0002424,SUP0024,2026-03-22,2026-04-28,2026-04-28,Completed,291924.85
PO0002425,SUP0030,2025-11-02,2025-11-15,2025-11-13,Completed,1998.18
PO0002426,SUP0044,2025-11-27,2026-01-14,,Cancelled,4078.72
PO0002427,SUP0050,2026-04-30,2026-05-21,,Pending Approval,40505.85
PO0002428,SUP0023,2025-07-30,2025-08-16,2025-08-14,Completed,31909.73
PO0002429,SUP0092,2025-06-04,2025-06-16,2025-06-15,Completed,19324.5
PO0002430,SUP0087,2026-02-24,2026-03-12,2026-03-11,Completed,146401.47
PO0002431,SUP0044,2025-03-04,2025-04-02,2025-04-01,Completed,17376.04
PO0002432,SUP0097,2025-07-21,2025-08-18,2025-08-30,Delayed,17402.0
PO0002433,SUP0088,2026-05-04,2026-05-09,2026-05-08,Completed,8661.89
PO0002434,SUP0086,2025-01-27,2025-02-24,2025-03-07,Delayed,28143.7
PO0002435,SUP0050,2025-07-17,2025-07-31,2025-07-26,Completed,18407.07
PO0002436,SUP0057,2025-11-13,2025-11-22,,In Progress,35288.67
PO0002437,SUP0064,2025-01-19,2025-02-21,2025-02-24,Completed,6435.8
PO0002438,SUP0030,2025-08-30,2025-09-07,2025-09-13,Delayed,47860.11
PO0002439,SUP0011,2025-04-11,2025-04-28,,In Progress,17682.94
PO0002440,SUP0071,2025-04-11,2025-05-20,2025-05-23,Completed,52020.23
PO0002441,SUP0032,2025-07-07,2025-07-20,2025-08-05,Delayed,12052.79
PO0002442,SUP0040,2025-05-11,2025-06-13,2025-06-18,Completed,72508.86
PO0002443,SUP0034,2025-05-25,2025-06-09,,In Progress,1656.82
PO0002444,SUP0038,2025-07-12,2025-08-10,2025-08-21,Delayed,12643.16
PO0002445,SUP0045,2025-09-25,2025-10-04,2025-10-08,Completed,27698.2
PO0002446,SUP0036,2026-04-07,2026-05-06,2026-05-09,Completed,15301.16
PO0002447,SUP0055,2025-06-27,2025-08-01,2025-07-28,Completed,61180.46
PO0002448,SUP0087,2025-04-24,2025-05-08,2025-05-08,Completed,2325.5
PO0002449,SUP0057,2025-03-04,2025-04-06,2025-04-15,Delayed,7165.31
PO0002450,SUP0026,2025-10-06,2025-11-11,2025-11-13,Completed,14765.73
PO0002451,SUP0085,2025-08-31,2025-09-16,2025-09-18,Completed,10515.73
PO0002452,SUP0075,2025-01-12,2025-02-24,,In Progress,9172.8
PO0002453,SUP0029,2025-07-26,2025-08-13,2025-08-17,Completed,15295.52
PO0002454,SUP0083,2025-08-22,2025-09-15,2025-09-15,Completed,22917.93
PO0002455,SUP0058,2026-03-06,2026-04-02,2026-04-05,Completed,30740.48
PO0002456,SUP0061,2026-04-08,2026-04-26,2026-04-23,Completed,844.29
PO0002457,SUP0056,2025-05-03,2025-06-01,2025-05-31,Completed,21064.02
PO0002458,SUP0093,2025-04-15,2025-05-10,2025-05-19,Delayed,35031.91
PO0002459,SUP0089,2025-05-17,2025-06-15,,Cancelled,9161.33
PO0002460,SUP0084,2025-11-12,2025-12-09,2025-12-23,Delayed,8105.23
PO0002461,SUP0002,2025-04-04,2025-04-19,2025-04-17,Completed,1696.95
PO0002462,SUP0064,2025-12-06,2026-01-07,2026-01-07,Completed,687.68
PO0002463,SUP0082,2025-05-28,2025-06-21,2025-06-21,Completed,8223.36
PO0002464,SUP0093,2026-05-14,2026-06-22,2026-06-22,Completed,9153.19
PO0002465,SUP0053,2025-06-04,2025-06-24,2025-07-03,Delayed,12852.25
PO0002466,SUP0009,2025-07-21,2025-07-26,2025-07-26,Completed,22614.75
PO0002467,SUP0025,2025-06-07,2025-07-11,,Pending Approval,1718.92
PO0002468,SUP0056,2025-08-29,2025-09-05,2025-09-05,Completed,189196.0
PO0002469,SUP0045,2025-09-23,2025-10-20,2025-10-15,Completed,149916.61
PO0002470,SUP0030,2026-01-27,2026-02-13,,Cancelled,19891.9
PO0002471,SUP0012,2025-03-01,2025-04-04,2025-04-08,Completed,36099.36
PO0002472,SUP0051,2025-12-06,2026-01-10,2026-01-08,Completed,23489.19
PO0002473,SUP0081,2025-12-02,2025-12-21,2025-12-16,Completed,4300.38
PO0002474,SUP0018,2025-08-11,2025-08-22,2025-09-03,Delayed,10695.29
PO0002475,SUP0050,2025-02-25,2025-03-29,2025-03-27,Completed,3828.18
PO0002476,SUP0041,2025-11-16,2025-12-13,2025-12-15,Completed,12388.24
PO0002477,SUP0034,2025-11-23,2025-12-23,2025-12-23,Completed,315.28
PO0002478,SUP0023,2025-01-25,2025-02-19,2025-02-17,Completed,16250.76
PO0002479,SUP0066,2026-02-03,2026-03-09,2026-03-10,Completed,5282.05
PO0002480,SUP0069,2025-10-29,2025-11-15,,In Progress,12936.43
PO0002481,SUP0071,2026-01-28,2026-02-17,,Cancelled,8691.94
PO0002482,SUP0074,2026-01-01,2026-02-04,2026-02-13,Delayed,559.6
PO0002483,SUP0078,2026-04-06,2026-05-17,2026-05-15,Completed,3631.92
PO0002484,SUP0091,2025-04-22,2025-05-22,2025-05-22,Completed,22817.58
PO0002485,SUP0070,2025-01-09,2025-01-27,2025-01-26,Completed,72964.64
PO0002486,SUP0025,2026-04-20,2026-04-30,,In Progress,4706.63
PO0002487,SUP0036,2025-04-02,2025-04-19,,In Progress,5848.6
PO0002488,SUP0058,2026-03-13,2026-04-08,2026-04-11,Completed,1834.03
PO0002489,SUP0003,2025-11-28,2025-12-15,2025-12-18,Delayed,686.7
PO0002490,SUP0098,2025-02-01,2025-02-20,2025-02-18,Completed,166.18
PO0002491,SUP0053,2025-07-19,2025-08-07,2025-08-07,Completed,1386.09
PO0002492,SUP0040,2025-06-30,2025-07-12,2025-07-24,Delayed,23883.82
PO0002493,SUP0053,2026-05-10,2026-06-02,2026-06-02,Completed,27981.66
PO0002494,SUP0058,2025-03-18,2025-04-23,2025-04-23,Completed,35372.75
PO0002495,SUP0058,2025-08-09,2025-09-01,2025-09-01,Completed,18526.28
PO0002496,SUP0042,2026-02-28,2026-03-30,2026-03-27,Completed,4877.68
PO0002497,SUP0021,2025-06-20,2025-07-14,2025-07-17,Completed,6992.16
PO0002498,SUP0004,2025-08-25,2025-09-11,,In Progress,8824.53
PO0002499,SUP0050,2025-05-17,2025-05-30,2025-06-06,Completed,12964.64
PO0002500,SUP0021,2025-11-16,2025-11-28,,In Progress,9189.98
PO0002501,SUP0099,2025-01-12,2025-02-05,,In Progress,18411.98
PO0002502,SUP0004,2025-02-12,2025-03-16,2025-03-16,Completed,17520.49
PO0002503,SUP0039,2025-12-17,2026-01-05,2026-01-04,Completed,85619.38
PO0002504,SUP0001,2025-12-13,2025-12-28,2025-12-28,Completed,44233.64
PO0002505,SUP0024,2025-05-24,2025-06-22,2025-07-04,Delayed,202243.65
PO0002506,SUP0013,2026-03-17,2026-03-22,,In Progress,111364.8
PO0002507,SUP0016,2025-06-09,2025-07-08,2025-07-14,Delayed,11803.32
PO0002508,SUP0058,2025-12-22,2026-01-11,2026-01-09,Completed,17652.34
PO0002509,SUP0058,2025-02-16,2025-03-06,,In Progress,1562.6
PO0002510,SUP0096,2025-10-07,2025-10-26,,In Progress,2879.26
PO0002511,SUP0088,2025-05-05,2025-06-04,2025-06-02,Completed,3950.55
PO0002512,SUP0091,2025-06-03,2025-07-15,2025-07-23,Delayed,10046.44
PO0002513,SUP0089,2025-02-25,2025-03-27,2025-03-30,Completed,5258.54
PO0002514,SUP0059,2026-01-08,2026-02-09,2026-02-24,Delayed,10718.12
PO0002515,SUP0079,2026-02-23,2026-04-01,2026-04-21,Delayed,7124.01
PO0002516,SUP0045,2025-08-10,2025-08-15,,In Progress,19273.8
PO0002517,SUP0035,2025-03-21,2025-03-30,,Cancelled,3979.36
PO0002518,SUP0017,2026-02-01,2026-02-24,2026-02-27,Completed,7410.52
PO0002519,SUP0082,2025-02-03,2025-03-02,2025-03-01,Completed,14956.7
PO0002520,SUP0020,2025-07-11,2025-08-07,,In Progress,21239.91
PO0002521,SUP0032,2025-06-27,2025-07-24,,In Progress,36647.26
PO0002522,SUP0065,2025-06-02,2025-06-20,2025-06-23,Completed,11548.16
PO0002523,SUP0020,2025-01-23,2025-02-11,,In Progress,82280.79
PO0002524,SUP0025,2025-06-09,2025-06-30,2025-07-04,Completed,13126.83
PO0002525,SUP0057,2025-03-15,2025-05-03,2025-05-07,Completed,7577.68
PO0002526,SUP0059,2025-10-23,2025-11-10,2025-11-12,Completed,21882.44
