downtime_id,machine_id,production_order_id,start_time,end_time,downtime_minutes,reason,downtime_category
DT002900,MC047,,2025-07-03 18:50:00,2025-07-03 20:06:00,76,Scheduled Maintenance,Planned
DT002901,MC012,PRD0010698,2026-06-06 17:00:00,2026-06-06 17:13:00,13,Power Outage,Unplanned
DT002902,MC046,PRD0015761,2026-03-20 05:20:00,2026-03-20 06:12:00,52,Material Shortage,Unplanned
DT002903,MC001,,2025-08-13 11:40:00,2025-08-13 13:50:00,130,Software/PLC Fault,Unplanned
DT002904,MC018,PRD0010941,2025-06-24 22:20:00,2025-06-24 23:13:00,53,Power Outage,Unplanned
DT002905,MC007,PRD0019910,2025-08-24 01:40:00,2025-08-24 01:49:00,9,Power Outage,Unplanned
DT002906,MC007,PRD0007433,2025-02-06 03:10:00,2025-02-06 04:02:00,52,Scheduled Maintenance,Planned
DT002907,MC004,PRD0006374,2026-03-22 03:20:00,2026-03-22 04:18:00,58,Calibration,Planned
DT002908,MC017,,2025-10-18 02:30:00,2025-10-18 02:50:00,20,Mechanical Failure,Unplanned
DT002909,MC007,PRD0006401,2025-03-21 18:30:00,2025-03-21 18:53:00,23,Operator Break,Planned
DT002910,MC047,PRD0018111,2025-09-08 00:50:00,2025-09-08 01:04:00,14,Software/PLC Fault,Unplanned
DT002911,MC017,,2025-04-11 18:20:00,2025-04-11 19:39:00,79,Calibration,Planned
DT002912,MC044,PRD0014902,2025-11-27 17:50:00,2025-11-27 18:40:00,50,Tooling Change,Planned
DT002913,MC005,,2025-05-27 20:20:00,2025-05-27 21:24:00,64,Calibration,Planned
DT002914,MC042,PRD0017466,2026-03-21 22:10:00,2026-03-21 22:15:00,5,Power Outage,Unplanned
DT002915,MC002,,2025-04-30 15:30:00,2025-04-30 15:49:00,19,Electrical Fault,Unplanned
DT002916,MC025,PRD0011901,2026-04-07 09:50:00,2026-04-07 10:38:00,48,Scheduled Maintenance,Planned
DT002917,MC018,PRD0002212,2025-07-17 00:30:00,2025-07-17 01:09:00,39,Tooling Change,Planned
DT002918,MC021,,2026-02-22 06:40:00,2026-02-22 07:27:00,47,Scheduled Maintenance,Planned
DT002919,MC039,,2026-06-02 13:10:00,2026-06-02 13:39:00,29,Power Outage,Unplanned
DT002920,MC007,PRD0001818,2026-03-08 04:30:00,2026-03-08 05:59:00,89,Operator Break,Planned
DT002921,MC017,PRD0008275,2025-10-16 02:20:00,2025-10-16 03:12:00,52,Software/PLC Fault,Unplanned
DT002922,MC019,PRD0000623,2025-07-07 07:40:00,2025-07-07 07:55:00,15,Electrical Fault,Unplanned
DT002923,MC023,PRD0010800,2025-03-02 11:40:00,2025-03-02 13:26:00,106,Software/PLC Fault,Unplanned
DT002924,MC012,PRD0012804,2025-12-12 14:30:00,2025-12-12 15:04:00,34,Tooling Change,Planned
DT002925,MC042,,2026-03-25 19:30:00,2026-03-25 21:08:00,98,Power Outage,Unplanned
DT002926,MC024,PRD0015807,2025-11-24 08:30:00,2025-11-24 08:59:00,29,Material Shortage,Unplanned
DT002927,MC024,PRD0019487,2025-02-20 13:40:00,2025-02-20 14:32:00,52,Calibration,Planned
DT002928,MC027,PRD0009089,2025-09-13 22:30:00,2025-09-14 00:34:00,124,Mechanical Failure,Unplanned
DT002929,MC024,,2025-03-20 19:40:00,2025-03-20 21:38:00,118,Electrical Fault,Unplanned
DT002930,MC035,PRD0015954,2025-04-29 19:00:00,2025-04-29 19:43:00,43,Calibration,Planned
DT002931,MC013,PRD0002727,2025-07-16 06:20:00,2025-07-16 07:33:00,73,Operator Break,Planned
DT002932,MC026,,2026-03-19 19:10:00,2026-03-19 19:31:00,21,Software/PLC Fault,Unplanned
DT002933,MC027,PRD0016135,2025-06-22 01:30:00,2025-06-22 02:13:00,43,Software/PLC Fault,Unplanned
DT002934,MC023,,2025-10-20 21:10:00,2025-10-20 21:24:00,14,Material Shortage,Unplanned
DT002935,MC045,PRD0003147,2026-01-05 15:30:00,2026-01-05 15:56:00,26,Tooling Change,Planned
DT002936,MC027,PRD0016320,2025-02-15 09:10:00,2025-02-15 09:55:00,45,Calibration,Planned
DT002937,MC031,PRD0001898,2026-01-26 16:40:00,2026-01-26 17:15:00,35,Calibration,Planned
DT002938,MC012,,2026-02-28 12:20:00,2026-02-28 12:53:00,33,Operator Break,Planned
DT002939,MC041,,2026-05-24 05:00:00,2026-05-24 05:50:00,50,Material Shortage,Unplanned
DT002940,MC011,PRD0017083,2026-04-01 14:30:00,2026-04-01 15:55:00,85,Mechanical Failure,Unplanned
DT002941,MC030,PRD0011550,2025-07-26 21:30:00,2025-07-26 22:50:00,80,Scheduled Maintenance,Planned
DT002942,MC015,,2026-05-31 10:30:00,2026-05-31 10:38:00,8,Material Shortage,Unplanned
DT002943,MC042,,2025-11-24 16:30:00,2025-11-24 17:28:00,58,Material Shortage,Unplanned
DT002944,MC013,,2025-10-02 07:10:00,2025-10-02 07:17:00,7,Software/PLC Fault,Unplanned
DT002945,MC016,PRD0015839,2025-08-24 15:50:00,2025-08-24 16:33:00,43,Calibration,Planned
DT002946,MC020,PRD0006701,2026-06-05 07:00:00,2026-06-05 07:28:00,28,Scheduled Maintenance,Planned
DT002947,MC032,,2026-04-12 13:00:00,2026-04-12 13:13:00,13,Electrical Fault,Unplanned
DT002948,MC008,PRD0004589,2026-04-03 16:10:00,2026-04-03 16:29:00,19,Operator Break,Planned
DT002949,MC017,,2026-06-04 01:20:00,2026-06-04 01:38:00,18,Tooling Change,Planned
DT002950,MC006,PRD0000943,2025-12-13 18:10:00,2025-12-13 19:05:00,55,Tooling Change,Planned
DT002951,MC028,PRD0012046,2026-05-04 15:20:00,2026-05-04 15:51:00,31,Operator Break,Planned
DT002952,MC045,PRD0012249,2025-09-29 22:30:00,2025-09-29 23:21:00,51,Operator Break,Planned
DT002953,MC010,,2025-12-27 15:50:00,2025-12-27 16:32:00,42,Mechanical Failure,Unplanned
DT002954,MC007,,2026-02-08 14:10:00,2026-02-08 17:44:00,214,Mechanical Failure,Unplanned
DT002955,MC010,PRD0007278,2026-04-21 20:10:00,2026-04-21 20:59:00,49,Scheduled Maintenance,Planned
DT002956,MC009,PRD0001658,2025-11-09 21:50:00,2025-11-09 23:13:00,83,Software/PLC Fault,Unplanned
DT002957,MC022,PRD0007270,2025-04-22 05:40:00,2025-04-22 06:08:00,28,Material Shortage,Unplanned
DT002958,MC030,PRD0009762,2025-12-22 09:10:00,2025-12-22 10:11:00,61,Software/PLC Fault,Unplanned
DT002959,MC042,PRD0003653,2026-05-25 05:30:00,2026-05-25 06:06:00,36,Operator Break,Planned
DT002960,MC044,PRD0000111,2026-04-04 14:30:00,2026-04-04 23:21:00,531,Power Outage,Unplanned
DT002961,MC048,PRD0014754,2025-09-04 02:10:00,2025-09-04 02:51:00,41,Operator Break,Planned
DT002962,MC008,PRD0006115,2026-04-11 18:00:00,2026-04-11 19:02:00,62,Tooling Change,Planned
DT002963,MC029,PRD0017967,2025-08-06 17:10:00,2025-08-06 18:12:00,62,Material Shortage,Unplanned
DT002964,MC012,PRD0002932,2026-03-20 12:10:00,2026-03-20 13:01:00,51,Scheduled Maintenance,Planned
DT002965,MC041,PRD0008419,2025-04-26 20:20:00,2025-04-26 20:46:00,26,Calibration,Planned
DT002966,MC040,PRD0016492,2026-04-01 16:30:00,2026-04-01 16:36:00,6,Mechanical Failure,Unplanned
DT002967,MC040,,2025-10-31 01:40:00,2025-10-31 01:53:00,13,Software/PLC Fault,Unplanned
DT002968,MC017,PRD0017288,2025-03-22 22:20:00,2025-03-22 22:59:00,39,Material Shortage,Unplanned
DT002969,MC030,PRD0003649,2026-04-24 11:50:00,2026-04-24 12:40:00,50,Material Shortage,Unplanned
DT002970,MC030,PRD0019229,2025-11-08 12:20:00,2025-11-08 13:30:00,70,Software/PLC Fault,Unplanned
DT002971,MC048,,2025-06-11 16:00:00,2025-06-11 16:50:00,50,Scheduled Maintenance,Planned
DT002972,MC034,PRD0002022,2025-01-10 10:50:00,2025-01-10 11:40:00,50,Operator Break,Planned
DT002973,MC032,PRD0001773,2025-05-15 13:00:00,2025-05-15 14:31:00,91,Electrical Fault,Unplanned
DT002974,MC004,PRD0016565,2026-06-14 09:10:00,2026-06-14 10:51:00,101,Mechanical Failure,Unplanned
DT002975,MC014,PRD0002476,2025-08-03 20:40:00,2025-08-03 22:00:00,80,Electrical Fault,Unplanned
DT002976,MC034,,2026-01-13 02:00:00,2026-01-13 02:39:00,39,Mechanical Failure,Unplanned
DT002977,MC047,PRD0007504,2025-04-01 07:40:00,2025-04-01 08:43:00,63,Scheduled Maintenance,Planned
DT002978,MC026,PRD0012867,2025-11-22 17:30:00,2025-11-22 18:03:00,33,Operator Break,Planned
DT002979,MC024,PRD0014183,2025-01-23 03:00:00,2025-01-23 03:10:00,10,Tooling Change,Planned
DT002980,MC019,PRD0000860,2025-11-05 15:30:00,2025-11-05 16:24:00,54,Tooling Change,Planned
DT002981,MC024,PRD0012308,2026-06-04 00:50:00,2026-06-04 01:03:00,13,Electrical Fault,Unplanned
DT002982,MC040,PRD0017183,2025-01-18 18:40:00,2025-01-18 19:31:00,51,Operator Break,Planned
DT002983,MC031,,2025-10-29 02:50:00,2025-10-29 03:42:00,52,Operator Break,Planned
DT002984,MC038,,2026-02-01 02:10:00,2026-02-01 03:01:00,51,Power Outage,Unplanned
DT002985,MC022,,2026-06-20 07:20:00,2026-06-20 07:46:00,26,Scheduled Maintenance,Planned
DT002986,MC037,PRD0019580,2025-04-19 20:10:00,2025-04-19 20:23:00,13,Electrical Fault,Unplanned
DT002987,MC013,PRD0005106,2026-05-08 08:00:00,2026-05-08 09:06:00,66,Operator Break,Planned
DT002988,MC046,,2026-03-04 12:50:00,2026-03-04 13:36:00,46,Software/PLC Fault,Unplanned
DT002989,MC026,PRD0007155,2026-06-09 01:00:00,2026-06-09 01:23:00,23,Scheduled Maintenance,Planned
DT002990,MC010,PRD0000589,2026-06-09 09:40:00,2026-06-09 10:32:00,52,Scheduled Maintenance,Planned
DT002991,MC043,PRD0019310,2025-12-18 00:10:00,2025-12-18 00:40:00,30,Tooling Change,Planned
DT002992,MC020,PRD0011165,2025-11-21 03:30:00,2025-11-21 04:24:00,54,Power Outage,Unplanned
DT002993,MC026,,2025-12-17 20:50:00,2025-12-17 21:32:00,42,Scheduled Maintenance,Planned
DT002994,MC041,PRD0017396,2025-04-25 04:40:00,2025-04-25 04:57:00,17,Software/PLC Fault,Unplanned
DT002995,MC044,PRD0010870,2026-03-12 13:10:00,2026-03-12 14:02:00,52,Scheduled Maintenance,Planned
DT002996,MC027,PRD0012450,2025-05-02 15:10:00,2025-05-02 17:30:00,140,Software/PLC Fault,Unplanned
DT002997,MC034,PRD0009344,2026-04-26 09:40:00,2026-04-26 10:28:00,48,Material Shortage,Unplanned
DT002998,MC048,,2025-03-01 10:20:00,2025-03-01 11:22:00,62,Tooling Change,Planned
DT002999,MC015,,2025-08-22 01:20:00,2025-08-22 03:34:00,134,Electrical Fault,Unplanned
DT003000,MC041,PRD0005716,2025-04-13 13:20:00,2025-04-13 14:41:00,81,Power Outage,Unplanned
DT003001,MC006,PRD0017330,2026-01-19 07:40:00,2026-01-19 07:50:00,10,Scheduled Maintenance,Planned
DT003002,MC005,PRD0006697,2025-04-24 06:50:00,2025-04-24 07:59:00,69,Tooling Change,Planned
DT003003,MC027,PRD0013655,2025-06-17 04:40:00,2025-06-17 07:39:00,179,Mechanical Failure,Unplanned
DT003004,MC030,PRD0008992,2025-10-24 22:30:00,2025-10-24 23:17:00,47,Scheduled Maintenance,Planned
DT003005,MC014,PRD0002392,2026-01-25 19:30:00,2026-01-25 20:26:00,56,Software/PLC Fault,Unplanned
DT003006,MC008,PRD0007965,2025-01-25 15:10:00,2025-01-25 16:48:00,98,Material Shortage,Unplanned
DT003007,MC039,,2025-01-23 13:40:00,2025-01-23 14:16:00,36,Mechanical Failure,Unplanned
DT003008,MC005,PRD0014051,2025-04-11 08:20:00,2025-04-11 09:15:00,55,Electrical Fault,Unplanned
DT003009,MC034,PRD0008008,2026-05-12 19:00:00,2026-05-12 20:03:00,63,Electrical Fault,Unplanned
DT003010,MC014,PRD0006941,2026-01-29 09:20:00,2026-01-29 09:54:00,34,Scheduled Maintenance,Planned
DT003011,MC050,,2025-11-26 15:10:00,2025-11-26 18:39:00,209,Software/PLC Fault,Unplanned
DT003012,MC022,,2026-04-22 06:20:00,2026-04-22 06:50:00,30,Scheduled Maintenance,Planned
DT003013,MC023,PRD0012655,2026-06-04 02:30:00,2026-06-04 02:59:00,29,Operator Break,Planned
DT003014,MC023,PRD0009718,2025-01-25 04:00:00,2025-01-25 04:29:00,29,Software/PLC Fault,Unplanned
DT003015,MC046,,2025-12-12 04:20:00,2025-12-12 05:33:00,73,Calibration,Planned
DT003016,MC031,PRD0008506,2026-02-23 14:10:00,2026-02-23 15:01:00,51,Mechanical Failure,Unplanned
DT003017,MC045,,2025-05-10 19:20:00,2025-05-10 21:30:00,130,Mechanical Failure,Unplanned
DT003018,MC037,,2025-01-12 11:10:00,2025-01-12 11:55:00,45,Electrical Fault,Unplanned
DT003019,MC032,PRD0002743,2026-01-18 04:10:00,2026-01-18 04:26:00,16,Material Shortage,Unplanned
DT003020,MC040,,2025-11-25 22:30:00,2025-11-25 23:12:00,42,Power Outage,Unplanned
DT003021,MC046,,2026-05-14 07:20:00,2026-05-14 08:01:00,41,Scheduled Maintenance,Planned
DT003022,MC043,PRD0006143,2025-03-14 14:00:00,2025-03-14 14:20:00,20,Tooling Change,Planned
DT003023,MC016,PRD0005195,2025-04-16 02:20:00,2025-04-16 02:48:00,28,Tooling Change,Planned
DT003024,MC003,,2026-01-02 22:40:00,2026-01-02 23:19:00,39,Operator Break,Planned
DT003025,MC050,PRD0018543,2025-07-17 11:50:00,2025-07-17 12:42:00,52,Material Shortage,Unplanned
DT003026,MC021,,2025-09-19 00:20:00,2025-09-19 00:48:00,28,Scheduled Maintenance,Planned
DT003027,MC045,,2025-11-14 17:00:00,2025-11-14 17:23:00,23,Calibration,Planned
DT003028,MC001,PRD0003056,2025-11-25 03:30:00,2025-11-25 04:16:00,46,Scheduled Maintenance,Planned
DT003029,MC025,,2025-12-07 00:40:00,2025-12-07 01:07:00,27,Operator Break,Planned
DT003030,MC002,PRD0013739,2026-04-08 09:30:00,2026-04-08 10:30:00,60,Calibration,Planned
DT003031,MC033,,2025-01-29 18:10:00,2025-01-29 18:56:00,46,Tooling Change,Planned
DT003032,MC008,,2026-02-02 08:20:00,2026-02-02 08:40:00,20,Power Outage,Unplanned
DT003033,MC011,,2025-09-13 18:10:00,2025-09-13 18:47:00,37,Calibration,Planned
DT003034,MC033,PRD0003102,2025-09-14 22:30:00,2025-09-14 23:03:00,33,Power Outage,Unplanned
DT003035,MC003,PRD0001723,2026-05-12 12:50:00,2026-05-12 13:15:00,25,Scheduled Maintenance,Planned
DT003036,MC001,PRD0009531,2025-01-24 06:30:00,2025-01-24 06:59:00,29,Operator Break,Planned
DT003037,MC035,,2026-03-23 19:30:00,2026-03-23 20:28:00,58,Scheduled Maintenance,Planned
DT003038,MC011,PRD0008883,2026-03-05 09:20:00,2026-03-05 11:12:00,112,Material Shortage,Unplanned
DT003039,MC008,PRD0007164,2026-01-01 11:20:00,2026-01-01 13:06:00,106,Software/PLC Fault,Unplanned
DT003040,MC032,PRD0001773,2025-05-15 13:30:00,2025-05-15 14:04:00,34,Calibration,Planned
DT003041,MC035,PRD0005802,2025-11-13 22:40:00,2025-11-13 23:23:00,43,Software/PLC Fault,Unplanned
DT003042,MC008,PRD0001559,2025-04-18 00:50:00,2025-04-18 01:00:00,10,Scheduled Maintenance,Planned
DT003043,MC016,PRD0014487,2025-06-25 17:20:00,2025-06-25 20:35:00,195,Software/PLC Fault,Unplanned
DT003044,MC034,PRD0015774,2026-03-15 15:00:00,2026-03-15 15:54:00,54,Power Outage,Unplanned
DT003045,MC027,,2026-05-03 03:10:00,2026-05-03 03:31:00,21,Operator Break,Planned
DT003046,MC011,PRD0019396,2026-06-29 04:10:00,2026-06-29 05:04:00,54,Electrical Fault,Unplanned
DT003047,MC033,PRD0014819,2026-01-20 08:40:00,2026-01-20 09:03:00,23,Material Shortage,Unplanned
DT003048,MC011,PRD0009021,2026-03-15 07:00:00,2026-03-15 07:10:00,10,Tooling Change,Planned
DT003049,MC006,PRD0011261,2026-06-12 13:50:00,2026-06-12 14:00:00,10,Electrical Fault,Unplanned
DT003050,MC027,PRD0015405,2025-07-25 00:50:00,2025-07-25 01:48:00,58,Scheduled Maintenance,Planned
DT003051,MC023,,2025-08-15 14:20:00,2025-08-15 15:17:00,57,Calibration,Planned
DT003052,MC023,PRD0009939,2025-12-02 19:10:00,2025-12-02 20:41:00,91,Scheduled Maintenance,Planned
DT003053,MC009,PRD0015134,2026-03-24 13:30:00,2026-03-24 14:40:00,70,Power Outage,Unplanned
DT003054,MC040,,2026-01-04 16:50:00,2026-01-04 18:53:00,123,Power Outage,Unplanned
DT003055,MC025,PRD0005646,2025-01-02 08:00:00,2025-01-02 08:10:00,10,Calibration,Planned
DT003056,MC032,,2025-02-03 03:50:00,2025-02-03 04:47:00,57,Operator Break,Planned
DT003057,MC045,PRD0017511,2025-06-03 19:00:00,2025-06-03 20:16:00,76,Software/PLC Fault,Unplanned
DT003058,MC041,,2026-01-04 06:40:00,2026-01-04 06:52:00,12,Material Shortage,Unplanned
DT003059,MC011,PRD0012919,2025-11-03 03:10:00,2025-11-03 06:33:00,203,Software/PLC Fault,Unplanned
DT003060,MC023,PRD0019362,2025-02-27 13:40:00,2025-02-27 14:13:00,33,Mechanical Failure,Unplanned
DT003061,MC003,PRD0018924,2026-06-21 09:40:00,2026-06-21 10:40:00,60,Mechanical Failure,Unplanned
DT003062,MC024,PRD0014462,2026-01-05 08:20:00,2026-01-05 09:28:00,68,Software/PLC Fault,Unplanned
DT003063,MC039,PRD0014271,2025-10-06 10:00:00,2025-10-06 10:08:00,8,Electrical Fault,Unplanned
DT003064,MC037,PRD0009938,2025-10-02 09:50:00,2025-10-02 10:07:00,17,Software/PLC Fault,Unplanned
DT003065,MC036,,2025-04-10 02:40:00,2025-04-10 02:55:00,15,Scheduled Maintenance,Planned
DT003066,MC011,,2025-11-20 08:10:00,2025-11-20 08:54:00,44,Operator Break,Planned
DT003067,MC032,PRD0002493,2025-11-03 00:30:00,2025-11-03 01:25:00,55,Operator Break,Planned
DT003068,MC013,PRD0001421,2025-05-19 19:40:00,2025-05-19 20:17:00,37,Electrical Fault,Unplanned
DT003069,MC009,PRD0011386,2025-12-19 10:50:00,2025-12-19 11:41:00,51,Electrical Fault,Unplanned
DT003070,MC003,PRD0002364,2026-01-25 22:50:00,2026-01-25 23:39:00,49,Software/PLC Fault,Unplanned
DT003071,MC037,,2025-08-05 20:20:00,2025-08-05 22:06:00,106,Power Outage,Unplanned
DT003072,MC026,,2025-06-28 19:30:00,2025-06-28 20:24:00,54,Calibration,Planned
DT003073,MC025,PRD0015067,2026-03-17 22:20:00,2026-03-18 00:45:00,145,Electrical Fault,Unplanned
DT003074,MC037,,2026-01-04 05:40:00,2026-01-04 06:58:00,78,Tooling Change,Planned
DT003075,MC007,PRD0009004,2025-12-26 14:40:00,2025-12-26 15:07:00,27,Material Shortage,Unplanned
DT003076,MC022,,2025-05-14 07:20:00,2025-05-14 07:40:00,20,Scheduled Maintenance,Planned
DT003077,MC047,,2026-04-02 08:10:00,2026-04-02 14:06:00,356,Electrical Fault,Unplanned
DT003078,MC009,,2025-03-13 10:00:00,2025-03-13 10:38:00,38,Power Outage,Unplanned
DT003079,MC033,PRD0017460,2026-05-13 04:50:00,2026-05-13 05:50:00,60,Electrical Fault,Unplanned
DT003080,MC017,PRD0011409,2025-08-28 22:00:00,2025-08-28 22:40:00,40,Tooling Change,Planned
DT003081,MC042,PRD0013773,2026-01-12 16:00:00,2026-01-12 16:18:00,18,Mechanical Failure,Unplanned
DT003082,MC030,PRD0010357,2025-10-03 17:00:00,2025-10-03 17:33:00,33,Operator Break,Planned
DT003083,MC017,PRD0007507,2025-12-29 18:40:00,2025-12-29 18:46:00,6,Electrical Fault,Unplanned
DT003084,MC039,,2026-05-25 21:40:00,2026-05-25 22:26:00,46,Scheduled Maintenance,Planned
DT003085,MC038,,2026-06-23 04:40:00,2026-06-23 05:31:00,51,Mechanical Failure,Unplanned
DT003086,MC009,PRD0009029,2026-03-20 01:10:00,2026-03-20 02:56:00,106,Material Shortage,Unplanned
DT003087,MC040,PRD0001602,2025-08-11 17:30:00,2025-08-11 18:00:00,30,Scheduled Maintenance,Planned
DT003088,MC007,PRD0010130,2025-04-13 10:40:00,2025-04-13 11:04:00,24,Tooling Change,Planned
DT003089,MC028,PRD0002112,2025-11-05 10:30:00,2025-11-05 11:02:00,32,Software/PLC Fault,Unplanned
DT003090,MC029,PRD0005247,2026-03-04 21:00:00,2026-03-04 21:38:00,38,Software/PLC Fault,Unplanned
DT003091,MC027,,2025-03-25 19:20:00,2025-03-25 20:02:00,42,Calibration,Planned
DT003092,MC016,PRD0019720,2025-04-01 03:20:00,2025-04-01 03:41:00,21,Power Outage,Unplanned
DT003093,MC020,PRD0005772,2025-11-18 04:00:00,2025-11-18 04:13:00,13,Mechanical Failure,Unplanned
DT003094,MC037,PRD0012976,2026-05-30 16:10:00,2026-05-30 16:27:00,17,Material Shortage,Unplanned
DT003095,MC021,PRD0001452,2025-04-06 12:40:00,2025-04-06 13:21:00,41,Operator Break,Planned
DT003096,MC012,PRD0014210,2025-05-23 03:40:00,2025-05-23 04:41:00,61,Mechanical Failure,Unplanned
DT003097,MC023,,2025-07-29 08:40:00,2025-07-29 08:53:00,13,Mechanical Failure,Unplanned
DT003098,MC010,PRD0004696,2025-07-22 03:30:00,2025-07-22 04:34:00,64,Tooling Change,Planned
DT003099,MC011,,2026-03-21 07:10:00,2026-03-21 08:07:00,57,Operator Break,Planned
DT003100,MC018,,2025-06-23 07:50:00,2025-06-23 08:17:00,27,Operator Break,Planned
DT003101,MC005,PRD0017683,2026-01-11 16:20:00,2026-01-11 17:09:00,49,Material Shortage,Unplanned
DT003102,MC028,,2025-05-31 08:10:00,2025-05-31 08:39:00,29,Electrical Fault,Unplanned
DT003103,MC033,PRD0012079,2025-05-23 17:50:00,2025-05-23 18:45:00,55,Scheduled Maintenance,Planned
DT003104,MC002,PRD0019009,2026-01-03 01:20:00,2026-01-03 02:29:00,69,Power Outage,Unplanned
DT003105,MC022,PRD0019553,2026-05-11 05:30:00,2026-05-11 06:39:00,69,Tooling Change,Planned
DT003106,MC050,,2026-02-19 22:10:00,2026-02-19 22:15:00,5,Electrical Fault,Unplanned
DT003107,MC006,PRD0002077,2026-03-18 01:20:00,2026-03-18 02:10:00,50,Electrical Fault,Unplanned
DT003108,MC048,PRD0011043,2026-02-17 13:40:00,2026-02-17 14:25:00,45,Scheduled Maintenance,Planned
DT003109,MC028,,2025-08-11 09:40:00,2025-08-11 10:31:00,51,Software/PLC Fault,Unplanned
DT003110,MC002,,2026-02-15 07:40:00,2026-02-15 08:27:00,47,Operator Break,Planned
DT003111,MC005,PRD0013152,2025-08-18 11:20:00,2025-08-18 11:41:00,21,Power Outage,Unplanned
DT003112,MC013,PRD0005578,2025-12-04 19:30:00,2025-12-04 20:39:00,69,Tooling Change,Planned
DT003113,MC023,PRD0001581,2025-05-06 02:20:00,2025-05-06 03:25:00,65,Mechanical Failure,Unplanned
DT003114,MC029,,2025-01-02 00:10:00,2025-01-02 01:05:00,55,Scheduled Maintenance,Planned
DT003115,MC023,,2025-08-17 08:30:00,2025-08-17 08:57:00,27,Software/PLC Fault,Unplanned
DT003116,MC045,PRD0010909,2026-04-09 00:10:00,2026-04-09 00:21:00,11,Operator Break,Planned
DT003117,MC050,PRD0011032,2025-06-17 16:00:00,2025-06-17 17:06:00,66,Material Shortage,Unplanned
DT003118,MC034,PRD0016859,2026-04-09 10:50:00,2026-04-09 11:35:00,45,Calibration,Planned
DT003119,MC007,PRD0015989,2025-08-30 11:40:00,2025-08-30 12:23:00,43,Calibration,Planned
DT003120,MC026,,2026-06-22 14:10:00,2026-06-22 14:52:00,42,Mechanical Failure,Unplanned
DT003121,MC004,,2026-03-04 02:30:00,2026-03-04 03:24:00,54,Scheduled Maintenance,Planned
DT003122,MC020,PRD0019194,2025-07-08 06:20:00,2025-07-08 07:10:00,50,Mechanical Failure,Unplanned
DT003123,MC006,PRD0011859,2026-04-15 07:10:00,2026-04-15 07:51:00,41,Software/PLC Fault,Unplanned
DT003124,MC005,,2026-04-19 17:00:00,2026-04-19 17:10:00,10,Software/PLC Fault,Unplanned
DT003125,MC017,,2025-09-25 05:10:00,2025-09-25 07:10:00,120,Power Outage,Unplanned
DT003126,MC029,PRD0001941,2025-03-22 11:10:00,2025-03-22 12:09:00,59,Tooling Change,Planned
DT003127,MC050,PRD0003859,2025-10-28 10:40:00,2025-10-28 10:45:00,5,Material Shortage,Unplanned
DT003128,MC050,,2026-03-19 21:10:00,2026-03-19 22:20:00,70,Power Outage,Unplanned
DT003129,MC008,PRD0004623,2025-07-08 06:40:00,2025-07-08 07:43:00,63,Software/PLC Fault,Unplanned
DT003130,MC017,PRD0006152,2026-06-25 19:20:00,2026-06-25 20:36:00,76,Software/PLC Fault,Unplanned
DT003131,MC033,PRD0012079,2025-05-23 09:40:00,2025-05-23 10:22:00,42,Software/PLC Fault,Unplanned
DT003132,MC013,PRD0006153,2026-01-30 06:50:00,2026-01-30 07:29:00,39,Software/PLC Fault,Unplanned
DT003133,MC009,,2025-04-30 12:50:00,2025-04-30 13:21:00,31,Scheduled Maintenance,Planned
DT003134,MC003,PRD0004525,2025-07-06 19:10:00,2025-07-06 19:20:00,10,Software/PLC Fault,Unplanned
DT003135,MC001,PRD0014667,2025-05-27 01:30:00,2025-05-27 02:33:00,63,Power Outage,Unplanned
DT003136,MC028,,2025-04-09 12:50:00,2025-04-09 13:57:00,67,Scheduled Maintenance,Planned
DT003137,MC042,,2025-09-19 22:50:00,2025-09-19 23:52:00,62,Operator Break,Planned
DT003138,MC037,,2025-03-22 17:40:00,2025-03-22 18:53:00,73,Software/PLC Fault,Unplanned
DT003139,MC031,PRD0009990,2025-07-13 15:50:00,2025-07-13 17:02:00,72,Calibration,Planned
DT003140,MC007,PRD0010895,2026-03-05 06:10:00,2026-03-05 06:57:00,47,Scheduled Maintenance,Planned
DT003141,MC028,PRD0003785,2026-02-11 13:10:00,2026-02-11 16:05:00,175,Material Shortage,Unplanned
DT003142,MC035,PRD0007912,2025-08-08 19:10:00,2025-08-08 19:32:00,22,Electrical Fault,Unplanned
DT003143,MC030,PRD0007877,2026-02-07 19:30:00,2026-02-07 19:41:00,11,Tooling Change,Planned
DT003144,MC035,PRD0002232,2025-12-20 10:50:00,2025-12-20 11:25:00,35,Mechanical Failure,Unplanned
DT003145,MC034,,2026-01-31 00:10:00,2026-01-31 01:03:00,53,Operator Break,Planned
DT003146,MC031,,2025-11-02 13:50:00,2025-11-02 14:11:00,21,Scheduled Maintenance,Planned
DT003147,MC033,,2025-12-25 10:20:00,2025-12-25 11:58:00,98,Electrical Fault,Unplanned
DT003148,MC037,,2026-02-02 02:20:00,2026-02-02 03:27:00,67,Material Shortage,Unplanned
DT003149,MC020,PRD0005241,2025-06-03 16:40:00,2025-06-03 17:49:00,69,Power Outage,Unplanned
DT003150,MC044,PRD0000188,2025-12-23 17:30:00,2025-12-23 18:34:00,64,Software/PLC Fault,Unplanned
DT003151,MC031,PRD0004677,2026-04-21 12:10:00,2026-04-21 13:39:00,89,Material Shortage,Unplanned
DT003152,MC006,PRD0000324,2026-01-05 21:20:00,2026-01-05 23:29:00,129,Power Outage,Unplanned
