alarm_id,elevator_id,timestamp,alarm_code,alarm_type,severity,resolved_flag,resolution_time_minutes
ALM0012437,ELV00160,2025-08-16 22:27:18,E202,Overload,Low,Y,17
ALM0012438,ELV00196,2025-06-13 10:58:20,E808,Speed Deviation,Medium,Y,8
ALM0012439,ELV00198,2026-05-18 16:45:21,E909,Leveling Error,Low,Y,43
ALM0012440,ELV00283,2026-01-12 04:10:44,E202,Overload,Medium,Y,15
ALM0012441,ELV00002,2025-08-23 11:26:45,E303,Motor Overheat,Low,Y,21
ALM0012442,ELV00396,2025-09-01 07:32:10,E707,Communication Loss,High,Y,29
ALM0012443,ELV00237,2026-02-17 03:21:23,E909,Leveling Error,Critical,Y,32
ALM0012444,ELV00460,2025-10-31 21:07:22,E606,Brake Fault,Low,Y,21
ALM0012445,ELV00404,2025-03-22 20:42:17,E101,Door Fault,Low,Y,18
ALM0012446,ELV00025,2025-12-13 12:48:48,E101,Door Fault,Low,Y,26
ALM0012447,ELV00246,2025-05-17 09:37:31,E505,Power Fault,High,Y,22
ALM0012448,ELV00119,2025-06-01 05:02:51,E808,Speed Deviation,High,Y,31
ALM0012449,ELV00352,2025-07-01 08:25:59,E202,Overload,Low,Y,21
ALM0012450,ELV00448,2025-02-09 02:29:27,E101,Door Fault,Low,Y,16
ALM0012451,ELV00405,2026-04-22 09:36:48,E303,Motor Overheat,Medium,Y,13
ALM0012452,ELV00303,2025-01-14 06:17:20,E101,Door Fault,Medium,Y,25
ALM0012453,ELV00265,2026-01-26 22:32:44,E505,Power Fault,Medium,Y,21
ALM0012454,ELV00015,2026-02-27 14:05:17,E909,Leveling Error,Medium,Y,20
ALM0012455,ELV00448,2026-03-03 21:35:13,E707,Communication Loss,High,Y,15
ALM0012456,ELV00385,2025-02-14 00:26:24,E303,Motor Overheat,High,Y,72
ALM0012457,ELV00425,2025-07-19 07:32:48,E404,Excess Vibration,Medium,Y,35
ALM0012458,ELV00065,2025-11-11 23:31:15,E101,Door Fault,Medium,Y,8
ALM0012459,ELV00090,2025-11-20 12:12:51,E303,Motor Overheat,Low,Y,41
ALM0012460,ELV00094,2025-09-02 10:27:06,E808,Speed Deviation,Critical,Y,71
ALM0012461,ELV00232,2025-12-03 22:43:28,E202,Overload,Low,Y,33
ALM0012462,ELV00432,2025-08-25 11:28:24,E808,Speed Deviation,High,Y,29
ALM0012463,ELV00033,2026-03-25 09:31:52,E303,Motor Overheat,High,Y,28
ALM0012464,ELV00411,2025-09-30 15:46:34,E808,Speed Deviation,Medium,Y,30
ALM0012465,ELV00094,2025-11-05 17:55:41,E101,Door Fault,High,Y,38
ALM0012466,ELV00475,2025-08-10 05:35:22,E808,Speed Deviation,Medium,N,
ALM0012467,ELV00488,2025-08-13 11:08:20,E707,Communication Loss,Critical,Y,44
ALM0012468,ELV00412,2026-01-28 00:31:24,E202,Overload,Low,Y,23
ALM0012469,ELV00229,2025-06-21 08:02:15,E202,Overload,Medium,N,
ALM0012470,ELV00133,2026-01-08 02:51:11,E101,Door Fault,Medium,N,
ALM0012471,ELV00183,2025-07-01 21:35:19,E101,Door Fault,Low,N,
ALM0012472,ELV00381,2025-10-05 08:25:21,E606,Brake Fault,Critical,Y,38
ALM0012473,ELV00298,2026-04-27 22:43:53,E202,Overload,Medium,Y,13
ALM0012474,ELV00404,2025-12-28 08:03:41,E808,Speed Deviation,High,Y,32
ALM0012475,ELV00420,2025-01-08 11:49:37,E202,Overload,Medium,Y,46
ALM0012476,ELV00489,2025-04-16 02:29:53,E202,Overload,Low,N,
ALM0012477,ELV00086,2025-07-29 21:47:30,E505,Power Fault,High,N,
ALM0012478,ELV00493,2026-03-02 03:41:39,E404,Excess Vibration,High,Y,41
ALM0012479,ELV00263,2025-06-26 11:51:13,E202,Overload,Low,Y,54
ALM0012480,ELV00170,2025-11-22 03:50:09,E808,Speed Deviation,High,Y,73
ALM0012481,ELV00308,2025-03-31 23:56:28,E909,Leveling Error,Low,Y,24
ALM0012482,ELV00079,2025-09-06 04:48:52,E808,Speed Deviation,Critical,Y,215
ALM0012483,ELV00310,2026-03-30 06:26:51,E505,Power Fault,Medium,Y,20
ALM0012484,ELV00144,2025-08-17 09:26:46,E202,Overload,Medium,Y,105
ALM0012485,ELV00497,2025-02-01 16:16:53,E202,Overload,Low,Y,9
ALM0012486,ELV00395,2025-03-04 02:17:46,E909,Leveling Error,Medium,Y,32
ALM0012487,ELV00224,2025-03-13 01:13:45,E404,Excess Vibration,Medium,N,
ALM0012488,ELV00395,2025-06-03 05:54:11,E505,Power Fault,Medium,Y,36
ALM0012489,ELV00401,2025-02-05 01:59:24,E505,Power Fault,Medium,Y,23
ALM0012490,ELV00147,2026-01-02 15:05:30,E101,Door Fault,Medium,Y,24
ALM0012491,ELV00251,2025-02-23 22:56:46,E404,Excess Vibration,Medium,Y,11
ALM0012492,ELV00238,2026-01-27 15:23:00,E707,Communication Loss,Low,Y,27
ALM0012493,ELV00159,2025-01-25 00:35:43,E404,Excess Vibration,Low,Y,25
ALM0012494,ELV00108,2025-08-02 14:44:03,E909,Leveling Error,Low,N,
ALM0012495,ELV00023,2025-07-27 03:06:12,E909,Leveling Error,Medium,Y,9
ALM0012496,ELV00418,2025-02-24 10:08:03,E101,Door Fault,High,Y,24
ALM0012497,ELV00420,2026-01-20 06:36:55,E505,Power Fault,Medium,Y,17
ALM0012498,ELV00250,2025-04-03 03:16:16,E606,Brake Fault,Low,Y,16
ALM0012499,ELV00333,2026-06-23 17:13:26,E505,Power Fault,Critical,Y,24
ALM0012500,ELV00379,2025-04-18 16:40:37,E707,Communication Loss,Low,Y,21
ALM0012501,ELV00117,2026-02-24 11:12:31,E505,Power Fault,Low,Y,23
ALM0012502,ELV00441,2026-02-11 13:34:52,E707,Communication Loss,Low,Y,55
ALM0012503,ELV00183,2025-02-16 04:32:29,E101,Door Fault,Low,Y,15
ALM0012504,ELV00322,2026-06-15 22:10:13,E909,Leveling Error,Low,Y,49
ALM0012505,ELV00292,2026-05-14 02:29:50,E808,Speed Deviation,High,Y,162
ALM0012506,ELV00119,2026-02-18 15:08:29,E707,Communication Loss,Low,Y,8
ALM0012507,ELV00481,2026-04-16 18:35:43,E202,Overload,Low,Y,17
ALM0012508,ELV00103,2026-04-13 07:45:48,E101,Door Fault,Low,Y,14
ALM0012509,ELV00041,2025-05-03 15:52:32,E606,Brake Fault,Medium,Y,18
ALM0012510,ELV00239,2025-12-01 19:30:46,E808,Speed Deviation,High,Y,121
ALM0012511,ELV00490,2026-02-19 13:32:08,E707,Communication Loss,Low,Y,8
ALM0012512,ELV00464,2026-06-25 04:01:03,E909,Leveling Error,High,Y,28
ALM0012513,ELV00214,2026-06-12 00:29:59,E202,Overload,Medium,N,
ALM0012514,ELV00002,2025-09-23 16:28:56,E404,Excess Vibration,High,Y,76
ALM0012515,ELV00002,2025-12-25 13:33:56,E909,Leveling Error,Low,Y,27
ALM0012516,ELV00210,2026-01-09 16:58:37,E505,Power Fault,Low,Y,19
ALM0012517,ELV00106,2026-06-01 23:23:54,E606,Brake Fault,Low,Y,16
ALM0012518,ELV00200,2025-08-22 00:24:19,E505,Power Fault,Low,Y,13
ALM0012519,ELV00257,2025-05-16 13:47:23,E808,Speed Deviation,Medium,Y,10
ALM0012520,ELV00088,2025-04-04 21:29:58,E101,Door Fault,Medium,Y,7
ALM0012521,ELV00273,2026-05-27 08:02:28,E101,Door Fault,Critical,Y,47
ALM0012522,ELV00015,2025-08-30 05:30:39,E404,Excess Vibration,Critical,Y,42
ALM0012523,ELV00151,2026-03-02 08:42:20,E808,Speed Deviation,Medium,Y,14
ALM0012524,ELV00293,2025-12-11 00:50:16,E101,Door Fault,Low,Y,8
ALM0012525,ELV00050,2025-05-07 15:12:48,E404,Excess Vibration,Medium,Y,27
ALM0012526,ELV00204,2025-01-19 17:13:50,E808,Speed Deviation,Low,Y,38
ALM0012527,ELV00358,2025-11-18 11:51:45,E202,Overload,Low,Y,16
ALM0012528,ELV00371,2025-04-11 12:51:12,E404,Excess Vibration,Medium,Y,9
ALM0012529,ELV00402,2026-03-25 13:23:47,E909,Leveling Error,Low,Y,23
ALM0012530,ELV00266,2026-02-17 02:37:15,E202,Overload,Medium,Y,24
ALM0012531,ELV00364,2025-06-26 12:10:00,E202,Overload,High,Y,106
ALM0012532,ELV00305,2025-07-16 23:27:12,E505,Power Fault,Low,Y,38
ALM0012533,ELV00176,2025-07-05 04:55:12,E909,Leveling Error,High,Y,51
ALM0012534,ELV00062,2025-04-05 17:45:42,E707,Communication Loss,Medium,Y,22
ALM0012535,ELV00131,2025-08-09 17:03:24,E707,Communication Loss,Low,Y,14
ALM0012536,ELV00125,2025-07-31 07:53:28,E404,Excess Vibration,Medium,Y,20
ALM0012537,ELV00319,2025-06-01 21:17:46,E808,Speed Deviation,Medium,Y,7
ALM0012538,ELV00166,2025-11-18 20:35:32,E707,Communication Loss,Medium,Y,13
ALM0012539,ELV00298,2025-02-28 22:20:22,E101,Door Fault,Medium,Y,25
ALM0012540,ELV00375,2025-05-01 13:08:02,E303,Motor Overheat,Medium,Y,20
ALM0012541,ELV00078,2025-05-21 10:42:28,E606,Brake Fault,Low,Y,28
ALM0012542,ELV00312,2025-01-26 06:30:00,E505,Power Fault,Low,Y,41
ALM0012543,ELV00314,2025-09-28 02:50:00,E909,Leveling Error,High,Y,100
ALM0012544,ELV00487,2026-04-21 02:27:09,E808,Speed Deviation,Medium,Y,16
ALM0012545,ELV00007,2025-04-19 04:10:27,E909,Leveling Error,Medium,Y,52
ALM0012546,ELV00410,2025-08-07 16:32:07,E101,Door Fault,Critical,Y,130
ALM0012547,ELV00447,2025-09-07 01:39:09,E404,Excess Vibration,High,N,
ALM0012548,ELV00457,2025-07-16 00:23:39,E303,Motor Overheat,Medium,N,
ALM0012549,ELV00133,2026-02-20 11:19:02,E404,Excess Vibration,High,Y,67
ALM0012550,ELV00283,2026-05-19 11:50:55,E808,Speed Deviation,Medium,Y,7
ALM0012551,ELV00497,2026-05-05 12:18:59,E202,Overload,Medium,Y,18
ALM0012552,ELV00386,2025-12-03 14:53:37,E808,Speed Deviation,High,N,
ALM0012553,ELV00036,2025-10-12 01:57:57,E909,Leveling Error,High,Y,41
ALM0012554,ELV00448,2025-12-24 08:48:40,E606,Brake Fault,Critical,Y,35
ALM0012555,ELV00170,2026-05-04 05:15:30,E606,Brake Fault,Low,Y,25
ALM0012556,ELV00119,2025-05-09 11:01:06,E808,Speed Deviation,Medium,Y,15
ALM0012557,ELV00355,2025-12-04 06:31:00,E101,Door Fault,Low,N,
ALM0012558,ELV00126,2026-06-20 16:18:48,E101,Door Fault,High,Y,15
ALM0012559,ELV00480,2026-04-16 04:21:01,E606,Brake Fault,Low,Y,7
ALM0012560,ELV00086,2025-01-17 13:34:53,E606,Brake Fault,Medium,Y,21
ALM0012561,ELV00045,2025-08-12 16:48:08,E404,Excess Vibration,Medium,Y,14
ALM0012562,ELV00143,2025-08-27 06:44:41,E202,Overload,High,Y,165
ALM0012563,ELV00140,2026-03-12 18:44:35,E303,Motor Overheat,Critical,Y,69
ALM0012564,ELV00395,2026-04-27 09:08:42,E303,Motor Overheat,Low,Y,12
ALM0012565,ELV00020,2025-07-04 14:23:30,E808,Speed Deviation,Critical,Y,89
ALM0012566,ELV00013,2026-04-19 04:32:33,E909,Leveling Error,Low,Y,32
ALM0012567,ELV00164,2026-03-28 03:39:06,E606,Brake Fault,Medium,Y,35
ALM0012568,ELV00015,2025-10-25 04:09:25,E303,Motor Overheat,Low,Y,81
ALM0012569,ELV00440,2025-02-22 12:56:33,E707,Communication Loss,Medium,Y,54
ALM0012570,ELV00091,2025-11-28 10:53:39,E606,Brake Fault,Critical,N,
ALM0012571,ELV00279,2026-05-22 23:02:48,E404,Excess Vibration,Low,Y,71
ALM0012572,ELV00312,2025-06-05 16:47:51,E202,Overload,Low,Y,8
ALM0012573,ELV00312,2025-11-22 00:25:59,E404,Excess Vibration,High,Y,68
ALM0012574,ELV00111,2026-01-29 21:06:54,E909,Leveling Error,Low,N,
ALM0012575,ELV00319,2025-08-13 19:46:09,E808,Speed Deviation,Low,Y,14
ALM0012576,ELV00229,2025-11-05 21:05:16,E707,Communication Loss,Medium,Y,28
ALM0012577,ELV00419,2025-11-27 07:18:33,E707,Communication Loss,Low,Y,11
ALM0012578,ELV00208,2025-12-23 17:40:58,E303,Motor Overheat,Low,Y,65
ALM0012579,ELV00331,2025-06-27 04:43:39,E101,Door Fault,Medium,Y,14
ALM0012580,ELV00252,2025-04-09 22:15:22,E101,Door Fault,Low,Y,34
ALM0012581,ELV00207,2025-07-10 18:03:34,E101,Door Fault,High,Y,42
ALM0012582,ELV00030,2025-07-10 12:35:15,E606,Brake Fault,Low,Y,27
ALM0012583,ELV00071,2026-01-31 12:30:35,E404,Excess Vibration,Critical,Y,35
ALM0012584,ELV00354,2025-06-07 10:27:33,E202,Overload,Critical,Y,79
ALM0012585,ELV00399,2026-04-09 12:17:29,E303,Motor Overheat,High,N,
ALM0012586,ELV00146,2026-04-10 05:08:12,E101,Door Fault,Medium,Y,21
ALM0012587,ELV00297,2025-03-28 22:31:09,E202,Overload,Low,N,
ALM0012588,ELV00328,2025-02-24 01:11:54,E707,Communication Loss,High,Y,278
ALM0012589,ELV00059,2026-02-01 06:06:12,E808,Speed Deviation,Medium,Y,53
ALM0012590,ELV00034,2026-05-10 13:06:10,E101,Door Fault,Low,Y,29
ALM0012591,ELV00343,2025-02-23 12:45:40,E404,Excess Vibration,Medium,Y,35
ALM0012592,ELV00370,2025-07-01 15:39:38,E404,Excess Vibration,Low,Y,8
ALM0012593,ELV00404,2025-04-19 10:45:30,E202,Overload,Low,Y,9
ALM0012594,ELV00140,2026-05-29 21:07:00,E404,Excess Vibration,Medium,N,
ALM0012595,ELV00049,2025-07-19 08:45:23,E404,Excess Vibration,Critical,Y,295
ALM0012596,ELV00388,2025-10-06 05:39:55,E202,Overload,Critical,Y,126
ALM0012597,ELV00001,2026-06-20 11:06:06,E404,Excess Vibration,Low,Y,20
ALM0012598,ELV00169,2025-08-02 23:13:37,E808,Speed Deviation,Critical,Y,20
ALM0012599,ELV00089,2025-12-18 14:11:19,E606,Brake Fault,High,Y,23
ALM0012600,ELV00109,2026-05-11 19:18:56,E404,Excess Vibration,Critical,Y,40
ALM0012601,ELV00043,2025-07-20 23:52:41,E202,Overload,Medium,Y,29
ALM0012602,ELV00088,2025-05-02 11:33:28,E101,Door Fault,High,Y,54
ALM0012603,ELV00427,2026-01-29 20:29:55,E606,Brake Fault,Critical,Y,29
ALM0012604,ELV00353,2026-04-21 06:50:33,E404,Excess Vibration,Low,Y,9
ALM0012605,ELV00139,2025-09-16 04:42:54,E606,Brake Fault,Critical,Y,49
ALM0012606,ELV00275,2025-08-24 04:22:07,E202,Overload,High,Y,38
ALM0012607,ELV00455,2025-05-09 05:23:36,E707,Communication Loss,Low,Y,14
ALM0012608,ELV00036,2025-01-10 02:22:57,E202,Overload,Medium,Y,15
ALM0012609,ELV00209,2025-05-31 23:47:22,E707,Communication Loss,Medium,Y,25
ALM0012610,ELV00295,2025-03-23 11:52:32,E303,Motor Overheat,Medium,Y,17
ALM0012611,ELV00081,2026-02-22 16:50:16,E202,Overload,Low,Y,21
ALM0012612,ELV00404,2025-03-02 17:44:50,E202,Overload,High,Y,35
ALM0012613,ELV00340,2025-02-15 20:11:09,E707,Communication Loss,Medium,Y,53
ALM0012614,ELV00352,2025-06-04 14:55:04,E505,Power Fault,Medium,Y,37
ALM0012615,ELV00195,2026-06-12 18:48:49,E808,Speed Deviation,Medium,Y,7
ALM0012616,ELV00088,2025-02-12 09:50:18,E202,Overload,High,N,
ALM0012617,ELV00272,2025-12-10 17:19:04,E101,Door Fault,Medium,Y,20
ALM0012618,ELV00181,2026-02-27 09:56:14,E505,Power Fault,Low,Y,20
ALM0012619,ELV00089,2025-10-27 14:28:58,E404,Excess Vibration,Medium,Y,16
ALM0012620,ELV00471,2026-01-16 12:23:14,E404,Excess Vibration,High,Y,24
ALM0012621,ELV00235,2025-11-22 18:46:03,E909,Leveling Error,Medium,Y,25
ALM0012622,ELV00235,2025-01-04 04:03:27,E202,Overload,High,Y,39
ALM0012623,ELV00057,2025-10-04 19:52:30,E101,Door Fault,Low,Y,18
ALM0012624,ELV00448,2025-11-25 18:39:08,E808,Speed Deviation,Low,Y,8
ALM0012625,ELV00384,2025-01-30 18:16:33,E808,Speed Deviation,High,Y,58
ALM0012626,ELV00357,2026-06-07 12:57:29,E404,Excess Vibration,Medium,Y,66
ALM0012627,ELV00491,2025-07-08 19:47:26,E202,Overload,Low,Y,17
ALM0012628,ELV00392,2025-12-01 01:12:45,E808,Speed Deviation,Low,Y,20
ALM0012629,ELV00474,2026-04-05 08:55:06,E707,Communication Loss,Low,Y,63
ALM0012630,ELV00337,2025-01-16 04:49:01,E808,Speed Deviation,Low,Y,30
ALM0012631,ELV00197,2025-05-31 07:03:27,E202,Overload,Low,Y,21
ALM0012632,ELV00150,2025-09-08 12:16:51,E909,Leveling Error,Low,Y,32
ALM0012633,ELV00342,2026-06-22 22:02:59,E404,Excess Vibration,High,Y,24
ALM0012634,ELV00094,2026-01-20 02:07:31,E202,Overload,Medium,Y,37
ALM0012635,ELV00159,2025-02-19 09:00:26,E202,Overload,Critical,Y,35
ALM0012636,ELV00003,2025-07-06 10:49:03,E404,Excess Vibration,Low,Y,8
ALM0012637,ELV00209,2025-09-27 04:17:08,E101,Door Fault,Low,Y,22
ALM0012638,ELV00302,2025-11-12 03:34:36,E808,Speed Deviation,Medium,Y,19
ALM0012639,ELV00114,2026-06-26 08:46:33,E404,Excess Vibration,Critical,N,
ALM0012640,ELV00111,2026-01-29 04:33:58,E303,Motor Overheat,High,Y,121
ALM0012641,ELV00480,2025-03-25 19:20:57,E707,Communication Loss,High,Y,23
ALM0012642,ELV00415,2025-06-17 04:18:47,E909,Leveling Error,High,Y,80
ALM0012643,ELV00353,2025-06-12 03:03:36,E303,Motor Overheat,Critical,N,
ALM0012644,ELV00261,2025-12-18 20:38:05,E606,Brake Fault,Medium,Y,23
ALM0012645,ELV00447,2025-03-16 18:03:56,E101,Door Fault,High,N,
ALM0012646,ELV00067,2026-03-31 05:20:10,E101,Door Fault,Low,Y,30
ALM0012647,ELV00062,2025-05-19 02:40:18,E505,Power Fault,High,Y,24
ALM0012648,ELV00455,2025-04-21 22:03:59,E202,Overload,Critical,Y,52
ALM0012649,ELV00484,2025-09-25 02:26:07,E101,Door Fault,Low,Y,33
ALM0012650,ELV00267,2026-04-25 03:12:40,E606,Brake Fault,Medium,Y,14
ALM0012651,ELV00487,2025-02-08 09:28:17,E303,Motor Overheat,Medium,Y,17
ALM0012652,ELV00036,2025-12-13 07:55:42,E202,Overload,Low,Y,25
ALM0012653,ELV00412,2026-03-11 23:33:17,E707,Communication Loss,Medium,Y,27
ALM0012654,ELV00326,2026-01-08 01:34:46,E909,Leveling Error,Medium,Y,11
ALM0012655,ELV00212,2025-06-30 19:07:09,E202,Overload,Medium,Y,7
ALM0012656,ELV00283,2025-11-14 01:24:35,E909,Leveling Error,Low,Y,5
ALM0012657,ELV00154,2025-07-14 16:27:22,E909,Leveling Error,Medium,Y,21
ALM0012658,ELV00408,2026-03-25 22:46:26,E707,Communication Loss,Medium,Y,33
ALM0012659,ELV00428,2026-05-04 05:21:38,E303,Motor Overheat,Low,Y,36
ALM0012660,ELV00356,2025-07-11 08:03:00,E505,Power Fault,High,Y,64
ALM0012661,ELV00391,2025-08-24 11:01:56,E707,Communication Loss,Medium,Y,32
ALM0012662,ELV00214,2026-02-21 14:28:46,E707,Communication Loss,Medium,Y,34
ALM0012663,ELV00345,2025-06-17 11:25:55,E808,Speed Deviation,High,Y,51
ALM0012664,ELV00079,2025-10-04 07:43:57,E202,Overload,Low,Y,6
ALM0012665,ELV00191,2026-04-17 22:48:52,E101,Door Fault,Medium,Y,32
ALM0012666,ELV00142,2025-02-14 12:15:31,E606,Brake Fault,Medium,Y,11
ALM0012667,ELV00339,2026-04-15 19:58:21,E909,Leveling Error,Medium,Y,13
ALM0012668,ELV00420,2025-10-20 17:50:03,E909,Leveling Error,High,Y,60
ALM0012669,ELV00045,2026-06-24 07:07:15,E202,Overload,High,N,
ALM0012670,ELV00069,2025-04-10 00:46:13,E101,Door Fault,Medium,Y,21
ALM0012671,ELV00216,2025-03-17 03:07:11,E404,Excess Vibration,Low,Y,16
ALM0012672,ELV00038,2025-10-17 02:40:26,E303,Motor Overheat,Low,Y,11
ALM0012673,ELV00278,2025-10-03 22:04:27,E909,Leveling Error,Low,Y,13
ALM0012674,ELV00257,2025-06-25 00:50:15,E909,Leveling Error,Medium,Y,28
ALM0012675,ELV00370,2025-01-28 05:43:04,E505,Power Fault,Low,Y,15
ALM0012676,ELV00140,2026-05-03 10:34:25,E101,Door Fault,Low,Y,35
ALM0012677,ELV00493,2025-07-08 21:15:34,E303,Motor Overheat,High,Y,94
ALM0012678,ELV00475,2026-01-15 17:27:07,E101,Door Fault,Low,Y,35
ALM0012679,ELV00234,2025-07-10 09:47:41,E606,Brake Fault,Low,Y,24
ALM0012680,ELV00064,2025-04-26 08:34:41,E808,Speed Deviation,Low,Y,21
ALM0012681,ELV00212,2025-01-21 03:08:16,E404,Excess Vibration,Critical,N,
ALM0012682,ELV00286,2025-07-07 22:36:19,E101,Door Fault,Medium,Y,19
ALM0012683,ELV00243,2025-08-27 18:20:05,E404,Excess Vibration,Medium,Y,33
ALM0012684,ELV00424,2025-05-15 07:00:12,E202,Overload,Medium,Y,27
ALM0012685,ELV00439,2025-12-25 01:50:29,E202,Overload,Medium,Y,52
ALM0012686,ELV00475,2025-11-22 06:32:16,E303,Motor Overheat,High,Y,56
ALM0012687,ELV00189,2026-04-28 23:23:28,E505,Power Fault,Low,Y,26
ALM0012688,ELV00485,2025-02-15 23:46:00,E505,Power Fault,Low,Y,5
ALM0012689,ELV00042,2026-02-26 17:43:42,E606,Brake Fault,Low,Y,32
ALM0012690,ELV00160,2025-09-01 16:32:24,E101,Door Fault,Low,Y,52
ALM0012691,ELV00016,2026-02-07 11:05:08,E404,Excess Vibration,Medium,Y,40
ALM0012692,ELV00050,2025-05-28 02:27:16,E606,Brake Fault,High,Y,19
ALM0012693,ELV00085,2026-01-21 16:32:21,E808,Speed Deviation,Medium,Y,19
ALM0012694,ELV00207,2025-11-04 14:42:05,E606,Brake Fault,Medium,N,
ALM0012695,ELV00122,2026-01-18 21:48:50,E909,Leveling Error,Low,Y,8
ALM0012696,ELV00355,2025-12-13 13:31:58,E404,Excess Vibration,Medium,Y,44
ALM0012697,ELV00304,2026-04-17 17:20:17,E303,Motor Overheat,Medium,Y,35
ALM0012698,ELV00007,2026-02-19 21:14:41,E404,Excess Vibration,Low,Y,52
ALM0012699,ELV00088,2025-04-28 10:50:58,E101,Door Fault,Medium,Y,21
ALM0012700,ELV00210,2025-05-22 20:47:20,E101,Door Fault,Medium,Y,32
ALM0012701,ELV00464,2026-01-25 22:20:14,E202,Overload,Medium,N,
ALM0012702,ELV00034,2026-06-26 12:39:49,E505,Power Fault,Low,Y,14
ALM0012703,ELV00329,2026-06-23 02:56:50,E707,Communication Loss,Medium,Y,55
ALM0012704,ELV00489,2026-04-09 15:06:23,E606,Brake Fault,Medium,Y,9
ALM0012705,ELV00374,2025-06-25 03:46:45,E909,Leveling Error,High,Y,39
ALM0012706,ELV00236,2026-05-12 04:59:13,E202,Overload,Medium,Y,16
ALM0012707,ELV00204,2026-05-03 04:05:38,E606,Brake Fault,Low,Y,49
ALM0012708,ELV00422,2026-01-12 19:32:33,E606,Brake Fault,Low,Y,6
ALM0012709,ELV00070,2025-03-23 11:09:18,E606,Brake Fault,High,Y,41
ALM0012710,ELV00218,2026-06-30 05:24:46,E202,Overload,Medium,Y,13
ALM0012711,ELV00368,2025-09-12 02:16:42,E303,Motor Overheat,Low,Y,28
ALM0012712,ELV00215,2026-04-19 11:28:03,E202,Overload,Low,Y,16
ALM0012713,ELV00355,2026-03-11 07:59:26,E404,Excess Vibration,High,Y,50
ALM0012714,ELV00447,2026-04-03 22:49:04,E101,Door Fault,High,Y,55
ALM0012715,ELV00094,2026-04-02 13:10:39,E606,Brake Fault,High,Y,37
ALM0012716,ELV00257,2025-02-23 00:19:24,E505,Power Fault,Medium,Y,15
ALM0012717,ELV00119,2026-01-17 19:52:57,E202,Overload,Medium,Y,20
ALM0012718,ELV00385,2026-04-09 05:00:43,E101,Door Fault,Low,Y,18
ALM0012719,ELV00329,2025-07-13 12:39:00,E101,Door Fault,Medium,Y,26
ALM0012720,ELV00362,2026-02-23 14:21:56,E404,Excess Vibration,Medium,Y,6
ALM0012721,ELV00250,2025-07-17 20:24:28,E202,Overload,Low,Y,17
ALM0012722,ELV00378,2025-04-08 06:47:37,E202,Overload,Low,Y,26
ALM0012723,ELV00272,2026-05-13 20:55:30,E303,Motor Overheat,High,Y,31
ALM0012724,ELV00163,2025-02-23 22:29:59,E505,Power Fault,Medium,N,
ALM0012725,ELV00415,2025-10-24 23:49:43,E303,Motor Overheat,High,N,
ALM0012726,ELV00234,2026-01-30 20:17:32,E303,Motor Overheat,Low,Y,13
ALM0012727,ELV00359,2026-06-17 17:39:15,E202,Overload,Low,Y,11
ALM0012728,ELV00133,2025-04-23 12:13:16,E808,Speed Deviation,Low,N,
ALM0012729,ELV00119,2025-09-16 06:26:52,E909,Leveling Error,High,Y,43
ALM0012730,ELV00041,2025-10-12 14:10:18,E101,Door Fault,Medium,Y,23
ALM0012731,ELV00098,2025-01-27 08:29:39,E303,Motor Overheat,Low,N,
ALM0012732,ELV00255,2025-08-08 18:44:07,E404,Excess Vibration,Medium,Y,32
ALM0012733,ELV00040,2026-02-17 09:43:23,E606,Brake Fault,High,Y,37
ALM0012734,ELV00253,2025-04-25 00:08:39,E101,Door Fault,Low,Y,12
ALM0012735,ELV00211,2025-11-04 10:00:32,E606,Brake Fault,Low,Y,34
ALM0012736,ELV00113,2026-06-17 18:36:46,E606,Brake Fault,High,Y,39
ALM0012737,ELV00398,2026-04-04 15:49:37,E404,Excess Vibration,High,Y,15
ALM0012738,ELV00442,2026-06-19 07:34:29,E202,Overload,Low,Y,10
ALM0012739,ELV00455,2025-07-21 23:10:00,E505,Power Fault,Medium,Y,32
ALM0012740,ELV00385,2026-04-03 19:51:10,E707,Communication Loss,Critical,Y,34
ALM0012741,ELV00082,2025-12-31 07:15:01,E303,Motor Overheat,Low,Y,35
ALM0012742,ELV00085,2026-02-18 20:05:50,E505,Power Fault,Low,Y,24
ALM0012743,ELV00244,2026-04-23 12:51:15,E808,Speed Deviation,Low,Y,15
ALM0012744,ELV00415,2026-03-18 08:21:58,E101,Door Fault,High,Y,167
ALM0012745,ELV00012,2026-02-24 01:21:15,E808,Speed Deviation,Low,Y,15
ALM0012746,ELV00221,2026-02-27 22:52:56,E505,Power Fault,Low,N,
ALM0012747,ELV00420,2026-05-04 02:28:58,E606,Brake Fault,Medium,Y,48
ALM0012748,ELV00274,2025-04-19 19:22:01,E202,Overload,Low,Y,27
ALM0012749,ELV00048,2025-11-17 17:19:38,E101,Door Fault,Low,Y,115
ALM0012750,ELV00217,2025-07-11 06:34:55,E808,Speed Deviation,Medium,Y,16
ALM0012751,ELV00054,2026-01-30 11:33:53,E404,Excess Vibration,Low,Y,16
ALM0012752,ELV00370,2026-03-29 00:34:07,E808,Speed Deviation,Medium,Y,10
ALM0012753,ELV00196,2025-11-19 15:49:19,E909,Leveling Error,High,Y,43
ALM0012754,ELV00032,2025-09-15 02:47:11,E404,Excess Vibration,Medium,Y,15
ALM0012755,ELV00048,2025-06-01 14:55:17,E101,Door Fault,Medium,Y,14
