maintenance_part_id,maintenance_id,material_id,quantity_used,unit_cost,total_cost
MPT00031470,MNT0029975,MAT00240,1,682.61,682.61
MPT00031471,MNT0029975,MAT00236,1,196.64,196.64
MPT00031472,MNT0013608,MAT00233,1,258.93,258.93
MPT00031473,MNT0013608,MAT00244,1,176.09,176.09
MPT00031474,MNT0022339,MAT00234,1,276.55,276.55
MPT00031475,MNT0022339,MAT00246,3,310.28,930.84
MPT00031476,MNT0000147,MAT00112,1,559.87,559.87
MPT00031477,MNT0015120,MAT00244,3,218.62,655.86
MPT00031478,MNT0015120,MAT00246,1,368.73,368.73
MPT00031479,MNT0015120,MAT00249,3,275.78,827.34
MPT00031480,MNT0015120,MAT00240,1,631.43,631.43
MPT00031481,MNT0010301,MAT00216,2,128.66,257.32
MPT00031482,MNT0010301,MAT00208,1,46.75,46.75
MPT00031483,MNT0019168,MAT00247,1,659.91,659.91
MPT00031484,MNT0019168,MAT00237,1,1009.97,1009.97
MPT00031485,MNT0001206,MAT00024,2,133.27,266.54
MPT00031486,MNT0008300,MAT00217,3,143.38,430.14
MPT00031487,MNT0008300,MAT00212,2,52.62,105.24
MPT00031488,MNT0003731,MAT00009,1,514.84,514.84
MPT00031489,MNT0003731,MAT00018,2,331.12,662.24
MPT00031490,MNT0023948,MAT00242,1,175.92,175.92
MPT00031491,MNT0023948,MAT00243,1,1175.16,1175.16
MPT00031492,MNT0000687,MAT00124,2,162.34,324.68
MPT00031493,MNT0000687,MAT00111,3,71.89,215.67
MPT00031494,MNT0000687,MAT00113,1,1237.19,1237.19
MPT00031495,MNT0008132,MAT00205,1,151.54,151.54
MPT00031496,MNT0008132,MAT00220,1,332.48,332.48
MPT00031497,MNT0008132,MAT00214,1,739.77,739.77
MPT00031498,MNT0024108,MAT00234,1,259.78,259.78
MPT00031499,MNT0000531,MAT00057,2,170.98,341.96
MPT00031500,MNT0005203,MAT00016,1,618.55,618.55
MPT00031501,MNT0005203,MAT00014,1,76.98,76.98
MPT00031502,MNT0005203,MAT00019,1,324.83,324.83
MPT00031503,MNT0010482,MAT00223,1,271.5,271.5
MPT00031504,MNT0024162,MAT00249,1,335.99,335.99
MPT00031505,MNT0024162,MAT00245,1,102.54,102.54
MPT00031506,MNT0024162,MAT00238,2,160.44,320.88
MPT00031507,MNT0008670,MAT00100,1,1086.69,1086.69
MPT00031508,MNT0008670,MAT00086,1,99.73,99.73
MPT00031509,MNT0020684,MAT00236,1,195.4,195.4
MPT00031510,MNT0020684,MAT00231,1,388.39,388.39
MPT00031511,MNT0020684,MAT00228,1,68.82,68.82
MPT00031512,MNT0020684,MAT00249,1,298.21,298.21
MPT00031513,MNT0016523,MAT00250,1,2869.31,2869.31
MPT00031514,MNT0016523,MAT00245,1,103.66,103.66
MPT00031515,MNT0016523,MAT00233,1,271.14,271.14
MPT00031516,MNT0025733,MAT00227,1,270.02,270.02
MPT00031517,MNT0021223,MAT00239,1,812.42,812.42
MPT00031518,MNT0028916,MAT00249,1,308.56,308.56
MPT00031519,MNT0028916,MAT00247,1,760.03,760.03
MPT00031520,MNT0028916,MAT00246,1,322.29,322.29
MPT00031521,MNT0018370,MAT00244,1,208.47,208.47
MPT00031522,MNT0010126,MAT00037,1,478.58,478.58
MPT00031523,MNT0010126,MAT00031,2,153.4,306.8
MPT00031524,MNT0010126,MAT00042,1,46.73,46.73
MPT00031525,MNT0010126,MAT00037,1,486.19,486.19
MPT00031526,MNT0010009,MAT00002,2,113.48,226.96
MPT00031527,MNT0010009,MAT00001,1,67.56,67.56
MPT00031528,MNT0007209,MAT00059,1,94.33,94.33
MPT00031529,MNT0007209,MAT00061,2,284.21,568.42
MPT00031530,MNT0010982,MAT00244,1,209.38,209.38
MPT00031531,MNT0026225,MAT00249,1,332.29,332.29
MPT00031532,MNT0026225,MAT00249,2,281.55,563.1
MPT00031533,MNT0012369,MAT00238,1,165.2,165.2
MPT00031534,MNT0004367,MAT00102,1,264.22,264.22
MPT00031535,MNT0004367,MAT00101,2,55.06,110.12
MPT00031536,MNT0004367,MAT00125,1,60.63,60.63
MPT00031537,MNT0025705,MAT00244,1,184.49,184.49
MPT00031538,MNT0022214,MAT00240,1,676.53,676.53
MPT00031539,MNT0022214,MAT00246,2,324.5,649.0
MPT00031540,MNT0016658,MAT00238,1,177.28,177.28
MPT00031541,MNT0028482,MAT00232,1,66.98,66.98
MPT00031542,MNT0028482,MAT00229,1,476.62,476.62
MPT00031543,MNT0029914,MAT00248,1,467.97,467.97
MPT00031544,MNT0029914,MAT00247,1,666.52,666.52
MPT00031545,MNT0013376,MAT00242,1,185.08,185.08
MPT00031546,MNT0013376,MAT00227,2,244.89,489.78
MPT00031547,MNT0011955,MAT00238,1,150.11,150.11
MPT00031548,MNT0011955,MAT00250,1,3193.45,3193.45
MPT00031549,MNT0011955,MAT00236,1,207.73,207.73
MPT00031550,MNT0003275,MAT00219,2,104.06,208.12
MPT00031551,MNT0003275,MAT00220,1,339.75,339.75
MPT00031552,MNT0002913,MAT00136,1,152.41,152.41
MPT00031553,MNT0002913,MAT00132,1,111.39,111.39
MPT00031554,MNT0002913,MAT00138,2,278.29,556.58
MPT00031555,MNT0000026,MAT00015,1,58.7,58.7
MPT00031556,MNT0000026,MAT00020,1,463.84,463.84
MPT00031557,MNT0000026,MAT00021,1,101.21,101.21
MPT00031558,MNT0012547,MAT00234,1,295.34,295.34
MPT00031559,MNT0009305,MAT00088,1,1119.99,1119.99
MPT00031560,MNT0009305,MAT00080,1,209.94,209.94
MPT00031561,MNT0001794,MAT00057,2,174.69,349.38
MPT00031562,MNT0001794,MAT00055,4,10.1,40.4
MPT00031563,MNT0001794,MAT00057,1,155.93,155.93
MPT00031564,MNT0002607,MAT00210,1,356.64,356.64
MPT00031565,MNT0002712,MAT00014,1,84.27,84.27
MPT00031566,MNT0002712,MAT00006,1,377.84,377.84
MPT00031567,MNT0002712,MAT00025,1,219.47,219.47
MPT00031568,MNT0009266,MAT00002,1,107.43,107.43
MPT00031569,MNT0009266,MAT00023,2,558.32,1116.64
MPT00031570,MNT0009266,MAT00015,1,54.52,54.52
MPT00031571,MNT0023723,MAT00244,2,208.93,417.86
MPT00031572,MNT0023723,MAT00228,1,68.81,68.81
MPT00031573,MNT0010155,MAT00212,1,45.68,45.68
MPT00031574,MNT0010155,MAT00225,2,496.46,992.92
MPT00031575,MNT0010155,MAT00217,1,149.73,149.73
MPT00031576,MNT0016531,MAT00232,1,79.18,79.18
MPT00031577,MNT0016531,MAT00237,1,884.09,884.09
MPT00031578,MNT0016531,MAT00244,1,182.01,182.01
MPT00031579,MNT0016531,MAT00229,1,482.78,482.78
MPT00031580,MNT0025424,MAT00243,1,1401.04,1401.04
MPT00031581,MNT0025424,MAT00244,2,176.34,352.68
MPT00031582,MNT0028717,MAT00239,1,658.27,658.27
MPT00031583,MNT0008926,MAT00039,1,206.97,206.97
MPT00031584,MNT0008926,MAT00046,1,505.25,505.25
MPT00031585,MNT0023289,MAT00236,1,193.74,193.74
MPT00031586,MNT0023289,MAT00243,1,1353.38,1353.38
MPT00031587,MNT0002187,MAT00009,1,481.41,481.41
MPT00031588,MNT0002187,MAT00003,1,1533.2,1533.2
MPT00031589,MNT0029009,MAT00229,1,464.89,464.89
MPT00031590,MNT0029009,MAT00243,1,1378.38,1378.38
MPT00031591,MNT0029009,MAT00233,2,258.61,517.22
MPT00031592,MNT0026823,MAT00242,1,174.6,174.6
MPT00031593,MNT0007800,MAT00005,1,271.72,271.72
MPT00031594,MNT0023701,MAT00229,1,454.54,454.54
MPT00031595,MNT0002409,MAT00034,1,86.85,86.85
MPT00031596,MNT0002409,MAT00041,2,2897.17,5794.34
MPT00031597,MNT0000830,MAT00144,1,100.95,100.95
MPT00031598,MNT0000830,MAT00144,1,101.14,101.14
MPT00031599,MNT0004602,MAT00027,3,183.01,549.03
MPT00031600,MNT0004602,MAT00029,1,232.23,232.23
MPT00031601,MNT0028939,MAT00230,1,390.13,390.13
MPT00031602,MNT0004866,MAT00218,1,69.19,69.19
MPT00031603,MNT0004866,MAT00225,1,473.96,473.96
MPT00031604,MNT0004866,MAT00207,1,185.74,185.74
MPT00031605,MNT0004866,MAT00222,1,247.37,247.37
MPT00031606,MNT0018046,MAT00243,1,1354.92,1354.92
MPT00031607,MNT0018046,MAT00236,2,172.12,344.24
MPT00031608,MNT0018046,MAT00250,1,2755.24,2755.24
MPT00031609,MNT0018027,MAT00239,1,671.82,671.82
MPT00031610,MNT0018027,MAT00243,1,1150.72,1150.72
MPT00031611,MNT0008327,MAT00006,1,391.41,391.41
MPT00031612,MNT0008327,MAT00023,1,631.8,631.8
MPT00031613,MNT0008327,MAT00024,1,136.33,136.33
MPT00031614,MNT0008327,MAT00016,2,530.9,1061.8
MPT00031615,MNT0015102,MAT00245,2,94.41,188.82
MPT00031616,MNT0015102,MAT00235,1,284.53,284.53
MPT00031617,MNT0014348,MAT00228,1,74.26,74.26
MPT00031618,MNT0015847,MAT00243,1,1264.53,1264.53
MPT00031619,MNT0015847,MAT00239,1,724.36,724.36
MPT00031620,MNT0017255,MAT00237,2,923.88,1847.76
MPT00031621,MNT0005115,MAT00150,1,216.34,216.34
MPT00031622,MNT0021062,MAT00234,1,296.48,296.48
MPT00031623,MNT0021062,MAT00250,1,2793.44,2793.44
MPT00031624,MNT0016607,MAT00238,1,169.98,169.98
MPT00031625,MNT0017913,MAT00246,1,309.31,309.31
MPT00031626,MNT0017913,MAT00247,1,679.29,679.29
MPT00031627,MNT0012663,MAT00230,1,378.59,378.59
MPT00031628,MNT0018587,MAT00233,1,228.06,228.06
MPT00031629,MNT0018587,MAT00233,1,280.48,280.48
MPT00031630,MNT0000748,MAT00004,1,224.42,224.42
MPT00031631,MNT0000748,MAT00013,1,120.88,120.88
MPT00031632,MNT0000748,MAT00009,2,419.91,839.82
MPT00031633,MNT0002388,MAT00078,1,108.31,108.31
MPT00031634,MNT0007039,MAT00073,1,520.08,520.08
MPT00031635,MNT0004796,MAT00020,2,398.79,797.58
MPT00031636,MNT0004796,MAT00022,1,114.02,114.02
MPT00031637,MNT0004796,MAT00020,1,425.52,425.52
MPT00031638,MNT0004796,MAT00015,1,47.73,47.73
MPT00031639,MNT0026735,MAT00242,1,181.18,181.18
MPT00031640,MNT0026735,MAT00234,1,266.39,266.39
MPT00031641,MNT0015632,MAT00242,1,161.91,161.91
MPT00031642,MNT0020077,MAT00249,1,292.76,292.76
MPT00031643,MNT0008221,MAT00219,1,109.54,109.54
MPT00031644,MNT0008221,MAT00218,1,70.98,70.98
MPT00031645,MNT0021240,MAT00249,2,304.5,609.0
MPT00031646,MNT0021240,MAT00235,1,271.04,271.04
MPT00031647,MNT0029128,MAT00243,4,1249.92,4999.68
MPT00031648,MNT0029128,MAT00227,1,251.39,251.39
MPT00031649,MNT0016935,MAT00242,3,195.82,587.46
MPT00031650,MNT0016935,MAT00241,1,149.96,149.96
MPT00031651,MNT0016935,MAT00239,1,812.28,812.28
MPT00031652,MNT0029054,MAT00241,1,153.95,153.95
MPT00031653,MNT0028869,MAT00243,1,1207.24,1207.24
MPT00031654,MNT0028869,MAT00249,1,319.14,319.14
MPT00031655,MNT0028869,MAT00243,1,1314.47,1314.47
MPT00031656,MNT0009040,MAT00002,1,124.44,124.44
MPT00031657,MNT0014775,MAT00250,1,3118.02,3118.02
MPT00031658,MNT0009699,MAT00224,1,1775.4,1775.4
MPT00031659,MNT0023942,MAT00234,3,302.39,907.17
MPT00031660,MNT0023942,MAT00243,2,1402.03,2804.06
MPT00031661,MNT0023942,MAT00247,1,782.2,782.2
MPT00031662,MNT0021860,MAT00247,1,657.27,657.27
MPT00031663,MNT0021860,MAT00231,1,381.86,381.86
MPT00031664,MNT0021275,MAT00239,1,659.6,659.6
MPT00031665,MNT0021100,MAT00244,1,198.82,198.82
MPT00031666,MNT0021100,MAT00236,1,183.57,183.57
MPT00031667,MNT0006277,MAT00223,1,248.57,248.57
MPT00031668,MNT0023351,MAT00228,1,70.67,70.67
MPT00031669,MNT0023351,MAT00236,1,177.22,177.22
MPT00031670,MNT0023351,MAT00239,1,669.05,669.05
MPT00031671,MNT0003203,MAT00220,1,290.7,290.7
MPT00031672,MNT0003203,MAT00211,1,310.33,310.33
MPT00031673,MNT0013409,MAT00236,1,202.71,202.71
MPT00031674,MNT0007944,MAT00210,1,411.65,411.65
MPT00031675,MNT0007944,MAT00216,1,117.44,117.44
MPT00031676,MNT0007944,MAT00222,1,259.87,259.87
MPT00031677,MNT0000600,MAT00118,1,621.89,621.89
MPT00031678,MNT0000600,MAT00114,1,233.84,233.84
MPT00031679,MNT0000600,MAT00109,1,451.68,451.68
MPT00031680,MNT0003671,MAT00008,1,107.33,107.33
MPT00031681,MNT0003671,MAT00011,2,55.73,111.46
MPT00031682,MNT0017138,MAT00239,1,682.57,682.57
MPT00031683,MNT0017138,MAT00230,2,404.74,809.48
MPT00031684,MNT0017414,MAT00249,1,309.59,309.59
MPT00031685,MNT0017414,MAT00239,1,700.39,700.39
MPT00031686,MNT0024731,MAT00232,1,81.04,81.04
MPT00031687,MNT0008283,MAT00094,2,123.38,246.76
MPT00031688,MNT0001514,MAT00028,2,109.76,219.52
MPT00031689,MNT0028828,MAT00236,1,173.25,173.25
MPT00031690,MNT0025912,MAT00241,1,161.91,161.91
MPT00031691,MNT0025912,MAT00240,1,626.51,626.51
MPT00031692,MNT0025912,MAT00226,1,52.64,52.64
MPT00031693,MNT0017632,MAT00226,1,59.94,59.94
MPT00031694,MNT0003296,MAT00079,1,671.45,671.45
MPT00031695,MNT0019415,MAT00238,1,168.2,168.2
MPT00031696,MNT0026275,MAT00240,1,696.9,696.9
MPT00031697,MNT0001403,MAT00129,1,136.53,136.53
MPT00031698,MNT0001403,MAT00128,1,98.32,98.32
MPT00031699,MNT0001403,MAT00149,1,22.63,22.63
MPT00031700,MNT0001403,MAT00140,2,94.48,188.96
MPT00031701,MNT0004729,MAT00101,1,54.48,54.48
MPT00031702,MNT0021678,MAT00238,1,150.63,150.63
MPT00031703,MNT0021678,MAT00247,1,774.61,774.61
MPT00031704,MNT0015627,MAT00246,1,364.5,364.5
MPT00031705,MNT0015627,MAT00242,2,204.22,408.44
MPT00031706,MNT0002204,MAT00109,1,498.8,498.8
MPT00031707,MNT0001923,MAT00062,1,72.15,72.15
MPT00031708,MNT0001923,MAT00062,2,85.06,170.12
MPT00031709,MNT0024596,MAT00250,3,3391.07,10173.21
MPT00031710,MNT0024596,MAT00245,2,89.16,178.32
MPT00031711,MNT0024596,MAT00241,3,158.17,474.51
MPT00031712,MNT0018377,MAT00228,2,64.68,129.36
MPT00031713,MNT0018377,MAT00230,1,374.86,374.86
MPT00031714,MNT0027999,MAT00227,1,225.41,225.41
MPT00031715,MNT0021504,MAT00242,1,162.73,162.73
MPT00031716,MNT0021504,MAT00230,3,430.68,1292.04
MPT00031717,MNT0013849,MAT00230,2,400.93,801.86
MPT00031718,MNT0013849,MAT00233,2,279.77,559.54
MPT00031719,MNT0013849,MAT00235,2,283.78,567.56
MPT00031720,MNT0013849,MAT00239,1,722.71,722.71
MPT00031721,MNT0008571,MAT00054,1,611.26,611.26
MPT00031722,MNT0008571,MAT00053,1,1021.38,1021.38
MPT00031723,MNT0008571,MAT00068,1,165.17,165.17
MPT00031724,MNT0011327,MAT00234,1,248.83,248.83
MPT00031725,MNT0011327,MAT00226,1,48.84,48.84
MPT00031726,MNT0011327,MAT00247,1,633.43,633.43
MPT00031727,MNT0027684,MAT00239,1,789.97,789.97
MPT00031728,MNT0027684,MAT00227,1,222.19,222.19
MPT00031729,MNT0024280,MAT00233,1,281.92,281.92
MPT00031730,MNT0024280,MAT00229,1,510.82,510.82
MPT00031731,MNT0021147,MAT00234,1,284.94,284.94
MPT00031732,MNT0026330,MAT00250,1,3105.56,3105.56
MPT00031733,MNT0026330,MAT00249,1,337.69,337.69
MPT00031734,MNT0007427,MAT00033,1,117.85,117.85
MPT00031735,MNT0007427,MAT00043,2,311.49,622.98
MPT00031736,MNT0004279,MAT00106,2,117.87,235.74
MPT00031737,MNT0002119,MAT00130,2,92.01,184.02
MPT00031738,MNT0002119,MAT00130,1,81.88,81.88
MPT00031739,MNT0002119,MAT00140,1,91.09,91.09
MPT00031740,MNT0024093,MAT00231,1,394.33,394.33
MPT00031741,MNT0024093,MAT00242,1,180.35,180.35
MPT00031742,MNT0026280,MAT00238,1,179.74,179.74
MPT00031743,MNT0026280,MAT00239,2,769.8,1539.6
MPT00031744,MNT0021009,MAT00248,3,529.65,1588.95
MPT00031745,MNT0021009,MAT00234,1,280.94,280.94
MPT00031746,MNT0021009,MAT00238,1,177.69,177.69
MPT00031747,MNT0001367,MAT00128,1,90.25,90.25
MPT00031748,MNT0001367,MAT00140,1,100.75,100.75
MPT00031749,MNT0001367,MAT00139,1,159.7,159.7
MPT00031750,MNT0008545,MAT00016,1,619.94,619.94
MPT00031751,MNT0008545,MAT00024,2,130.21,260.42
MPT00031752,MNT0008545,MAT00001,1,64.4,64.4
MPT00031753,MNT0019090,MAT00238,3,164.63,493.89
MPT00031754,MNT0019090,MAT00247,1,641.53,641.53
MPT00031755,MNT0019090,MAT00246,2,351.02,702.04
MPT00031756,MNT0028476,MAT00227,2,232.52,465.04
MPT00031757,MNT0002338,MAT00053,1,1004.72,1004.72
MPT00031758,MNT0002338,MAT00066,1,122.62,122.62
MPT00031759,MNT0002338,MAT00051,1,80.06,80.06
MPT00031760,MNT0009155,MAT00217,1,131.15,131.15
MPT00031761,MNT0009155,MAT00224,3,1606.9,4820.7
MPT00031762,MNT0009155,MAT00223,1,228.92,228.92
MPT00031763,MNT0023485,MAT00237,1,887.11,887.11
MPT00031764,MNT0023485,MAT00230,1,449.31,449.31
MPT00031765,MNT0005450,MAT00215,1,142.19,142.19
MPT00031766,MNT0005450,MAT00216,3,122.99,368.97
MPT00031767,MNT0005450,MAT00213,1,314.1,314.1
MPT00031768,MNT0023312,MAT00226,1,51.98,51.98
MPT00031769,MNT0023312,MAT00228,1,73.15,73.15
MPT00031770,MNT0021870,MAT00235,1,257.99,257.99
MPT00031771,MNT0021870,MAT00240,1,678.59,678.59
MPT00031772,MNT0018896,MAT00240,1,706.77,706.77
MPT00031773,MNT0014541,MAT00244,1,218.25,218.25
MPT00031774,MNT0014541,MAT00229,1,434.78,434.78
MPT00031775,MNT0014541,MAT00237,1,983.85,983.85
MPT00031776,MNT0026103,MAT00237,1,1028.26,1028.26
MPT00031777,MNT0026103,MAT00238,1,153.48,153.48
MPT00031778,MNT0024973,MAT00248,1,548.24,548.24
MPT00031779,MNT0024973,MAT00240,1,567.92,567.92
MPT00031780,MNT0005761,MAT00123,1,496.45,496.45
MPT00031781,MNT0005761,MAT00123,1,533.18,533.18
MPT00031782,MNT0005761,MAT00115,1,30.67,30.67
MPT00031783,MNT0005761,MAT00110,1,578.92,578.92
MPT00031784,MNT0004565,MAT00218,2,73.39,146.78
MPT00031785,MNT0021795,MAT00233,1,255.94,255.94
MPT00031786,MNT0021795,MAT00246,2,347.9,695.8
MPT00031787,MNT0021795,MAT00238,1,166.75,166.75
MPT00031788,MNT0021795,MAT00241,1,153.25,153.25
MPT00031789,MNT0003987,MAT00207,1,200.44,200.44
MPT00031790,MNT0002850,MAT00207,1,202.62,202.62
MPT00031791,MNT0002850,MAT00204,1,1527.87,1527.87
MPT00031792,MNT0022237,MAT00232,1,75.66,75.66
MPT00031793,MNT0022237,MAT00234,2,282.02,564.04
MPT00031794,MNT0008601,MAT00124,1,161.05,161.05
MPT00031795,MNT0012844,MAT00235,1,306.77,306.77
MPT00031796,MNT0022855,MAT00237,1,1024.42,1024.42
MPT00031797,MNT0022855,MAT00245,1,100.0,100.0
MPT00031798,MNT0022855,MAT00238,1,173.93,173.93
MPT00031799,MNT0017590,MAT00237,1,820.15,820.15
MPT00031800,MNT0017590,MAT00233,2,254.55,509.1
MPT00031801,MNT0017590,MAT00246,1,360.9,360.9
MPT00031802,MNT0017590,MAT00247,1,756.45,756.45
MPT00031803,MNT0018108,MAT00244,1,199.73,199.73
MPT00031804,MNT0018108,MAT00226,1,53.6,53.6
MPT00031805,MNT0018108,MAT00244,1,212.0,212.0
MPT00031806,MNT0002123,MAT00209,1,287.69,287.69
MPT00031807,MNT0002123,MAT00224,1,1531.96,1531.96
MPT00031808,MNT0002123,MAT00208,1,49.85,49.85
MPT00031809,MNT0001001,MAT00146,1,282.79,282.79
MPT00031810,MNT0001001,MAT00128,1,107.13,107.13
MPT00031811,MNT0012485,MAT00228,1,71.86,71.86
MPT00031812,MNT0012485,MAT00250,1,3033.51,3033.51
MPT00031813,MNT0002360,MAT00215,1,136.5,136.5
MPT00031814,MNT0002360,MAT00211,1,343.57,343.57
MPT00031815,MNT0003270,MAT00077,1,517.33,517.33
MPT00031816,MNT0003270,MAT00084,2,190.51,381.02
MPT00031817,MNT0013359,MAT00241,2,140.55,281.1
MPT00031818,MNT0013359,MAT00249,2,293.32,586.64
MPT00031819,MNT0020474,MAT00229,1,470.16,470.16
MPT00031820,MNT0020474,MAT00237,1,967.98,967.98
MPT00031821,MNT0000649,MAT00010,1,140.77,140.77
MPT00031822,MNT0028133,MAT00231,1,436.64,436.64
MPT00031823,MNT0028133,MAT00242,1,187.95,187.95
MPT00031824,MNT0000558,MAT00069,1,257.98,257.98
MPT00031825,MNT0000558,MAT00070,2,150.0,300.0
MPT00031826,MNT0007044,MAT00106,1,110.86,110.86
MPT00031827,MNT0007044,MAT00113,1,1186.67,1186.67
MPT00031828,MNT0007044,MAT00120,1,87.54,87.54
MPT00031829,MNT0001298,MAT00210,1,341.01,341.01
MPT00031830,MNT0001298,MAT00215,2,149.33,298.66
MPT00031831,MNT0012999,MAT00229,1,457.26,457.26
MPT00031832,MNT0029356,MAT00247,1,740.92,740.92
MPT00031833,MNT0020736,MAT00226,1,56.47,56.47
MPT00031834,MNT0020736,MAT00249,1,313.14,313.14
MPT00031835,MNT0020736,MAT00241,1,138.63,138.63
MPT00031836,MNT0005005,MAT00117,1,141.74,141.74
MPT00031837,MNT0022182,MAT00235,1,300.98,300.98
MPT00031838,MNT0018959,MAT00233,2,273.14,546.28
MPT00031839,MNT0026053,MAT00230,1,460.38,460.38
MPT00031840,MNT0026053,MAT00236,1,200.62,200.62
MPT00031841,MNT0026053,MAT00250,1,2804.35,2804.35
MPT00031842,MNT0026053,MAT00235,2,291.38,582.76
MPT00031843,MNT0004335,MAT00047,1,132.01,132.01
MPT00031844,MNT0004335,MAT00027,2,215.73,431.46
MPT00031845,MNT0002050,MAT00223,1,251.33,251.33
MPT00031846,MNT0002478,MAT00206,2,788.07,1576.14
MPT00031847,MNT0029419,MAT00241,1,157.2,157.2
MPT00031848,MNT0029419,MAT00248,1,555.63,555.63
MPT00031849,MNT0029419,MAT00233,1,258.82,258.82
MPT00031850,MNT0007613,MAT00006,1,321.58,321.58
MPT00031851,MNT0007613,MAT00014,1,68.59,68.59
MPT00031852,MNT0007613,MAT00006,2,378.94,757.88
MPT00031853,MNT0027625,MAT00238,3,174.2,522.6
MPT00031854,MNT0025814,MAT00237,1,899.8,899.8
MPT00031855,MNT0025814,MAT00239,1,653.96,653.96
MPT00031856,MNT0001247,MAT00139,1,131.43,131.43
MPT00031857,MNT0002189,MAT00207,1,201.37,201.37
MPT00031858,MNT0002189,MAT00223,2,257.51,515.02
MPT00031859,MNT0000810,MAT00020,1,455.96,455.96
MPT00031860,MNT0000332,MAT00013,1,123.45,123.45
MPT00031861,MNT0000332,MAT00004,1,217.35,217.35
MPT00031862,MNT0000332,MAT00010,1,154.83,154.83
MPT00031863,MNT0002911,MAT00201,1,151.97,151.97
MPT00031864,MNT0002911,MAT00206,1,723.17,723.17
MPT00031865,MNT0016113,MAT00248,2,534.69,1069.38
MPT00031866,MNT0016113,MAT00249,1,304.81,304.81
MPT00031867,MNT0000676,MAT00131,1,274.15,274.15
MPT00031868,MNT0000676,MAT00139,1,131.23,131.23
MPT00031869,MNT0000676,MAT00148,1,82.05,82.05
MPT00031870,MNT0000676,MAT00139,3,136.66,409.98
MPT00031871,MNT0003539,MAT00076,1,70.75,70.75
MPT00031872,MNT0014040,MAT00235,2,260.24,520.48
MPT00031873,MNT0014040,MAT00234,4,261.13,1044.52
MPT00031874,MNT0001778,MAT00134,1,70.83,70.83
MPT00031875,MNT0001778,MAT00130,2,79.52,159.04
MPT00031876,MNT0001975,MAT00130,1,88.69,88.69
MPT00031877,MNT0001975,MAT00141,1,52.48,52.48
MPT00031878,MNT0001975,MAT00136,1,158.21,158.21
MPT00031879,MNT0024505,MAT00248,1,502.42,502.42
MPT00031880,MNT0024505,MAT00235,1,319.41,319.41
MPT00031881,MNT0028668,MAT00233,1,264.64,264.64
MPT00031882,MNT0019252,MAT00241,1,146.29,146.29
MPT00031883,MNT0019252,MAT00231,2,445.73,891.46
MPT00031884,MNT0019252,MAT00249,2,304.73,609.46
MPT00031885,MNT0009427,MAT00208,1,51.49,51.49
MPT00031886,MNT0000406,MAT00039,1,186.06,186.06
MPT00031887,MNT0000406,MAT00033,1,117.71,117.71
MPT00031888,MNT0000406,MAT00047,1,145.77,145.77
MPT00031889,MNT0000406,MAT00042,1,55.09,55.09
MPT00031890,MNT0020521,MAT00238,1,175.98,175.98
MPT00031891,MNT0020521,MAT00245,2,93.77,187.54
MPT00031892,MNT0020521,MAT00233,1,275.98,275.98
MPT00031893,MNT0023252,MAT00249,1,332.27,332.27
MPT00031894,MNT0006696,MAT00120,1,91.34,91.34
MPT00031895,MNT0006696,MAT00115,1,35.98,35.98
MPT00031896,MNT0006696,MAT00116,1,500.25,500.25
MPT00031897,MNT0021802,MAT00248,1,516.94,516.94
MPT00031898,MNT0021802,MAT00245,1,90.52,90.52
MPT00031899,MNT0008947,MAT00022,1,124.84,124.84
MPT00031900,MNT0007678,MAT00221,1,145.89,145.89
MPT00031901,MNT0007678,MAT00210,1,336.63,336.63
MPT00031902,MNT0024183,MAT00227,4,226.82,907.28
MPT00031903,MNT0024183,MAT00238,2,181.13,362.26
MPT00031904,MNT0004977,MAT00006,2,395.11,790.22
MPT00031905,MNT0004977,MAT00004,1,218.76,218.76
MPT00031906,MNT0000556,MAT00117,1,143.68,143.68
MPT00031907,MNT0000556,MAT00108,2,1511.6,3023.2
MPT00031908,MNT0000556,MAT00108,1,1394.87,1394.87
MPT00031909,MNT0029820,MAT00232,5,76.66,383.3
MPT00031910,MNT0029820,MAT00245,1,90.16,90.16
MPT00031911,MNT0008669,MAT00204,1,1373.92,1373.92
MPT00031912,MNT0001512,MAT00113,3,1306.76,3920.28
MPT00031913,MNT0001512,MAT00110,1,516.41,516.41
MPT00031914,MNT0001512,MAT00104,1,405.94,405.94
MPT00031915,MNT0001512,MAT00109,1,521.94,521.94
MPT00031916,MNT0016306,MAT00240,1,649.96,649.96
MPT00031917,MNT0016306,MAT00242,1,201.75,201.75
MPT00031918,MNT0005035,MAT00080,1,207.62,207.62
MPT00031919,MNT0005035,MAT00077,1,488.63,488.63
MPT00031920,MNT0005035,MAT00097,6,649.83,3898.98
MPT00031921,MNT0001596,MAT00004,1,218.31,218.31
MPT00031922,MNT0001596,MAT00008,1,101.11,101.11
MPT00031923,MNT0001596,MAT00009,1,444.6,444.6
MPT00031924,MNT0001588,MAT00003,1,1638.79,1638.79
MPT00031925,MNT0016689,MAT00228,1,75.73,75.73
MPT00031926,MNT0016689,MAT00249,1,338.12,338.12
MPT00031927,MNT0016689,MAT00245,1,91.25,91.25
MPT00031928,MNT0009327,MAT00055,1,9.74,9.74
MPT00031929,MNT0009327,MAT00057,1,160.58,160.58
MPT00031930,MNT0009327,MAT00059,1,99.73,99.73
MPT00031931,MNT0005393,MAT00149,1,24.65,24.65
