inspection_id,production_order_id,product_id,inspection_date,inspected_quantity,defect_quantity,defect_rate,quality_status,defect_type
QI0009173,PRD0009173,MZ-FG-C950,2025-04-14,78,3,0.0385,Conditional Pass,Paint Inconsistency
QI0009174,PRD0009174,MZ-FG-M550,2025-06-27,52,0,0.0,Pass,None
QI0009175,PRD0009175,MZ-TG-Y120,2025-03-31,60,2,0.0333,Conditional Pass,Dimensional Deviation
QI0009176,PRD0009176,MZ-TG-E202,2026-01-03,18,0,0.0,Pass,None
QI0009177,PRD0009177,MZ-TG-Y240,2025-08-06,31,1,0.0323,Conditional Pass,Material Crack
QI0009178,PRD0009178,MZ-TG-Y200,2026-05-18,49,0,0.0,Pass,None
QI0009179,PRD0009179,MZ-FG-E15,2025-04-25,49,1,0.0204,Pass,Dimensional Deviation
QI0009180,PRD0009180,MZ-FG-M525,2025-03-10,33,0,0.0,Pass,None
QI0009181,PRD0009181,MZ-FG-R300,2026-04-11,93,9,0.0968,Conditional Pass,Weld Defect
QI0009182,PRD0009182,M-01,2025-12-24,50,10,0.2,Fail,Wiring Fault
QI0009183,PRD0009183,MZ-TG-E202,2025-02-08,25,0,0.0,Pass,None
QI0009184,PRD0009184,MZ-FG-C20,2025-05-12,62,1,0.0161,Pass,Surface Scratch
QI0009185,PRD0009185,MZ-TG-A25,2025-12-15,96,4,0.0417,Conditional Pass,Dimensional Deviation
QI0009186,PRD0009186,CM-FL-V00,2025-07-16,53,1,0.0189,Pass,Material Crack
QI0009187,PRD0009187,FG226,2025-06-29,41,2,0.0488,Conditional Pass,Wiring Fault
QI0009188,PRD0009188,MZ-TG-Y240,2026-06-17,139,26,0.1871,Fail,Paint Inconsistency
QI0009189,PRD0009189,MZ-FG-C21,2025-08-28,242,6,0.0248,Pass,Assembly Misalignment
QI0009190,PRD0009190,MZ-FG-C900,2025-08-07,33,2,0.0606,Conditional Pass,Electrical Fault
QI0009191,PRD0009191,MZ-FG-C20,2025-08-23,16,3,0.1875,Fail,Electrical Fault
QI0009192,PRD0009192,MZ-FG-E17,2025-05-18,50,0,0.0,Pass,None
QI0009193,PRD0009193,MZ-FG-E101,2025-06-16,71,1,0.0141,Pass,Material Crack
QI0009194,PRD0009194,MZ-FG-E101,2025-02-16,32,1,0.0312,Conditional Pass,Assembly Misalignment
QI0009195,PRD0009195,TG11,2025-03-02,51,1,0.0196,Pass,Assembly Misalignment
QI0009196,PRD0009196,MZ-FG-M525,2025-11-19,255,3,0.0118,Pass,Paint Inconsistency
QI0009197,PRD0009197,CM-FL-V00,2026-04-12,12,1,0.0833,Conditional Pass,Surface Scratch
QI0009198,PRD0009198,MZ-TG-A25,2026-06-03,42,1,0.0238,Pass,Paint Inconsistency
QI0009199,PRD0009199,MZ-FG-C21,2025-09-21,60,3,0.05,Conditional Pass,Weld Defect
QI0009200,PRD0009200,MZ-FG-M550,2026-02-25,97,5,0.0515,Conditional Pass,Surface Scratch
QI0009201,PRD0009201,MZ-FG-C20,2025-12-19,81,3,0.037,Conditional Pass,Electrical Fault
QI0009202,PRD0009202,MZ-TG-A27,2025-08-21,51,13,0.2549,Fail,Material Crack
QI0009203,PRD0009203,MZ-TG-SR01,2025-03-03,30,2,0.0667,Conditional Pass,Surface Scratch
QI0009204,PRD0009204,TG11,2025-05-18,45,4,0.0889,Conditional Pass,Weld Defect
QI0009205,PRD0009205,MZ-FG-C950,2026-01-11,52,5,0.0962,Conditional Pass,Weld Defect
QI0009206,PRD0009206,M-01,2025-10-12,59,3,0.0508,Conditional Pass,Electrical Fault
QI0009207,PRD0009207,MZ-TG-A27,2025-03-06,19,0,0.0,Pass,None
QI0009208,PRD0009208,MZ-TG-A27,2025-05-24,55,3,0.0545,Conditional Pass,Paint Inconsistency
QI0009209,PRD0009209,MZ-FG-E16,2026-01-27,27,1,0.037,Conditional Pass,Surface Scratch
QI0009210,PRD0009210,MZ-FG-E17,2025-04-21,37,4,0.1081,Fail,Wiring Fault
QI0009211,PRD0009211,MZ-FG-E15,2025-08-09,52,4,0.0769,Conditional Pass,Paint Inconsistency
QI0009212,PRD0009212,MZ-FG-C10,2026-05-28,23,3,0.1304,Fail,Material Crack
QI0009213,PRD0009213,MZ-FG-R100,2026-03-18,51,1,0.0196,Pass,Dimensional Deviation
QI0009214,PRD0009214,MZ-FG-C21,2025-09-14,93,6,0.0645,Conditional Pass,Weld Defect
QI0009215,PRD0009215,MZ-FG-C900,2025-07-24,3,1,0.3333,Fail,Wiring Fault
QI0009216,PRD0009216,MZ-TG-Y240,2026-04-28,5,0,0.0,Pass,None
QI0009217,PRD0009217,MZ-FG-C900,2025-10-18,9,0,0.0,Pass,None
QI0009218,PRD0009218,MZ-TG-SR01,2025-01-07,30,0,0.0,Pass,None
QI0009219,PRD0009219,MZ-FG-C900,2026-01-27,41,3,0.0732,Conditional Pass,Surface Scratch
QI0009220,PRD0009220,MZ-FG-E15,2026-03-24,29,2,0.069,Conditional Pass,Material Crack
QI0009221,PRD0009221,MZ-FG-E15,2026-02-21,18,1,0.0556,Conditional Pass,Surface Scratch
QI0009222,PRD0009222,MZ-FG-E17,2025-07-08,11,0,0.0,Pass,None
QI0009223,PRD0009223,M1,2026-04-15,46,3,0.0652,Conditional Pass,Assembly Misalignment
QI0009224,PRD0009224,MZ-FG-M525,2025-02-14,75,14,0.1867,Fail,Assembly Misalignment
QI0009225,PRD0009225,MZ-FG-E103,2025-01-23,57,1,0.0175,Pass,Assembly Misalignment
QI0009226,PRD0009226,TG11,2026-05-28,6,0,0.0,Pass,None
QI0009227,PRD0009227,MZ-FG-E103,2026-06-21,66,6,0.0909,Conditional Pass,Paint Inconsistency
QI0009228,PRD0009228,TG11,2025-10-27,18,0,0.0,Pass,None
QI0009229,PRD0009229,MZ-FG-E102,2025-02-11,24,1,0.0417,Conditional Pass,Electrical Fault
QI0009230,PRD0009230,MZ-FG-P010,2025-05-17,42,15,0.3571,Fail,Assembly Misalignment
QI0009231,PRD0009231,MZ-FG-E16,2026-04-28,66,3,0.0455,Conditional Pass,Dimensional Deviation
QI0009232,PRD0009232,MZ-FG-C21,2026-05-12,30,1,0.0333,Conditional Pass,Surface Scratch
QI0009233,PRD0009233,MZ-TG-A26,2026-06-12,96,2,0.0208,Pass,Assembly Misalignment
QI0009234,PRD0009234,MZ-TG-Y120,2026-02-12,149,10,0.0671,Conditional Pass,Surface Scratch
QI0009235,PRD0009235,MZ-FG-E17,2025-03-11,38,0,0.0,Pass,None
QI0009236,PRD0009236,MZ-FG-M525,2025-04-18,53,14,0.2642,Fail,Electrical Fault
QI0009237,PRD0009237,MZ-TG-A27,2025-06-26,33,3,0.0909,Conditional Pass,Wiring Fault
QI0009238,PRD0009238,MZ-FG-C900,2026-06-11,25,0,0.0,Pass,None
QI0009239,PRD0009239,M1,2026-03-12,48,2,0.0417,Conditional Pass,Material Crack
QI0009240,PRD0009240,MZ-TG-SR01,2025-12-19,117,3,0.0256,Pass,Paint Inconsistency
QI0009241,PRD0009241,MZ-FG-C950,2026-02-22,26,3,0.1154,Fail,Weld Defect
QI0009242,PRD0009242,MZ-FG-E103,2025-11-20,39,1,0.0256,Pass,Weld Defect
QI0009243,PRD0009243,MZ-TG-SR01,2025-08-19,28,1,0.0357,Conditional Pass,Assembly Misalignment
QI0009244,PRD0009244,MZ-FG-C10,2026-03-13,41,1,0.0244,Pass,Paint Inconsistency
QI0009245,PRD0009245,MZ-FG-E101,2026-03-03,3,0,0.0,Pass,None
QI0009246,PRD0009246,MZ-FG-C900,2025-03-09,17,1,0.0588,Conditional Pass,Weld Defect
QI0009247,PRD0009247,MZ-FG-C900,2026-03-09,71,8,0.1127,Fail,Dimensional Deviation
QI0009248,PRD0009248,MZ-FG-R100,2025-12-09,52,2,0.0385,Conditional Pass,Surface Scratch
QI0009249,PRD0009249,MZ-FG-M500,2025-12-08,26,2,0.0769,Conditional Pass,Electrical Fault
QI0009250,PRD0009250,MZ-FG-C20,2025-06-05,14,1,0.0714,Conditional Pass,Surface Scratch
QI0009251,PRD0009251,MZ-FG-C990,2025-01-16,30,10,0.3333,Fail,Surface Scratch
QI0009252,PRD0009252,MZ-TG-SR01,2025-11-23,4,0,0.0,Pass,None
QI0009253,PRD0009253,MZ-FG-E101,2025-09-15,21,1,0.0476,Conditional Pass,Material Crack
QI0009254,PRD0009254,MZ-FG-C950,2025-11-24,41,1,0.0244,Pass,Material Crack
QI0009255,PRD0009255,MZ-TG-A27,2025-05-21,108,1,0.0093,Pass,Weld Defect
QI0009256,PRD0009256,MZ-TG-Y200,2025-05-02,58,1,0.0172,Pass,Assembly Misalignment
QI0009257,PRD0009257,MZ-FG-E15,2026-04-06,56,2,0.0357,Conditional Pass,Assembly Misalignment
QI0009258,PRD0009258,MZ-FG-C900,2026-01-05,81,5,0.0617,Conditional Pass,Electrical Fault
QI0009259,PRD0009259,MZ-FG-R200,2025-08-03,92,5,0.0543,Conditional Pass,Wiring Fault
QI0009260,PRD0009260,MZ-TG-A20,2025-06-21,32,1,0.0312,Conditional Pass,Material Crack
QI0009261,PRD0009261,CM-FL-V00,2025-01-31,44,2,0.0455,Conditional Pass,Surface Scratch
QI0009262,PRD0009262,MZ-TG-A26,2025-12-22,37,5,0.1351,Fail,Assembly Misalignment
QI0009263,PRD0009263,MZ-FG-M500,2026-03-03,48,2,0.0417,Conditional Pass,Dimensional Deviation
QI0009264,PRD0009264,CM-FL-V00,2026-03-22,18,0,0.0,Pass,None
QI0009265,PRD0009265,FG226,2026-05-10,8,0,0.0,Pass,None
QI0009266,PRD0009266,MZ-TG-Y200,2026-04-01,62,3,0.0484,Conditional Pass,Material Crack
QI0009267,PRD0009267,MZ-FG-E17,2025-03-06,43,0,0.0,Pass,None
QI0009268,PRD0009268,MZ-FG-E101,2025-11-26,4,1,0.25,Fail,Dimensional Deviation
QI0009269,PRD0009269,MZ-FG-E16,2026-05-16,45,2,0.0444,Conditional Pass,Paint Inconsistency
QI0009270,PRD0009270,M-01,2026-05-28,13,2,0.1538,Fail,Electrical Fault
QI0009271,PRD0009271,MZ-TG-A25,2025-02-25,15,0,0.0,Pass,None
QI0009272,PRD0009272,CM-FL-V00,2025-05-21,11,0,0.0,Pass,None
QI0009273,PRD0009273,MZ-FG-R100,2026-03-05,15,1,0.0667,Conditional Pass,Wiring Fault
QI0009274,PRD0009274,MZ-FG-E16,2026-05-16,100,3,0.03,Conditional Pass,Paint Inconsistency
QI0009275,PRD0009275,FG226,2025-09-18,90,3,0.0333,Conditional Pass,Wiring Fault
QI0009276,PRD0009276,FG226,2026-06-30,17,1,0.0588,Conditional Pass,Surface Scratch
QI0009277,PRD0009277,MZ-FG-E15,2026-03-13,13,1,0.0769,Conditional Pass,Dimensional Deviation
QI0009278,PRD0009278,MZ-TG-E202,2025-08-27,6,0,0.0,Pass,None
QI0009279,PRD0009279,MZ-FG-C990,2025-01-03,63,8,0.127,Fail,Assembly Misalignment
QI0009280,PRD0009280,MZ-FG-C950,2025-07-05,93,11,0.1183,Fail,Material Crack
QI0009281,PRD0009281,MZ-FG-E108,2026-03-10,53,2,0.0377,Conditional Pass,Material Crack
QI0009282,PRD0009282,FG226,2026-05-08,46,5,0.1087,Fail,Assembly Misalignment
QI0009283,PRD0009283,MZ-TG-SR01,2025-02-14,72,3,0.0417,Conditional Pass,Wiring Fault
QI0009284,PRD0009284,MZ-FG-E102,2025-01-02,31,8,0.2581,Fail,Assembly Misalignment
QI0009285,PRD0009285,MZ-FG-C10,2026-04-29,52,1,0.0192,Pass,Paint Inconsistency
QI0009286,PRD0009286,CM-FL-V00,2025-06-23,20,2,0.1,Fail,Wiring Fault
QI0009287,PRD0009287,MZ-TG-E202,2026-01-20,133,1,0.0075,Pass,Surface Scratch
QI0009288,PRD0009288,M-01,2025-12-26,8,1,0.125,Fail,Paint Inconsistency
QI0009289,PRD0009289,MZ-FG-E102,2025-02-19,57,2,0.0351,Conditional Pass,Dimensional Deviation
QI0009290,PRD0009290,MZ-FG-C10,2025-10-04,40,1,0.025,Pass,Electrical Fault
QI0009291,PRD0009291,MZ-FG-M525,2026-01-07,1,0,0.0,Pass,None
QI0009292,PRD0009292,MZ-TG-A27,2026-05-08,119,2,0.0168,Pass,Wiring Fault
QI0009293,PRD0009293,MZ-FG-E103,2026-03-20,42,1,0.0238,Pass,Electrical Fault
QI0009294,PRD0009294,MZ-TG-Y200,2025-10-14,56,2,0.0357,Conditional Pass,Wiring Fault
QI0009295,PRD0009295,MZ-FG-E102,2025-03-27,57,2,0.0351,Conditional Pass,Surface Scratch
QI0009296,PRD0009296,MZ-TG-A25,2025-09-19,33,2,0.0606,Conditional Pass,Surface Scratch
QI0009297,PRD0009297,MZ-TG-Y200,2026-02-07,51,2,0.0392,Conditional Pass,Surface Scratch
QI0009298,PRD0009298,M-01,2026-03-20,9,1,0.1111,Fail,Material Crack
QI0009299,PRD0009299,MZ-TG-Y120,2025-01-31,35,3,0.0857,Conditional Pass,Surface Scratch
QI0009300,PRD0009300,MZ-FG-C10,2025-01-19,30,0,0.0,Pass,None
QI0009301,PRD0009301,FG226,2025-01-30,51,2,0.0392,Conditional Pass,Dimensional Deviation
QI0009302,PRD0009302,MZ-FG-C900,2025-06-10,94,3,0.0319,Conditional Pass,Dimensional Deviation
QI0009303,PRD0009303,MZ-FG-R100,2025-09-22,65,4,0.0615,Conditional Pass,Material Crack
QI0009304,PRD0009304,MZ-FG-R300,2025-02-28,25,1,0.04,Conditional Pass,Electrical Fault
QI0009305,PRD0009305,MZ-TG-Y120,2025-10-18,40,2,0.05,Conditional Pass,Surface Scratch
QI0009306,PRD0009306,MZ-FG-E108,2026-02-27,29,1,0.0345,Conditional Pass,Electrical Fault
QI0009307,PRD0009307,CM-FL-V00,2026-05-01,13,1,0.0769,Conditional Pass,Surface Scratch
QI0009308,PRD0009308,MZ-TG-A26,2025-05-28,74,3,0.0405,Conditional Pass,Surface Scratch
QI0009309,PRD0009309,MZ-FG-C900,2026-05-28,36,2,0.0556,Conditional Pass,Weld Defect
QI0009310,PRD0009310,M-01,2026-06-18,85,4,0.0471,Conditional Pass,Paint Inconsistency
QI0009311,PRD0009311,MZ-FG-M500,2025-09-28,76,3,0.0395,Conditional Pass,Electrical Fault
QI0009312,PRD0009312,MZ-FG-M500,2026-03-25,26,2,0.0769,Conditional Pass,Assembly Misalignment
QI0009313,PRD0009313,MZ-FG-C900,2026-04-05,67,5,0.0746,Conditional Pass,Electrical Fault
QI0009314,PRD0009314,FG226,2025-05-13,47,3,0.0638,Conditional Pass,Electrical Fault
QI0009315,PRD0009315,MZ-FG-C20,2025-03-20,82,29,0.3537,Fail,Paint Inconsistency
QI0009316,PRD0009316,MZ-FG-R100,2025-12-12,46,9,0.1957,Fail,Wiring Fault
QI0009317,PRD0009317,MZ-FG-C21,2025-10-05,56,9,0.1607,Fail,Paint Inconsistency
QI0009318,PRD0009318,MZ-FG-C950,2025-07-30,107,3,0.028,Pass,Surface Scratch
QI0009319,PRD0009319,MZ-FG-E16,2025-07-28,110,6,0.0545,Conditional Pass,Surface Scratch
QI0009320,PRD0009320,MZ-FG-R200,2025-11-03,68,3,0.0441,Conditional Pass,Surface Scratch
QI0009321,PRD0009321,MZ-FG-C900,2026-06-10,38,5,0.1316,Fail,Dimensional Deviation
QI0009322,PRD0009322,MZ-FG-E101,2025-11-20,71,1,0.0141,Pass,Paint Inconsistency
QI0009323,PRD0009323,MZ-TG-Y120,2025-02-12,47,3,0.0638,Conditional Pass,Surface Scratch
QI0009324,PRD0009324,TG11,2026-04-27,39,1,0.0256,Pass,Material Crack
QI0009325,PRD0009325,MZ-TG-A27,2026-03-03,38,3,0.0789,Conditional Pass,Surface Scratch
QI0009326,PRD0009326,MZ-TG-E202,2025-01-08,49,3,0.0612,Conditional Pass,Material Crack
QI0009327,PRD0009327,MZ-TG-Y240,2025-12-21,22,1,0.0455,Conditional Pass,Electrical Fault
QI0009328,PRD0009328,MZ-TG-A27,2026-03-30,33,0,0.0,Pass,None
QI0009329,PRD0009329,MZ-TG-SR01,2025-06-15,59,6,0.1017,Fail,Wiring Fault
QI0009330,PRD0009330,MZ-TG-E202,2025-10-15,3,0,0.0,Pass,None
QI0009331,PRD0009331,MZ-FG-R100,2026-06-03,33,2,0.0606,Conditional Pass,Material Crack
QI0009332,PRD0009332,MZ-TG-Y240,2025-05-25,94,4,0.0426,Conditional Pass,Assembly Misalignment
QI0009333,PRD0009333,TG11,2025-08-17,1,0,0.0,Pass,None
QI0009334,PRD0009334,MZ-FG-E16,2025-10-08,19,1,0.0526,Conditional Pass,Dimensional Deviation
QI0009335,PRD0009335,MZ-FG-M550,2025-01-10,79,3,0.038,Conditional Pass,Paint Inconsistency
QI0009336,PRD0009336,MZ-FG-P010,2025-06-20,13,0,0.0,Pass,None
QI0009337,PRD0009337,MZ-FG-M500,2025-02-12,47,3,0.0638,Conditional Pass,Material Crack
QI0009338,PRD0009338,MZ-TG-Y200,2025-12-13,14,0,0.0,Pass,None
QI0009339,PRD0009339,MZ-FG-C900,2026-05-27,65,15,0.2308,Fail,Surface Scratch
QI0009340,PRD0009340,MZ-FG-R200,2026-02-27,65,1,0.0154,Pass,Weld Defect
QI0009341,PRD0009341,MZ-FG-E16,2025-11-02,14,1,0.0714,Conditional Pass,Paint Inconsistency
QI0009342,PRD0009342,MZ-TG-Y240,2025-12-15,24,1,0.0417,Conditional Pass,Surface Scratch
QI0009343,PRD0009343,MZ-TG-A26,2026-04-27,71,1,0.0141,Pass,Wiring Fault
QI0009344,PRD0009344,MZ-FG-M500,2026-04-26,138,5,0.0362,Conditional Pass,Dimensional Deviation
QI0009345,PRD0009345,M-01,2025-05-19,46,16,0.3478,Fail,Electrical Fault
QI0009346,PRD0009346,M-01,2026-05-21,25,1,0.04,Conditional Pass,Assembly Misalignment
QI0009347,PRD0009347,M1,2025-07-03,52,2,0.0385,Conditional Pass,Dimensional Deviation
QI0009348,PRD0009348,MZ-FG-C10,2025-04-27,93,1,0.0108,Pass,Material Crack
QI0009349,PRD0009349,MZ-FG-E15,2025-09-22,70,3,0.0429,Conditional Pass,Material Crack
QI0009350,PRD0009350,MZ-TG-SR01,2026-03-05,29,0,0.0,Pass,None
QI0009351,PRD0009351,M-01,2025-05-24,9,1,0.1111,Fail,Material Crack
QI0009352,PRD0009352,MZ-FG-E17,2025-09-30,75,3,0.04,Conditional Pass,Assembly Misalignment
QI0009353,PRD0009353,MZ-TG-A25,2025-10-29,15,1,0.0667,Conditional Pass,Dimensional Deviation
QI0009354,PRD0009354,MZ-FG-R200,2025-03-24,69,2,0.029,Pass,Material Crack
QI0009355,PRD0009355,MZ-FG-E102,2026-03-18,32,6,0.1875,Fail,Assembly Misalignment
QI0009356,PRD0009356,MZ-FG-P010,2025-07-20,93,6,0.0645,Conditional Pass,Electrical Fault
QI0009357,PRD0009357,MZ-FG-E17,2025-09-07,104,4,0.0385,Conditional Pass,Electrical Fault
QI0009358,PRD0009358,MZ-TG-Y120,2025-05-18,32,3,0.0938,Conditional Pass,Surface Scratch
QI0009359,PRD0009359,MZ-FG-E101,2025-10-30,65,4,0.0615,Conditional Pass,Weld Defect
QI0009360,PRD0009360,MZ-FG-C900,2026-03-22,20,1,0.05,Conditional Pass,Material Crack
QI0009361,PRD0009361,MZ-FG-E102,2025-03-07,83,2,0.0241,Pass,Material Crack
QI0009362,PRD0009362,MZ-TG-A20,2025-02-01,37,4,0.1081,Fail,Weld Defect
QI0009363,PRD0009363,MZ-TG-Y200,2026-04-06,26,0,0.0,Pass,None
QI0009364,PRD0009364,MZ-FG-E102,2025-03-13,169,7,0.0414,Conditional Pass,Dimensional Deviation
QI0009365,PRD0009365,MZ-TG-Y240,2026-06-14,114,3,0.0263,Pass,Weld Defect
QI0009366,PRD0009366,CM-FL-V00,2025-01-20,36,1,0.0278,Pass,Weld Defect
QI0009367,PRD0009367,MZ-FG-M500,2025-05-05,36,0,0.0,Pass,None
QI0009368,PRD0009368,M1,2025-04-18,77,5,0.0649,Conditional Pass,Assembly Misalignment
QI0009369,PRD0009369,MZ-FG-E16,2026-01-29,35,1,0.0286,Pass,Weld Defect
QI0009370,PRD0009370,MZ-FG-R300,2025-05-11,24,1,0.0417,Conditional Pass,Surface Scratch
QI0009371,PRD0009371,MZ-FG-C950,2025-05-25,56,4,0.0714,Conditional Pass,Dimensional Deviation
QI0009372,PRD0009372,M-01,2026-01-19,50,2,0.04,Conditional Pass,Material Crack
QI0009373,PRD0009373,MZ-TG-A27,2025-03-25,83,4,0.0482,Conditional Pass,Dimensional Deviation
QI0009374,PRD0009374,MZ-FG-C21,2026-05-17,88,2,0.0227,Pass,Weld Defect
QI0009375,PRD0009375,MZ-FG-E16,2025-09-16,4,0,0.0,Pass,None
QI0009376,PRD0009376,MZ-FG-P010,2026-05-07,67,1,0.0149,Pass,Electrical Fault
QI0009377,PRD0009377,MZ-FG-E16,2026-01-02,46,1,0.0217,Pass,Dimensional Deviation
QI0009378,PRD0009378,MZ-TG-A20,2026-04-15,17,1,0.0588,Conditional Pass,Weld Defect
QI0009379,PRD0009379,MZ-FG-E16,2025-02-19,78,0,0.0,Pass,None
QI0009380,PRD0009380,M-01,2025-12-11,46,3,0.0652,Conditional Pass,Assembly Misalignment
QI0009381,PRD0009381,MZ-FG-C990,2025-01-27,8,0,0.0,Pass,None
QI0009382,PRD0009382,M-01,2026-06-17,42,15,0.3571,Fail,Assembly Misalignment
QI0009383,PRD0009383,M-01,2026-06-06,67,1,0.0149,Pass,Dimensional Deviation
QI0009384,PRD0009384,MZ-FG-C10,2025-09-07,69,5,0.0725,Conditional Pass,Dimensional Deviation
QI0009385,PRD0009385,MZ-TG-SR01,2025-05-27,52,1,0.0192,Pass,Electrical Fault
QI0009386,PRD0009386,TG11,2025-11-24,44,1,0.0227,Pass,Material Crack
QI0009387,PRD0009387,MZ-FG-E102,2026-01-21,63,0,0.0,Pass,None
QI0009388,PRD0009388,MZ-FG-M525,2025-03-10,44,2,0.0455,Conditional Pass,Electrical Fault
QI0009389,PRD0009389,MZ-FG-E17,2025-07-13,6,0,0.0,Pass,None
QI0009390,PRD0009390,MZ-FG-C21,2025-03-18,87,1,0.0115,Pass,Paint Inconsistency
QI0009391,PRD0009391,MZ-TG-A27,2026-03-11,152,9,0.0592,Conditional Pass,Surface Scratch
QI0009392,PRD0009392,MZ-FG-E108,2026-06-18,32,1,0.0312,Conditional Pass,Weld Defect
QI0009393,PRD0009393,FG226,2025-09-02,35,1,0.0286,Pass,Assembly Misalignment
QI0009394,PRD0009394,MZ-TG-A26,2025-05-19,89,5,0.0562,Conditional Pass,Surface Scratch
QI0009395,PRD0009395,M-01,2025-11-30,61,5,0.082,Conditional Pass,Electrical Fault
QI0009396,PRD0009396,MZ-TG-Y120,2025-09-26,73,13,0.1781,Fail,Assembly Misalignment
QI0009397,PRD0009397,MZ-FG-R200,2025-08-13,48,1,0.0208,Pass,Assembly Misalignment
QI0009398,PRD0009398,MZ-FG-C10,2025-11-06,16,2,0.125,Fail,Dimensional Deviation
QI0009399,PRD0009399,MZ-FG-P010,2025-10-25,17,0,0.0,Pass,None
QI0009400,PRD0009400,MZ-FG-C950,2025-01-15,33,1,0.0303,Conditional Pass,Wiring Fault
QI0009401,PRD0009401,MZ-FG-R200,2025-05-14,22,1,0.0455,Conditional Pass,Assembly Misalignment
QI0009402,PRD0009402,MZ-FG-M525,2026-03-24,36,1,0.0278,Pass,Paint Inconsistency
QI0009403,PRD0009403,MZ-FG-E101,2025-04-12,78,6,0.0769,Conditional Pass,Wiring Fault
QI0009404,PRD0009404,MZ-FG-C20,2025-12-31,39,5,0.1282,Fail,Electrical Fault
QI0009405,PRD0009405,MZ-TG-A27,2026-02-02,56,6,0.1071,Fail,Assembly Misalignment
QI0009406,PRD0009406,MZ-TG-A25,2026-03-12,108,12,0.1111,Fail,Assembly Misalignment
QI0009407,PRD0009407,MZ-FG-E16,2025-03-15,47,2,0.0426,Conditional Pass,Assembly Misalignment
QI0009408,PRD0009408,MZ-FG-E16,2025-07-21,12,0,0.0,Pass,None
QI0009409,PRD0009409,FG226,2025-11-24,51,2,0.0392,Conditional Pass,Dimensional Deviation
QI0009410,PRD0009410,MZ-FG-E16,2025-08-08,10,1,0.1,Fail,Paint Inconsistency
QI0009411,PRD0009411,MZ-FG-M550,2026-06-11,23,0,0.0,Pass,None
QI0009412,PRD0009412,MZ-FG-E15,2025-10-31,23,1,0.0435,Conditional Pass,Paint Inconsistency
QI0009413,PRD0009413,MZ-TG-Y240,2025-02-04,66,3,0.0455,Conditional Pass,Electrical Fault
QI0009414,PRD0009414,MZ-FG-E15,2025-05-30,45,2,0.0444,Conditional Pass,Electrical Fault
QI0009415,PRD0009415,MZ-FG-R300,2026-02-03,224,6,0.0268,Pass,Paint Inconsistency
QI0009416,PRD0009416,MZ-FG-C900,2026-06-21,51,4,0.0784,Conditional Pass,Wiring Fault
QI0009417,PRD0009417,MZ-TG-Y240,2025-01-09,75,13,0.1733,Fail,Surface Scratch
QI0009418,PRD0009418,MZ-FG-E17,2026-03-27,90,4,0.0444,Conditional Pass,Surface Scratch
QI0009419,PRD0009419,MZ-FG-E108,2025-11-04,60,20,0.3333,Fail,Assembly Misalignment
QI0009420,PRD0009420,MZ-TG-E202,2026-02-15,38,2,0.0526,Conditional Pass,Surface Scratch
QI0009421,PRD0009421,MZ-FG-R300,2025-06-10,70,1,0.0143,Pass,Electrical Fault
QI0009422,PRD0009422,MZ-FG-E108,2026-05-05,42,2,0.0476,Conditional Pass,Weld Defect
QI0009423,PRD0009423,MZ-TG-E202,2025-06-21,40,2,0.05,Conditional Pass,Weld Defect
QI0009424,PRD0009424,MZ-FG-R200,2025-09-13,9,0,0.0,Pass,None
QI0009425,PRD0009425,MZ-FG-E16,2025-10-01,29,6,0.2069,Fail,Paint Inconsistency
QI0009426,PRD0009426,MZ-FG-R200,2025-11-15,6,0,0.0,Pass,None
QI0009427,PRD0009427,MZ-TG-A27,2026-03-19,5,0,0.0,Pass,None
QI0009428,PRD0009428,MZ-FG-E102,2025-08-28,25,1,0.04,Conditional Pass,Weld Defect
QI0009429,PRD0009429,MZ-FG-E16,2025-08-17,56,3,0.0536,Conditional Pass,Surface Scratch
QI0009430,PRD0009430,MZ-FG-E103,2026-04-29,79,1,0.0127,Pass,Weld Defect
QI0009431,PRD0009431,MZ-FG-E101,2025-08-27,43,2,0.0465,Conditional Pass,Electrical Fault
QI0009432,PRD0009432,MZ-FG-C21,2025-01-17,53,12,0.2264,Fail,Wiring Fault
QI0009433,PRD0009433,MZ-TG-A25,2026-06-13,75,2,0.0267,Pass,Weld Defect
QI0009434,PRD0009434,MZ-TG-SR01,2026-01-21,97,1,0.0103,Pass,Surface Scratch
QI0009435,PRD0009435,MZ-FG-C900,2025-12-25,8,1,0.125,Fail,Dimensional Deviation
QI0009436,PRD0009436,MZ-FG-R200,2026-02-13,141,9,0.0638,Conditional Pass,Wiring Fault
QI0009437,PRD0009437,MZ-FG-R100,2026-03-22,3,0,0.0,Pass,None
QI0009438,PRD0009438,MZ-FG-E101,2025-10-27,32,1,0.0312,Conditional Pass,Weld Defect
QI0009439,PRD0009439,MZ-TG-E202,2025-10-13,111,9,0.0811,Conditional Pass,Wiring Fault
QI0009440,PRD0009440,MZ-FG-P010,2026-01-05,19,1,0.0526,Conditional Pass,Weld Defect
QI0009441,PRD0009441,MZ-FG-C21,2026-01-01,206,8,0.0388,Conditional Pass,Weld Defect
QI0009442,PRD0009442,MZ-FG-C21,2025-01-23,24,1,0.0417,Conditional Pass,Surface Scratch
QI0009443,PRD0009443,MZ-FG-E101,2025-09-11,33,2,0.0606,Conditional Pass,Wiring Fault
