maintenance_id,elevator_id,maintenance_date,maintenance_type,issue_category,issue_description,technician_id,maintenance_status,downtime_hours,repair_cost,parts_cost,total_cost
MNT0012011,ELV00230,2025-11-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH094,Completed,1.1,134.11,0.0,134.11
MNT0013295,ELV00252,2025-12-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH025,Completed,2.1,109.84,1688.48,1798.32
MNT0029637,ELV00219,2026-04-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,2.3,102.54,1926.84,2029.38
MNT0023263,ELV00125,2026-01-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH009,Completed,1.4,50.57,3414.42,3464.99
MNT0021575,ELV00391,2025-11-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,2.0,114.52,0.0,114.52
MNT0000096,ELV00428,2026-06-04,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH002,Completed,6.7,303.03,685.53,988.56
MNT0002680,ELV00348,2025-05-30,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH051,Completed,1.3,495.07,220.05,715.12
MNT0023784,ELV00116,2025-06-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH088,Completed,1.6,50.48,3009.27,3059.75
MNT0010803,ELV00127,2025-10-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH089,Completed,0.9,98.63,1195.28,1293.91
MNT0013706,ELV00442,2026-01-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH094,Completed,2.4,64.0,1028.9,1092.9
MNT0008814,ELV00366,2025-06-17,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH048,Completed,2.5,145.21,232.69,377.9
MNT0005180,ELV00398,2025-06-26,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH016,Completed,1.3,315.69,70.27,385.96
MNT0004590,ELV00372,2025-09-05,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH087,Completed,2.4,148.45,201.2,349.65
MNT0018146,ELV00217,2025-02-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,1.1,122.88,630.05,752.93
MNT0008568,ELV00474,2025-12-11,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH064,Completed,2.4,262.11,1365.12,1627.23
MNT0026489,ELV00414,2025-02-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH069,Completed,1.7,110.22,77.1,187.32
MNT0025695,ELV00156,2025-06-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH048,Completed,2.3,70.23,0.0,70.23
MNT0005306,ELV00382,2025-11-23,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH037,Scheduled,1.0,730.61,150.49,881.1
MNT0007817,ELV00244,2026-04-03,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH004,Completed,2.9,257.2,116.78,373.98
MNT0026439,ELV00326,2025-10-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH084,Completed,1.4,114.53,522.38,636.91
MNT0015499,ELV00394,2025-12-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH058,Completed,1.6,56.44,102.45,158.89
MNT0002191,ELV00035,2025-04-30,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH070,Completed,1.6,970.99,826.94,1797.93
MNT0029592,ELV00139,2026-06-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH079,Completed,1.3,112.72,1078.15,1190.87
MNT0019005,ELV00233,2026-04-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Completed,2.0,87.22,0.0,87.22
MNT0018705,ELV00171,2025-01-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH069,Completed,0.9,132.81,0.0,132.81
MNT0019997,ELV00170,2026-01-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH036,Completed,1.6,105.43,1101.19,1206.62
MNT0004902,ELV00189,2025-06-04,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH022,Completed,0.9,194.8,1989.71,2184.51
MNT0004837,ELV00237,2026-02-17,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH094,Completed,9.2,662.16,257.78,919.94
MNT0010235,ELV00119,2025-06-01,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH097,Completed,2.4,1177.55,444.16,1621.71
MNT0000537,ELV00428,2026-04-05,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH059,In Progress,1.2,386.39,46.85,433.24
MNT0002617,ELV00239,2025-02-06,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH071,Completed,2.0,131.4,0.0,131.4
MNT0006727,ELV00144,2026-03-21,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH050,Completed,3.4,649.45,900.58,1550.03
MNT0003136,ELV00135,2025-08-22,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH065,Completed,2.6,115.39,1470.41,1585.8
MNT0021190,ELV00236,2025-10-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH001,Completed,2.1,50.0,266.14,316.14
MNT0011574,ELV00439,2025-04-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH073,Completed,1.0,64.45,0.0,64.45
MNT0020549,ELV00398,2025-10-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH002,Completed,0.6,76.84,357.88,434.72
MNT0004692,ELV00463,2026-02-12,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH073,Completed,1.6,413.98,208.14,622.12
MNT0011507,ELV00447,2025-08-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH018,Completed,1.8,56.86,729.46,786.32
MNT0022847,ELV00425,2025-09-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,1.4,50.0,1040.53,1090.53
MNT0013674,ELV00418,2025-05-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH083,Completed,2.7,74.53,320.32,394.85
MNT0019597,ELV00010,2026-03-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH013,Completed,0.8,102.73,170.69,273.42
MNT0020636,ELV00160,2026-05-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH012,Completed,1.6,55.01,180.98,235.99
MNT0000694,ELV00280,2026-05-19,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH090,Completed,1.2,200.58,790.05,990.63
MNT0022815,ELV00339,2025-10-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH020,Completed,1.2,50.0,418.61,468.61
MNT0013603,ELV00301,2025-01-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.5,56.52,0.0,56.52
MNT0001287,ELV00262,2025-12-29,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH051,Completed,1.0,255.04,487.44,742.48
MNT0028871,ELV00475,2025-05-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,1.1,100.5,535.12,635.62
MNT0022565,ELV00214,2025-12-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH004,Completed,1.7,50.0,1150.46,1200.46
MNT0020728,ELV00037,2025-07-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH095,Completed,1.8,111.46,3002.03,3113.49
MNT0004022,ELV00177,2025-02-23,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH008,Completed,2.6,402.98,1936.92,2339.9
MNT0015051,ELV00410,2025-09-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH025,Completed,1.0,86.83,2050.55,2137.38
MNT0010958,ELV00241,2026-04-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH079,Completed,1.6,76.09,49.06,125.15
MNT0027934,ELV00141,2025-10-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,0.5,126.11,358.83,484.94
MNT0021759,ELV00097,2025-01-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH058,Completed,1.2,108.93,1034.26,1143.19
MNT0023118,ELV00455,2025-11-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH033,Completed,1.2,50.0,1005.93,1055.93
MNT0007081,ELV00350,2025-11-25,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH098,In Progress,0.6,236.3,0.0,236.3
MNT0019076,ELV00071,2026-01-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH038,Completed,0.9,71.08,278.97,350.05
MNT0017137,ELV00396,2025-03-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH080,Completed,2.1,50.0,3845.19,3895.19
MNT0022355,ELV00071,2025-01-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH038,Completed,1.8,95.33,1836.3,1931.63
MNT0020528,ELV00099,2025-06-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH076,Scheduled,1.3,50.81,1421.47,1472.28
MNT0015058,ELV00258,2026-03-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH059,Completed,1.3,50.15,1124.83,1174.98
MNT0025361,ELV00323,2026-04-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH022,Completed,2.4,50.0,641.98,691.98
MNT0016242,ELV00295,2025-10-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH033,Completed,1.5,52.24,0.0,52.24
MNT0005751,ELV00210,2026-04-12,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH008,Completed,3.4,241.49,236.42,477.91
MNT0014912,ELV00128,2025-02-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.7,70.02,0.0,70.02
MNT0018498,ELV00244,2026-03-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH099,Completed,1.4,50.0,1134.14,1184.14
MNT0002193,ELV00482,2026-02-23,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH005,Completed,2.0,222.99,134.38,357.37
MNT0025042,ELV00207,2025-01-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH055,Completed,1.8,65.44,751.5,816.94
MNT0017865,ELV00332,2025-07-22,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH006,Completed,1.2,119.86,199.44,319.3
MNT0012562,ELV00028,2026-05-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,1.1,64.85,4599.11,4663.96
MNT0001414,ELV00298,2025-06-02,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH089,Completed,1.4,182.99,0.0,182.99
MNT0007557,ELV00311,2025-09-04,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH039,Completed,1.3,357.99,380.47,738.46
MNT0002554,ELV00040,2025-12-18,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH098,Completed,1.2,756.89,642.6,1399.49
MNT0012304,ELV00427,2025-11-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH030,Completed,1.8,94.81,6672.96,6767.77
MNT0013148,ELV00012,2026-06-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH004,Completed,1.4,50.0,1735.9,1785.9
MNT0014243,ELV00441,2025-10-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH007,Completed,2.3,76.23,586.25,662.48
MNT0003488,ELV00172,2026-04-11,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH091,Scheduled,1.0,504.09,842.97,1347.06
MNT0007861,ELV00437,2025-04-19,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH050,Completed,12.2,495.45,363.4,858.85
MNT0017157,ELV00163,2025-01-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH001,Completed,0.5,84.93,881.91,966.84
MNT0028250,ELV00129,2025-05-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,0.6,50.0,275.07,325.07
MNT0026159,ELV00073,2025-08-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH019,Completed,2.1,60.11,2780.86,2840.97
MNT0014861,ELV00258,2025-01-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH081,Completed,2.5,61.14,7537.6,7598.74
MNT0003327,ELV00328,2026-02-15,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH075,Completed,1.7,421.85,485.61,907.46
MNT0010676,ELV00490,2026-02-19,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH059,Completed,0.5,183.71,176.96,360.67
MNT0002638,ELV00288,2025-08-07,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH023,In Progress,0.6,342.05,300.27,642.32
MNT0025618,ELV00436,2026-02-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH093,Completed,1.3,65.83,0.0,65.83
MNT0009673,ELV00281,2025-07-07,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH086,Completed,2.3,390.8,619.29,1010.09
MNT0029295,ELV00464,2026-02-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH001,Completed,1.7,66.03,3047.52,3113.55
MNT0026619,ELV00433,2025-10-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH014,Completed,2.5,70.7,0.0,70.7
MNT0019679,ELV00283,2025-06-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH065,Completed,2.1,64.69,539.01,603.7
MNT0013980,ELV00048,2026-04-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH031,Completed,2.6,99.13,0.0,99.13
MNT0005716,ELV00400,2025-03-24,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH077,Completed,0.5,321.51,438.74,760.25
MNT0011781,ELV00459,2025-11-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,2.1,86.74,0.0,86.74
MNT0021319,ELV00207,2025-08-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH061,Completed,1.5,102.06,0.0,102.06
MNT0015579,ELV00362,2026-06-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH065,Completed,1.5,260.02,73.57,333.59
MNT0011382,ELV00231,2025-12-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH051,Completed,0.6,57.81,276.35,334.16
MNT0008583,ELV00304,2025-10-17,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH027,Completed,1.5,902.41,875.79,1778.2
MNT0003651,ELV00322,2025-04-25,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH072,Completed,1.7,794.71,0.0,794.71
MNT0019826,ELV00466,2026-02-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH070,Completed,2.1,50.0,195.1,245.1
MNT0028329,ELV00255,2026-05-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH037,Completed,1.8,50.0,2674.2,2724.2
MNT0018790,ELV00095,2025-07-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH035,Completed,1.6,50.0,1689.88,1739.88
MNT0017380,ELV00311,2025-06-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH052,Completed,0.5,92.53,748.69,841.22
MNT0023499,ELV00192,2025-05-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,2.4,59.85,0.0,59.85
MNT0025331,ELV00461,2025-12-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH007,Completed,1.2,88.36,242.25,330.61
MNT0025513,ELV00094,2026-05-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Completed,1.1,73.37,521.66,595.03
MNT0009963,ELV00350,2025-03-07,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH008,Completed,4.9,768.82,0.0,768.82
MNT0011199,ELV00350,2025-05-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,0.9,133.18,635.14,768.32
MNT0013462,ELV00147,2026-04-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,1.9,58.37,198.3,256.67
MNT0006370,ELV00448,2025-04-01,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH033,Completed,1.0,279.42,46.01,325.43
MNT0012118,ELV00423,2025-04-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH094,Completed,0.6,94.71,858.47,953.18
MNT0004912,ELV00075,2025-12-24,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH035,Completed,1.3,361.57,342.91,704.48
MNT0027398,ELV00086,2025-11-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH046,Completed,1.5,90.62,1433.04,1523.66
MNT0003689,ELV00123,2025-09-07,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH050,Completed,1.0,349.54,5703.54,6053.08
MNT0008811,ELV00334,2026-01-19,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH049,Completed,1.0,694.39,626.32,1320.71
MNT0014257,ELV00330,2025-01-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,1.6,50.0,1091.27,1141.27
MNT0003679,ELV00442,2025-02-16,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH068,Completed,2.2,857.55,784.28,1641.83
MNT0004234,ELV00425,2025-05-31,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH026,Completed,2.1,733.29,1034.62,1767.91
MNT0017815,ELV00415,2025-11-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,2.0,164.53,0.0,164.53
MNT0014626,ELV00334,2026-05-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH039,Completed,1.9,57.45,7407.73,7465.18
MNT0020394,ELV00497,2026-06-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH063,Completed,1.3,60.31,2523.49,2583.8
MNT0000115,ELV00352,2025-11-28,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH068,Completed,2.0,782.92,246.97,1029.89
MNT0027666,ELV00445,2026-03-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.5,69.38,0.0,69.38
MNT0020349,ELV00380,2025-07-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH010,Completed,2.0,51.29,182.13,233.42
MNT0013284,ELV00272,2025-04-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH036,Completed,1.7,100.46,0.0,100.46
MNT0024639,ELV00172,2025-06-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Completed,0.5,104.43,926.79,1031.22
MNT0024545,ELV00021,2025-06-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH032,Completed,0.5,111.19,385.0,496.19
MNT0026145,ELV00415,2026-01-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,2.7,99.47,1640.97,1740.44
MNT0021921,ELV00170,2025-09-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH041,Completed,0.5,119.88,1947.17,2067.05
MNT0019998,ELV00166,2026-06-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH062,Completed,1.4,152.05,0.0,152.05
MNT0014325,ELV00195,2026-04-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH033,Completed,1.9,71.41,1110.79,1182.2
MNT0029953,ELV00466,2025-02-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH048,Completed,1.9,50.0,662.25,712.25
MNT0012197,ELV00292,2025-06-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH054,Completed,1.7,104.22,0.0,104.22
MNT0028636,ELV00051,2025-12-22,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH066,Completed,2.2,132.63,282.58,415.21
MNT0019312,ELV00122,2026-04-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,1.1,95.41,0.0,95.41
MNT0010102,ELV00085,2026-03-26,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH008,Completed,4.7,1439.22,1503.46,2942.68
MNT0023268,ELV00173,2025-01-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH019,Completed,1.2,76.03,859.14,935.17
MNT0008426,ELV00397,2025-08-02,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH093,Completed,1.7,201.41,101.23,302.64
MNT0006287,ELV00440,2025-08-17,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH028,Completed,0.9,722.71,618.44,1341.15
MNT0015769,ELV00486,2025-10-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH072,Completed,1.8,50.0,1274.5,1324.5
MNT0021207,ELV00287,2026-04-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Completed,2.1,104.68,1404.16,1508.84
MNT0010336,ELV00095,2025-07-18,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH026,Completed,0.7,215.29,385.29,600.58
MNT0024123,ELV00096,2025-01-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH044,Completed,1.1,50.0,849.59,899.59
MNT0016008,ELV00183,2026-01-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH055,Completed,1.2,184.39,0.0,184.39
MNT0010225,ELV00162,2025-12-23,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH048,Completed,3.7,1988.62,1932.03,3920.65
MNT0014194,ELV00021,2025-08-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH080,Completed,1.6,98.22,1249.15,1347.37
MNT0020140,ELV00241,2026-01-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH001,Completed,1.6,106.09,956.2,1062.29
MNT0021464,ELV00328,2025-03-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,1.6,117.52,219.97,337.49
MNT0021140,ELV00418,2026-06-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH067,Completed,2.5,50.0,965.58,1015.58
MNT0009706,ELV00163,2025-02-10,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH032,Completed,2.6,1205.46,1247.35,2452.81
MNT0016457,ELV00031,2026-06-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH089,Completed,1.4,96.74,74.32,171.06
MNT0010208,ELV00328,2025-08-02,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH055,Completed,1.7,831.74,565.37,1397.11
MNT0021924,ELV00307,2026-01-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH002,Completed,1.2,52.97,763.46,816.43
MNT0011422,ELV00482,2025-07-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH002,Completed,1.3,82.46,1847.88,1930.34
MNT0015037,ELV00053,2025-09-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH088,Completed,0.9,65.23,248.37,313.6
MNT0004794,ELV00243,2026-02-19,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH088,Completed,2.4,130.33,1279.33,1409.66
MNT0002537,ELV00308,2025-11-01,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH073,Completed,0.5,682.06,825.71,1507.77
MNT0005556,ELV00302,2026-04-22,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH080,Completed,0.5,267.85,138.31,406.16
MNT0010051,ELV00295,2025-05-22,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH097,Completed,1.2,91.39,157.35,248.74
MNT0012393,ELV00185,2025-01-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH041,Completed,1.5,75.99,446.64,522.63
MNT0017644,ELV00404,2026-04-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,1.1,124.04,870.2,994.24
